Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,53.925212,[155   7] ; [2 6],[149.61176471  12.38823529] ; [7.38823529 0.61176471],1
r4,1,0.0,28.903299,[147  16] ; [2 6],[142.02923977  20.97076023] ; [6.97076023 1.02923977],1
p10,1,6e-06,20.635042,[128  30] ; [1 7],[122.78313253  35.21686747] ; [6.21686747 1.78313253],1
p2,1,8e-06,20.039564,[128  31] ; [1 7],[122.82035928  36.17964072] ; [6.17964072 1.82035928],1
n6,1,1.2e-05,19.152402,[139  24] ; [2 6],[134.40350877  28.59649123] ; [6.59649123 1.40350877],1
p11,1,4.3e-05,16.7562,[126  37] ; [1 7],[121.05847953  41.94152047] ; [5.94152047 2.05847953],1
r1,1,0.000174,14.094761,[132  31] ; [2 6],[127.73099415  35.26900585] ; [6.26900585 1.73099415],1
s1,1,0.000818,11.2,[  4 156] ; [2 6],[  5.71428571 154.28571429] ; [0.28571429 7.71428571],1
r2,1,0.002418,9.201444,[156   5] ; [6 2],[154.33136095   6.66863905] ; [7.66863905 0.33136095],0
p7,1,0.003426,8.565231,[100  56] ; [1 7],[96.07317073 59.92682927] ; [4.92682927 3.07317073],0
p9,1,0.005335,7.762363,[125  32] ; [3 5],[121.79393939  35.20606061] ; [6.20606061 1.79393939],0
n5,1,0.013141,6.149967,[124  38] ; [3 5],[121.02352941  40.97647059] ; [5.97647059 2.02352941],0
a1,1,0.018052,5.591074,[  8 155] ; [2 6],[  9.53216374 153.46783626] ; [0.46783626 7.53216374],0
v2,1,0.018064,5.589903,[119  39] ; [3 5],[116.12048193  41.87951807] ; [5.87951807 2.12048193],0
n4,1,0.062228,3.476992,[127  35] ; [4 4],[124.83529412  37.16470588] ; [6.16470588 1.83529412],0
a7,1,0.072623,3.222709,[125  36] ; [4 4],[122.89349112  38.10650888] ; [6.10650888 1.89349112],0
b1,1,0.087976,2.911026,[ 54 109] ; [5 3],[ 56.23976608 106.76023392] ; [2.76023392 5.23976608],0
d5,1,0.096998,2.754216,[124  39] ; [4 4],[122.01169591  40.98830409] ; [5.98830409 2.01169591],0
d1,1,0.101369,2.683872,[89 74] ; [2 6],[86.74269006 76.25730994] ; [4.25730994 3.74269006],0
p1,1,0.174741,1.841789,[ 16 146] ; [2 6],[ 17.15294118 144.84705882] ; [0.84705882 7.15294118],0
d4,1,0.274107,1.19608,[127  34] ; [5 3],[125.75147929  35.24852071] ; [6.24852071 1.75147929],0
p4,1,0.277131,1.181105,[89 67] ; [3 5],[87.51219512 68.48780488] ; [4.48780488 3.51219512],0
s6,1,0.286477,1.136103,[89 68] ; [3 5],[87.53939394 69.46060606] ; [4.46060606 3.53939394],0
s3,1,0.306655,1.045029,[68 89] ; [2 6],[66.60606061 90.39393939] ; [3.39393939 4.60606061],0
s7,1,0.365057,0.820422,[ 46 106] ; [1 6],[ 44.93081761 107.06918239] ; [2.06918239 4.93081761],0
u2,1,0.443637,0.586858,[28 22] ; [1 2],[27.35849057 22.64150943] ; [1.64150943 1.35849057],0
p8,1,0.447391,0.577253,[81 77] ; [3 5],[79.95180723 78.04819277] ; [4.04819277 3.95180723],0
p3,1,0.50113,0.452543,[79 80] ; [3 5],[78.07185629 80.92814371] ; [3.92814371 4.07185629],0
b5,1,0.520843,0.412225,[100  63] ; [4 4],[99.13450292 63.86549708] ; [4.86549708 3.13450292],0
d2,1,0.591279,0.288351,[76 85] ; [3 5],[75.26035503 85.73964497] ; [3.73964497 4.26035503],0
a5,1,0.635356,0.224868,[114  48] ; [5 3],[113.4  48.6] ; [5.6 2.4],0
a3,1,0.672585,0.178593,[112  49] ; [5 3],[111.46153846  49.53846154] ; [5.53846154 2.46153846],0
a6,1,0.692445,0.156451,[112  50] ; [5 3],[111.49411765  50.50588235] ; [5.50588235 2.49411765],0
d3,1,0.72114,0.127404,[111  51] ; [5 3],[110.54117647  51.45882353] ; [5.45882353 2.54117647],0
a4,1,0.802158,0.062778,[68 94] ; [3 5],[67.65882353 94.34117647] ; [3.34117647 4.65882353],0
v1,1,0.844427,0.038508,[95 66] ; [5 3],[95.26627219 65.73372781] ; [4.73372781 3.26627219],0
b4,1,0.88358,0.021442,[106  57] ; [5 3],[105.80701754  57.19298246] ; [5.19298246 2.80701754],0
s4,1,0.913248,0.011869,[ 18 142] ; [1 7],[ 18.0952381 141.9047619] ; [0.9047619 7.0952381],0
s2,1,0.940306,0.005608,[ 59 104] ; [3 5],[ 59.0994152 103.9005848] ; [2.9005848 5.0994152],0
a2,1,0.944638,0.004822,[ 39 124] ; [2 6],[ 39.08187135 123.91812865] ; [1.91812865 6.08187135],0
b2,1,0.968729,0.001537,[30 63] ; [1 2],[30.03125 62.96875] ; [0.96875 2.03125],0
b3,1,0.968729,0.001537,[30 63] ; [1 2],[30.03125 62.96875] ; [0.96875 2.03125],0
