Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.743738,[29  8] ; [23 58],[16.30508475 20.69491525] ; [35.69491525 45.30508475],1
s6,1,0.000141,14.482188,[31  5] ; [39 41],[21.72413793 14.27586207] ; [48.27586207 31.72413793],1
a1,1,0.000392,12.567947,[ 7 30] ; [ 1 80],[ 2.50847458 34.49152542] ; [ 5.49152542 75.50847458],1
s4,1,0.000673,11.561358,[14 23] ; [ 9 72],[ 7.21186441 29.78813559] ; [15.78813559 65.21186441],1
s7,1,0.001525,10.048669,[21 14] ; [22 55],[13.4375 21.5625] ; [29.5625 47.4375],0
b4,1,0.002966,8.828219,[31  6] ; [45 36],[23.83050847 13.16949153] ; [52.16949153 28.83050847],0
p6,1,0.004214,8.189333,[20 16] ; [22 57],[13.14782609 22.85217391] ; [28.85217391 50.14782609],0
b5,1,0.004287,8.158252,[18 19] ; [61 20],[24.77118644 12.22881356] ; [54.22881356 26.77118644],0
d4,1,0.005014,7.874555,[33  4] ; [52 29],[26.65254237 10.34745763] ; [58.34745763 22.65254237],0
p5,1,0.005094,7.845786,[ 9 28] ; [ 5 75],[ 4.42735043 32.57264957] ; [ 9.57264957 70.42735043],0
a5,1,0.005763,7.623039,[27 10] ; [37 44],[20.06779661 16.93220339] ; [43.93220339 37.06779661],0
u1,1,0.016583,5.739983,[ 4 33] ; [ 1 80],[ 1.56779661 35.43220339] ; [ 3.43220339 77.56779661],0
s3,1,0.017485,5.64706,[24 13] ; [33 47],[18.02564103 18.97435897] ; [38.97435897 41.02564103],0
n3,1,0.032476,4.573187,[8 7] ; [18  3],[10.83333333  4.16666667] ; [15.16666667  5.83333333],0
p1,1,0.033563,4.516842,[ 7 30] ; [ 5 76],[ 3.76271186 33.23728814] ; [ 8.23728814 72.76271186],0
d3,1,0.053126,3.739953,[26 11] ; [41 39],[21.18803419 15.81196581] ; [45.81196581 34.18803419],0
d1,1,0.061951,3.484374,[20 17] ; [29 52],[15.36440678 21.63559322] ; [33.63559322 47.36440678],0
b2,1,0.065134,3.401591,[11 10] ; [15 36],[ 7.58333333 13.41666667] ; [18.41666667 32.58333333],0
b3,1,0.065134,3.401591,[11 10] ; [15 36],[ 7.58333333 13.41666667] ; [18.41666667 32.58333333],0
a4,1,0.082806,3.008955,[16 21] ; [22 59],[11.91525424 25.08474576] ; [26.08474576 54.91525424],0
a6,1,0.110669,2.544649,[18 19] ; [52 29],[21.94915254 15.05084746] ; [48.05084746 32.94915254],0
u3,1,0.1123,2.521546,[8 5] ; [13 23],[5.57142857 7.42857143] ; [15.42857143 20.57142857],0
v2,1,0.133877,2.246957,[17 17] ; [28 52],[13.42105263 20.57894737] ; [31.57894737 48.42105263],0
v1,1,0.135596,2.227238,[19 18] ; [29 50],[15.31034483 21.68965517] ; [32.68965517 46.31034483],0
s8,1,0.147233,2.100685,[16 21] ; [24 57],[12.54237288 24.45762712] ; [27.45762712 53.54237288],0
p4,1,0.176491,1.826925,[23 14] ; [39 41],[19.60683761 17.39316239] ; [42.39316239 37.60683761],0
p10,1,0.202276,1.625868,[32  5] ; [61 19],[29.41025641  7.58974359] ; [63.58974359 16.41025641],0
u2,1,0.290607,1.116809,[8 5] ; [16 20],[6.36734694 6.63265306] ; [17.63265306 18.36734694],0
a8,1,0.296461,1.090046,[ 2 34] ; [ 9 67],[ 3.53571429 32.46428571] ; [ 7.46428571 68.53571429],0
p11,1,0.300381,1.0725,[26 11] ; [64 17],[28.22033898  8.77966102] ; [61.77966102 19.22033898],0
b1,1,0.30292,1.061296,[15 22] ; [25 56],[12.54237288 24.45762712] ; [27.45762712 53.54237288],0
