Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,91.213733,[265 257] ; [254  48],[328.78398058 193.21601942] ; [190.21601942 111.78398058],1
p4,1,0.0,85.163319,[248 282] ; [243  63],[311.27990431 218.72009569] ; [179.72009569 126.27990431],1
p8,1,0.0,60.834545,[219 309] ; [212  93],[273.19087635 254.80912365] ; [157.80912365 147.19087635],1
p3,1,0.0,43.246648,[217 315] ; [197 109],[262.82577566 269.17422434] ; [151.17422434 154.82577566],1
s7,1,0.0,36.427528,[209 301] ; [186 109],[250.2484472 259.7515528] ; [144.7515528 150.2484472],1
p5,1,0.0,30.707048,[ 34 494] ; [ 58 249],[ 58.1748503 469.8251497] ; [ 33.8251497 273.1748503],1
s8,1,0.0,30.034003,[199 332] ; [174 131],[236.91746411 294.08253589] ; [136.08253589 168.91746411],1
s5,1,4e-06,21.470881,[146 371] ; [129 162],[175.95915842 341.04084158] ; [ 99.04084158 191.95915842],1
p1,1,1.8e-05,18.354844,[ 30 501] ; [ 44 262],[ 46.94623656 484.05376344] ; [ 27.05376344 278.94623656],1
s2,1,6.2e-05,16.048183,[245 283] ; [186 120],[272.86330935 255.13669065] ; [158.13669065 147.86330935],1
n4,1,7.1e-05,15.781779,[382 149] ; [258  49],[405.53699284 125.46300716] ; [234.46300716  72.53699284],1
v1,1,0.000103,15.088911,[249 266] ; [189 114],[275.75794621 239.24205379] ; [162.24205379 140.75794621],1
p9,1,0.000109,14.967276,[421 103] ; [277  29],[440.66506024  83.33493976] ; [257.33493976  48.66506024],1
p2,1,0.000251,13.402886,[418 114] ; [272  35],[437.52085816  94.47914184] ; [252.47914184  54.52085816],1
s6,1,0.000349,12.785553,[330 195] ; [225  75],[353.18181818 171.81818182] ; [201.81818182  98.18181818],1
n6,1,0.000601,11.77221,[435  98] ; [275  29],[452.12664277  80.87335723] ; [257.87335723  46.12664277],1
n5,1,0.001004,10.820666,[375 155] ; [248  58],[394.96411483 135.03588517] ; [228.03588517  77.96411483],0
p12,1,0.001063,10.714018,[ 29 501] ; [ 36 270],[ 41.20813397 488.79186603] ; [ 23.79186603 282.20813397],0
b3,1,0.001491,10.089997,[100 209] ; [ 91 105],[116.86930693 192.13069307] ; [ 74.13069307 121.86930693],0
b2,1,0.001491,10.089997,[100 209] ; [ 91 105],[116.86930693 192.13069307] ; [ 74.13069307 121.86930693],0
p10,1,0.00444,8.094546,[411 117] ; [262  43],[426.58343337 101.41656663] ; [246.41656663  58.58343337],0
d1,1,0.006604,7.377591,[295 239] ; [199 108],[313.66944114 220.33055886] ; [180.33055886 126.66944114],0
a1,1,0.00819,6.991506,[ 17 517] ; [ 22 285],[ 24.76337693 509.23662307] ; [ 14.23662307 292.76337693],0
