Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.525049,[58  5] ; [ 6 17],[46.88372093 16.11627907] ; [17.11627907  5.88372093],1
p4,1,0.265781,1.238394,[32 33] ; [15  9],[34.3258427 30.6741573] ; [12.6741573 11.3258427],0
v4,1,0.314943,1.00983,[59  4] ; [20  3],[57.87209302  5.12790698] ; [21.12790698  1.87209302],0
s4,1,0.349546,0.875106,[17 48] ; [ 4 20],[15.33707865 49.66292135] ; [ 5.66292135 18.33707865],0
b2,1,0.356489,0.850223,[ 7 29] ; [ 2 18],[ 5.78571429 30.21428571] ; [ 3.21428571 16.78571429],0
b3,1,0.356489,0.850223,[ 7 29] ; [ 2 18],[ 5.78571429 30.21428571] ; [ 3.21428571 16.78571429],0
p3,1,0.411637,0.674069,[29 36] ; [ 8 15],[27.32954545 37.67045455] ; [ 9.67045455 13.32954545],0
b5,1,0.525841,0.402423,[33 32] ; [14 10],[34.3258427 30.6741573] ; [12.6741573 11.3258427],0
a4,1,0.542019,0.37181,[13 52] ; [ 6 17],[14.03409091 50.96590909] ; [ 4.96590909 18.03409091],0
d3,1,0.547681,0.361489,[20 45] ; [ 9 15],[21.17977528 43.82022472] ; [ 7.82022472 16.17977528],0
r4,1,0.593117,0.285503,[57  8] ; [20  4],[56.23595506  8.76404494] ; [20.76404494  3.23595506],0
p5,1,0.620257,0.245506,[ 6 58] ; [ 3 20],[ 6.62068966 57.37931034] ; [ 2.37931034 20.62068966],0
a6,1,0.651073,0.20455,[36 29] ; [12 12],[35.05617978 29.94382022] ; [12.94382022 11.05617978],0
n1,1,0.679109,0.171131,[ 6 10] ; [2 5],[ 5.56521739 10.43478261] ; [2.43478261 4.56521739],0
v3,1,0.68295,0.166824,[22 42] ; [ 9 14],[22.8045977 41.1954023] ; [ 8.1954023 14.8045977],0
p7,1,0.68295,0.166824,[42 22] ; [14  9],[41.1954023 22.8045977] ; [14.8045977  8.1954023],0
u3,1,0.725058,0.123697,[15 19] ; [6 6],[15.52173913 18.47826087] ; [5.47826087 6.52173913],0
p1,1,0.759131,0.094017,[ 9 55] ; [ 4 20],[ 9.45454545 54.54545455] ; [ 3.54545455 20.45454545],0
d2,1,0.821948,0.050643,[15 50] ; [ 5 19],[14.60674157 50.39325843] ; [ 5.39325843 18.60674157],0
a3,1,0.846693,0.03738,[31 34] ; [12 12],[31.40449438 33.59550562] ; [11.59550562 12.40449438],0
n3,1,0.906855,0.01369,[14  2] ; [6 1],[13.91304348  2.08695652] ; [6.08695652 0.91304348],0
d1,1,0.92775,0.008222,[ 3 62] ; [ 1 23],[ 2.92134831 62.07865169] ; [ 1.07865169 22.92134831],0
a2,1,0.92775,0.008222,[ 3 62] ; [ 1 23],[ 2.92134831 62.07865169] ; [ 1.07865169 22.92134831],0
u2,1,0.950336,0.003879,[11 23] ; [4 8],[11.08695652 22.91304348] ; [3.91304348 8.08695652],0
v1,1,0.955221,0.003153,[28 34] ; [11 13],[28.11627907 33.88372093] ; [10.88372093 13.11627907],0
a5,1,0.978523,0.000725,[35 30] ; [13 11],[35.05617978 29.94382022] ; [12.94382022 11.05617978],0
b4,1,0.978523,0.000725,[35 30] ; [13 11],[35.05617978 29.94382022] ; [12.94382022 11.05617978],0
a8,1,0.992817,8.1e-05,[ 8 51] ; [ 3 19],[ 8.01234568 50.98765432] ; [ 2.98765432 19.01234568],0
n4,1,1.0,0.0,[48 16] ; [18  6],[48. 16.] ; [18.  6.],0
