Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,34.700547,[46  5] ; [10 25],[33.20930233 17.79069767] ; [22.79069767 12.20930233],1
s6,1,0.002352,9.25261,[44  7] ; [20 15],[37.95348837 13.04651163] ; [26.04651163  8.95348837],0
v4,1,0.00396,8.302219,[50  1] ; [27  7],[46.2  4.8] ; [30.8  3.2],0
s8,1,0.01443,5.984795,[34 17] ; [14 21],[28.46511628 22.53488372] ; [19.53488372 15.46511628],0
r2,1,0.021871,5.255999,[50  1] ; [28  5],[47.35714286  3.64285714] ; [30.64285714  2.35714286],0
s4,1,0.025768,4.9715,[22 29] ; [ 7 28],[17.19767442 33.80232558] ; [11.80232558 23.19767442],0
p9,1,0.044204,4.04877,[43  7] ; [23 11],[39.28571429 10.71428571] ; [26.71428571  7.28571429],0
u1,1,0.04762,3.923341,[13 38] ; [ 3 32],[ 9.48837209 41.51162791] ; [ 6.51162791 28.48837209],0
p10,1,0.064599,3.415179,[42  9] ; [22 12],[38.4 12.6] ; [25.6  8.4],0
s5,1,0.077573,3.11503,[23 24] ; [10 24],[19.14814815 27.85185185] ; [13.85185185 20.14814815],0
a2,1,0.102848,2.66081,[15 36] ; [ 5 30],[11.86046512 39.13953488] ; [ 8.13953488 26.86046512],0
v3,1,0.139649,2.181818,[12 36] ; [13 19],[15. 33.] ; [10. 22.],0
p11,1,0.157547,1.99761,[32 19] ; [27  8],[34.98837209 16.01162791] ; [24.01162791 10.98837209],0
a5,1,0.171988,1.865533,[39 12] ; [22 13],[36.1744186 14.8255814] ; [24.8255814 10.1744186],0
b5,1,0.192158,1.700997,[32 19] ; [17 18],[29.05813953 21.94186047] ; [19.94186047 15.05813953],0
a4,1,0.202758,1.622399,[23 28] ; [11 24],[20.1627907 30.8372093] ; [13.8372093 21.1627907],0
p6,1,0.278817,1.172847,[22 29] ; [10 22],[19.6626506 31.3373494] ; [12.3373494 19.6626506],0
d5,1,0.294913,1.097056,[45  6] ; [28  7],[43.29069767  7.70930233] ; [29.70930233  5.29069767],0
b4,1,0.307555,1.041144,[36 15] ; [21 14],[33.80232558 17.19767442] ; [23.19767442 11.80232558],0
r4,1,0.316782,1.002187,[46  5] ; [29  6],[44.47674419  6.52325581] ; [30.52325581  4.47674419],0
n1,1,0.3268,0.961538,[6 6] ; [4 9],[4.8 7.2] ; [5.2 7.8],0
d3,1,0.333726,0.934386,[41 10] ; [25 10],[39.13953488 11.86046512] ; [26.86046512  8.13953488],0
a8,1,0.346085,0.88776,[ 4 42] ; [ 5 27],[ 5.30769231 40.69230769] ; [ 3.69230769 28.30769231],0
r3,1,0.351348,0.868581,[50  1] ; [33  2],[49.22093023  1.77906977] ; [33.77906977  1.22093023],0
u2,1,0.368688,0.808081,[8 3] ; [8 1],[8.8 2.2] ; [7.2 1.8],0
v2,1,0.381953,0.764407,[28 20] ; [16 17],[26.07407407 21.92592593] ; [17.92592593 15.07407407],0
v1,1,0.42608,0.633484,[25 25] ; [14 20],[23.21428571 26.78571429] ; [15.78571429 18.21428571],0
a7,1,0.457704,0.551503,[40 11] ; [25 10],[38.54651163 12.45348837] ; [26.45348837  8.54651163],0
n2,1,0.470989,0.519655,[9 3] ; [8 5],[8.16 3.84] ; [8.84 4.16],0
d4,1,0.47949,0.500023,[45  6] ; [29  6],[43.88372093  7.11627907] ; [30.11627907  4.88372093],0
b2,1,0.486524,0.484205,[11 20] ; [12 15],[12.29310345 18.70689655] ; [10.70689655 16.29310345],0
b3,1,0.486524,0.484205,[11 20] ; [12 15],[12.29310345 18.70689655] ; [10.70689655 16.29310345],0
s1,1,0.512812,0.428325,[ 3 48] ; [ 1 34],[ 2.37209302 48.62790698] ; [ 1.62790698 33.37209302],0
n3,1,0.615228,0.252632,[10  2] ; [9 3],[9.5 2.5] ; [9.5 2.5],0
p4,1,0.631254,0.230364,[26 25] ; [16 19],[24.90697674 26.09302326] ; [17.09302326 17.90697674],0
n6,1,0.661742,0.191414,[32 18] ; [24 11],[32.94117647 17.05882353] ; [23.05882353 11.94117647],0
d1,1,0.676271,0.174354,[30 21] ; [19 16],[29.05813953 21.94186047] ; [19.94186047 15.05813953],0
u3,1,0.748328,0.102941,[10  2] ; [7 2],[9.71428571 2.28571429] ; [7.28571429 1.71428571],0
p7,1,0.79023,0.070763,[30 20] ; [22 13],[30.58823529 19.41176471] ; [21.41176471 13.58823529],0
a3,1,0.81677,0.053685,[39 12] ; [26  9],[38.54651163 12.45348837] ; [26.45348837  8.54651163],0
p2,1,0.81677,0.053685,[39 12] ; [26  9],[38.54651163 12.45348837] ; [26.45348837  8.54651163],0
p1,1,0.824319,0.049281,[ 5 45] ; [ 3 32],[ 4.70588235 45.29411765] ; [ 3.29411765 31.70588235],0
n4,1,0.826262,0.048179,[25 26] ; [18 17],[25.5 25.5] ; [17.5 17.5],0
d2,1,0.826262,0.048179,[26 25] ; [17 18],[25.5 25.5] ; [17.5 17.5],0
b1,1,0.853081,0.034295,[17 34] ; [11 24],[16.60465116 34.39534884] ; [11.39534884 23.60465116],0
p8,1,0.916699,0.01094,[22 28] ; [15 20],[21.76470588 28.23529412] ; [15.23529412 19.76470588],0
a6,1,0.926874,0.008423,[34 17] ; [23 12],[33.80232558 17.19767442] ; [23.19767442 11.80232558],0
p3,1,0.955027,0.00318,[23 28] ; [16 19],[23.12790698 27.87209302] ; [15.87209302 19.12790698],0
r1,1,0.981332,0.000547,[38 13] ; [26  9],[37.95348837 13.04651163] ; [26.04651163  8.95348837],0
