Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.013571,6.093152,[ 1 16] ; [10 15],[ 4.45238095 12.54761905] ; [ 6.54761905 18.45238095],0
s5,1,0.024488,5.059765,[ 1 16] ; [ 9 16],[ 4.04761905 12.95238095] ; [ 5.95238095 19.04761905],0
v2,1,0.026944,4.894407,[ 4 13] ; [14 10],[7.46341463 9.53658537] ; [10.53658537 13.46341463],0
n3,1,0.030754,4.666667,[6 1] ; [2 5],[4. 3.] ; [4. 3.],0
d5,1,0.036593,4.369266,[ 6 11] ; [17  8],[9.30952381 7.69047619] ; [13.69047619 11.30952381],0
p7,1,0.045761,3.990378,[ 7 10] ; [18  7],[10.11904762  6.88095238] ; [14.88095238 10.11904762],0
a4,1,0.04679,3.952941,[ 2 15] ; [10 15],[ 4.85714286 12.14285714] ; [ 7.14285714 17.85714286],0
b4,1,0.051384,3.795722,[12  5] ; [10 15],[8.9047619 8.0952381] ; [13.0952381 11.9047619],0
s2,1,0.075355,3.162353,[ 3 14] ; [11 14],[ 5.66666667 11.33333333] ; [ 8.33333333 16.66666667],0
s3,1,0.079527,3.074542,[ 2 15] ; [ 9 16],[ 4.45238095 12.54761905] ; [ 6.54761905 18.45238095],0
a6,1,0.089264,2.887592,[ 5 12] ; [14 11],[7.69047619 9.30952381] ; [11.30952381 13.69047619],0
p8,1,0.115995,2.470588,[ 6 11] ; [15 10],[8.5 8.5] ; [12.5 12.5],0
v3,1,0.124025,2.365736,[ 3 14] ; [10 15],[ 5.26190476 11.73809524] ; [ 7.73809524 17.26190476],0
n5,1,0.135922,2.223529,[10  7] ; [20  5],[12.14285714  4.85714286] ; [17.85714286  7.14285714],0
p9,1,0.139169,2.187121,[14  3] ; [24  1],[15.38095238  1.61904762] ; [22.61904762  2.38095238],0
s6,1,0.144652,2.127759,[ 7 10] ; [16  9],[9.30952381 7.69047619] ; [13.69047619 11.30952381],0
p2,1,0.14958,2.076529,[11  6] ; [21  4],[12.95238095  4.04761905] ; [19.04761905  5.95238095],0
n4,1,0.174736,1.841838,[8 9] ; [17  8],[10.11904762  6.88095238] ; [14.88095238 10.11904762],0
n6,1,0.184946,1.757424,[9 7] ; [19  6],[10.92682927  5.07317073] ; [17.07317073  7.92682927],0
d1,1,0.196243,1.670118,[ 3 14] ; [ 9 16],[ 4.85714286 12.14285714] ; [ 7.14285714 17.85714286],0
p5,1,0.208161,1.584171,[ 2 15] ; [ 7 18],[ 3.64285714 13.35714286] ; [ 5.35714286 19.64285714],0
r3,1,0.224325,1.476488,[15  1] ; [20  5],[13.65853659  2.34146341] ; [21.34146341  3.65853659],0
