Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,117.113846,[274  99] ; [ 5 69],[232.81208054 140.18791946] ; [46.18791946 27.81208054],1
d5,1,0.0,104.656646,[335  38] ; [29 45],[303.74049217  69.25950783] ; [60.25950783 13.74049217],1
d3,1,0.0,76.394471,[298  75] ; [22 52],[267.0246085 105.9753915] ; [52.9753915 21.0246085],1
a3,1,0.0,29.853728,[281  90] ; [32 41],[261.53828829 109.46171171] ; [51.46171171 21.53828829],1
d2,1,1e-06,24.086728,[197 176] ; [16 58],[177.73825503 195.26174497] ; [35.26174497 38.73825503],1
a5,1,5e-06,20.783904,[299  74] ; [41 33],[283.71364653  89.28635347] ; [56.28635347 17.71364653],1
a4,1,0.000287,13.153682,[172 200] ; [17 56],[157.99550562 214.00449438] ; [31.00449438 41.99550562],1
r3,1,0.000489,12.15789,[360  11] ; [65  9],[354.3258427  16.6741573] ; [70.6741573  3.3258427],1
p1,1,0.000519,12.046357,[ 37 333] ; [18 55],[ 45.93679458 324.06320542] ; [ 9.06320542 63.93679458],1
s2,1,0.001712,9.835279,[206 164] ; [26 47],[193.76975169 176.23024831] ; [38.23024831 34.76975169],0
p4,1,0.002128,9.435737,[281  91] ; [43 31],[270.24215247 101.75784753] ; [53.75784753 20.24215247],0
p2,1,0.003958,8.302874,[345  27] ; [60 13],[338.56179775  33.43820225] ; [66.43820225  6.56179775],0
v1,1,0.004151,8.216744,[226 139] ; [32 41],[215. 150.] ; [43. 30.],0
u1,1,0.004155,8.214863,[ 71 302] ; [ 4 70],[ 62.58389262 310.41610738] ; [12.41610738 61.58389262],0
s8,1,0.004157,8.214086,[192 177] ; [25 49],[180.751693 188.248307] ; [36.248307 37.751693],0
r4,1,0.00454,8.054183,[358  15] ; [65  9],[352.97315436  20.02684564] ; [70.02684564  3.97315436],0
a2,1,0.005166,7.820288,[ 90 283] ; [ 7 67],[ 80.94183445 292.05816555] ; [16.05816555 57.94183445],0
r1,1,0.008118,7.007252,[321  50] ; [55 19],[313.4741573  57.5258427] ; [62.5258427 11.4741573],0
s6,1,0.015146,5.89943,[260 100] ; [41 30],[251.41531323 108.58468677] ; [49.58468677 21.41531323],0
s3,1,0.019318,5.472533,[221 147] ; [32 39],[212.08200456 155.91799544] ; [40.91799544 30.08200456],0
u3,1,0.043826,4.063251,[56 35] ; [18 24],[50.63157895 40.36842105] ; [23.36842105 18.63157895],0
u2,1,0.049969,3.842502,[54 38] ; [17 25],[48.74626866 43.25373134] ; [22.25373134 19.74626866],0
n6,1,0.05254,3.758489,[329  40] ; [60 14],[324.02031603  44.97968397] ; [64.97968397  9.02031603],0
a8,1,0.071141,3.256488,[ 54 284] ; [ 5 62],[ 49.23950617 288.76049383] ; [ 9.76049383 57.23950617],0
a7,1,0.079779,3.069399,[287  85] ; [50 24],[281.08520179  90.91479821] ; [55.91479821 18.08520179],0
b2,1,0.086122,2.945413,[ 89 137] ; [11 32],[ 84.01486989 141.98513011] ; [15.98513011 27.01486989],0
b3,1,0.086122,2.945413,[ 89 137] ; [11 32],[ 84.01486989 141.98513011] ; [15.98513011 27.01486989],0
