Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4e-06,21.133999,[24 45] ; [40 12],[36.49586777 32.50413223] ; [27.50413223 24.49586777],1
p1,1,0.008867,6.849334,[ 3 66] ; [10 42],[ 7.41322314 61.58677686] ; [ 5.58677686 46.41322314],0
p8,1,0.028882,4.774637,[13 56] ; [19 33],[18.24793388 50.75206612] ; [13.75206612 38.24793388],0
b1,1,0.043748,4.066264,[22 47] ; [26 26],[27.37190083 41.62809917] ; [20.62809917 31.37190083],0
s3,1,0.086482,2.93866,[45 23] ; [41 10],[49.14285714 18.85714286] ; [36.85714286 14.14285714],0
u4,1,0.087627,2.917434,[ 1 68] ; [ 4 48],[ 2.85123967 66.14876033] ; [ 2.14876033 49.85123967],0
a7,1,0.102294,2.66941,[52 17] ; [32 20],[47.90082645 21.09917355] ; [36.09917355 15.90082645],0
v1,1,0.107431,2.591613,[29 38] ; [27 19],[33.20353982 33.79646018] ; [22.79646018 23.20353982],0
d3,1,0.10943,2.56244,[47 22] ; [28 24],[42.76859504 26.23140496] ; [32.23140496 19.76859504],0
a6,1,0.118357,2.438933,[48 21] ; [29 23],[43.90909091 25.09090909] ; [33.09090909 18.90909091],0
p5,1,0.124889,2.354906,[ 3 65] ; [ 6 44],[ 5.18644068 62.81355932] ; [ 3.81355932 46.18644068],0
s6,1,0.132847,2.258918,[53 15] ; [46  6],[56.1 11.9] ; [42.9  9.1],0
n5,1,0.148469,2.08791,[47 21] ; [42 10],[50.43333333 17.56666667] ; [38.56666667 13.43333333],0
n4,1,0.155931,2.013253,[51 18] ; [44  8],[54.17355372 14.82644628] ; [40.82644628 11.17355372],0
d1,1,0.160187,1.972456,[42 27] ; [38 14],[45.61983471 23.38016529] ; [34.38016529 17.61983471],0
r4,1,0.185083,1.75633,[60  9] ; [49  3],[62.15702479  6.84297521] ; [46.84297521  5.15702479],0
d2,1,0.239435,1.383915,[42 27] ; [37 15],[45.04958678 23.95041322] ; [33.95041322 18.04958678],0
a8,1,0.269642,1.218569,[ 8 52] ; [ 3 42],[ 6.28571429 53.71428571] ; [ 4.71428571 40.28571429],0
a5,1,0.285983,1.138437,[47 22] ; [40 12],[49.61157025 19.38842975] ; [37.38842975 14.61157025],0
s2,1,0.291699,1.111765,[46 22] ; [39 12],[48.57142857 19.42857143] ; [36.42857143 14.57142857],0
b3,1,0.343872,0.895942,[15 31] ; [17 23],[17.11627907 28.88372093] ; [14.88372093 25.11627907],0
b2,1,0.343872,0.895942,[15 31] ; [17 23],[17.11627907 28.88372093] ; [14.88372093 25.11627907],0
p9,1,0.357668,0.846064,[55 12] ; [45  6],[56.77966102 10.22033898] ; [43.22033898  7.77966102],0
d5,1,0.370448,0.802161,[57 12] ; [46  6],[58.73553719 10.26446281] ; [44.26446281  7.73553719],0
s5,1,0.386233,0.75077,[22 40] ; [13 34],[19.90825688 42.09174312] ; [15.09174312 31.90825688],0
p11,1,0.39258,0.730937,[44 25] ; [37 15],[46.19008264 22.80991736] ; [34.80991736 17.19008264],0
u3,1,0.396898,0.717703,[15  4] ; [10  1],[15.83333333  3.16666667] ; [9.16666667 1.83333333],0
p12,1,0.403414,0.698125,[ 7 61] ; [ 8 44],[ 8.5 59.5] ; [ 6.5 45.5],0
s4,1,0.410023,0.678733,[13 55] ; [ 7 45],[11.33333333 56.66666667] ; [ 8.66666667 43.33333333],0
a3,1,0.4209,0.6478,[50 19] ; [41 11],[51.89256198 17.10743802] ; [39.10743802 12.89256198],0
s1,1,0.442341,0.590203,[ 2 66] ; [ 3 49],[ 2.83333333 65.16666667] ; [ 2.16666667 49.83333333],0
n1,1,0.462553,0.53971,[11 12] ; [9 6],[12.10526316 10.89473684] ; [7.89473684 7.10526316],0
n2,1,0.485045,0.4875,[17  7] ; [9 6],[16.  8.] ; [10.  5.],0
p2,1,0.489137,0.478425,[45 24] ; [37 15],[46.76033058 22.23966942] ; [35.23966942 16.76033058],0
u2,1,0.507256,0.439724,[13  6] ; [8 2],[13.75862069  5.24137931] ; [7.24137931 2.75862069],0
u1,1,0.508432,0.437293,[15 54] ; [14 38],[16.53719008 52.46280992] ; [12.46280992 39.53719008],0
n3,1,0.543512,0.36907,[16  7] ; [9 6],[15.13157895  7.86842105] ; [9.86842105 5.13157895],0
b4,1,0.606565,0.265207,[43 26] ; [30 22],[41.62809917 27.37190083] ; [31.37190083 20.62809917],0
a2,1,0.62604,0.23747,[20 49] ; [13 39],[18.81818182 50.18181818] ; [14.18181818 37.81818182],0
p6,1,0.637665,0.221809,[16 53] ; [14 38],[17.10743802 51.89256198] ; [12.89256198 39.10743802],0
p10,1,0.694766,0.153974,[52 15] ; [38 13],[51.10169492 15.89830508] ; [38.89830508 12.10169492],0
v2,1,0.727808,0.121134,[36 29] ; [25 23],[35.08849558 29.91150442] ; [25.91150442 22.08849558],0
v3,1,0.803487,0.06192,[29 36] ; [19 26],[28.36363636 36.63636364] ; [19.63636364 25.36363636],0
r1,1,0.828659,0.046838,[56 13] ; [43  9],[56.45454545 12.54545455] ; [42.54545455  9.45454545],0
r3,1,0.842709,0.039374,[63  6] ; [48  4],[63.29752066  5.70247934] ; [47.70247934  4.29752066],0
n6,1,0.891444,0.018626,[59 10] ; [44  8],[58.73553719 10.26446281] ; [44.26446281  7.73553719],0
s7,1,0.895609,0.017216,[47 19] ; [34 13],[47.30973451 18.69026549] ; [33.69026549 13.30973451],0
a4,1,0.896123,0.017046,[34 35] ; [25 27],[33.6446281 35.3553719] ; [25.3553719 26.6446281],0
d4,1,0.93351,0.00696,[58 11] ; [44  8],[58.16528926 10.83471074] ; [43.83471074  8.16528926],0
b5,1,0.940849,0.005506,[46 23] ; [35 17],[46.19008264 22.80991736] ; [34.80991736 17.19008264],0
