Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.3e-05,17.898751,[12 63] ; [27 26],[22.8515625 52.1484375] ; [16.1484375 36.8515625],1
v1,1,0.000168,14.16366,[21 52] ; [32 19],[31.2016129 41.7983871] ; [21.7983871 29.2016129],1
d3,1,0.000332,12.880539,[41 34] ; [45  8],[50.390625 24.609375] ; [35.609375 17.390625],1
d1,1,0.001167,10.541571,[24 52] ; [32 21],[32.99224806 43.00775194] ; [23.00775194 29.99224806],0
d4,1,0.001915,9.629582,[51 25] ; [48  5],[58.3255814 17.6744186] ; [40.6744186 12.3255814],0
p6,1,0.005304,7.772866,[17 59] ; [23 27],[24.12698413 51.87301587] ; [15.87301587 34.12698413],0
d5,1,0.007372,7.179995,[52 24] ; [47  6],[58.3255814 17.6744186] ; [40.6744186 12.3255814],0
n4,1,0.018951,5.506014,[42 34] ; [40 13],[48.31007752 27.68992248] ; [33.68992248 19.31007752],0
s6,1,0.023734,5.113959,[33 43] ; [32 18],[39.20634921 36.79365079] ; [25.79365079 24.20634921],0
s7,1,0.046102,3.977867,[20 53] ; [22 27],[25.13114754 47.86885246] ; [16.86885246 32.13114754],0
a2,1,0.062849,3.46056,[ 6 70] ; [10 43],[ 9.42635659 66.57364341] ; [ 6.57364341 46.42635659],0
r3,1,0.07467,3.177256,[61 14] ; [49  4],[64.453125 10.546875] ; [45.546875  7.453125],0
p3,1,0.079436,3.076403,[29 47] ; [28 24],[33.84375 42.15625] ; [23.15625 28.84375],0
s8,1,0.093072,2.820424,[17 59] ; [19 34],[21.20930233 54.79069767] ; [14.79069767 38.20930233],0
p12,1,0.097192,2.751022,[ 2 73] ; [ 5 48],[ 4.1015625 70.8984375] ; [ 2.8984375 50.1015625],0
n6,1,0.147181,2.101231,[54 21] ; [44  9],[57.421875 17.578125] ; [40.578125 12.421875],0
b4,1,0.193166,1.693306,[43 33] ; [36 17],[46.54263566 29.45736434] ; [32.45736434 20.54263566],0
s3,1,0.196846,1.665624,[30 46] ; [27 26],[33.58139535 42.41860465] ; [23.41860465 29.58139535],0
p11,1,0.20523,1.604763,[51 25] ; [41 12],[54.20155039 21.79844961] ; [37.79844961 15.20155039],0
n5,1,0.224654,1.474395,[43 32] ; [36 17],[46.2890625 28.7109375] ; [32.7109375 20.2890625],0
s5,1,0.231985,1.42865,[15 59] ; [14 33],[17.73553719 56.26446281] ; [11.26446281 35.73553719],0
p7,1,0.233961,1.416619,[33 39] ; [30 23],[36.288 35.712] ; [26.712 26.288],0
a3,1,0.279678,1.168653,[43 33] ; [35 18],[45.95348837 30.04651163] ; [32.04651163 20.95348837],0
a4,1,0.291629,1.112084,[18 58] ; [17 36],[20.62015504 55.37984496] ; [14.37984496 38.62015504],0
u1,1,0.360273,0.836941,[ 4 72] ; [ 5 48],[ 5.30232558 70.69767442] ; [ 3.69767442 49.30232558],0
p5,1,0.363495,0.825781,[ 6 67] ; [ 7 46],[ 7.53174603 65.46825397] ; [ 5.46825397 47.53174603],0
a5,1,0.383444,0.75963,[40 36] ; [32 21],[42.41860465 33.58139535] ; [29.58139535 23.41860465],0
a6,1,0.388959,0.742194,[49 27] ; [38 15],[51.25581395 24.74418605] ; [35.74418605 17.25581395],0
b2,1,0.462546,0.539726,[15 26] ; [14 17],[16.51388889 24.48611111] ; [12.48611111 18.51388889],0
b3,1,0.462546,0.539726,[15 26] ; [14 17],[16.51388889 24.48611111] ; [12.48611111 18.51388889],0
p8,1,0.490321,0.475823,[30 45] ; [24 28],[31.88976378 43.11023622] ; [22.11023622 29.88976378],0
v4,1,0.526591,0.400965,[62 13] ; [46  7],[63.28125 11.71875] ; [44.71875  8.28125],0
a1,1,0.550783,0.355917,[ 5 71] ; [ 5 48],[ 5.89147287 70.10852713] ; [ 4.10852713 48.89147287],0
n3,1,0.559339,0.34085,[11  6] ; [14  5],[11.80555556  5.19444444] ; [13.19444444  5.80555556],0
p1,1,0.610089,0.260045,[ 6 69] ; [ 3 50],[ 5.2734375 69.7265625] ; [ 3.7265625 49.2734375],0
d2,1,0.612738,0.256207,[24 52] ; [19 34],[25.33333333 50.66666667] ; [17.66666667 35.33333333],0
u3,1,0.670379,0.181159,[14 18] ; [9 9],[14.72 17.28] ; [8.28 9.72],0
b1,1,0.680879,0.169138,[26 50] ; [20 33],[27.10077519 48.89922481] ; [18.89922481 34.10077519],0
s2,1,0.701685,0.146725,[29 47] ; [22 31],[30.04651163 45.95348837] ; [20.95348837 32.04651163],0
p9,1,0.70543,0.142884,[59 15] ; [40 12],[58.14285714 15.85714286] ; [40.85714286 11.14285714],0
p4,1,0.736709,0.11304,[35 41] ; [26 27],[35.9379845 40.0620155] ; [25.0620155 27.9379845],0
a8,1,0.806326,0.060108,[ 8 66] ; [ 6 43],[ 8.42276423 65.57723577] ; [ 5.57723577 43.42276423],0
n2,1,0.835975,0.042867,[12  5] ; [14  5],[12.27777778  4.72222222] ; [13.72222222  5.27777778],0
r4,1,0.842013,0.039728,[46 30] ; [33 20],[46.54263566 29.45736434] ; [32.45736434 20.54263566],0
r2,1,0.869265,0.027091,[59 14] ; [41  9],[59.3495935 13.6504065] ; [40.6504065  9.3495935],0
p2,1,0.890389,0.018992,[56 19] ; [39 14],[55.6640625 19.3359375] ; [39.3359375 13.6640625],0
p10,1,0.89678,0.01683,[54 19] ; [39 13],[54.312 18.688] ; [38.688 13.312],0
s1,1,0.901572,0.015296,[ 4 72] ; [ 3 49],[ 4.15625 71.84375] ; [ 2.84375 49.15625],0
n1,1,0.91483,0.011438,[ 5 12] ; [ 5 13],[ 4.85714286 12.14285714] ; [ 5.14285714 12.85714286],0
u2,1,0.923831,0.009141,[17 16] ; [9 8],[17.16 15.84] ; [8.84 8.16],0
b5,1,0.952485,0.003551,[52 24] ; [36 17],[51.84496124 24.15503876] ; [36.15503876 16.84496124],0
s4,1,0.967359,0.001675,[16 60] ; [11 42],[15.90697674 60.09302326] ; [11.09302326 41.90697674],0
