Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,216.781504,[27 58] ; [495  35],[72.14634146 12.85365854] ; [449.85365854  80.14634146],1
p2,1,0.0,40.006332,[54 33] ; [466  61],[73.68078176 13.31921824] ; [446.31921824  80.68078176],1
p11,1,0.0,29.194233,[53 34] ; [451  79],[71.06645057 15.93354943] ; [432.93354943  97.06645057],1
p8,1,1.1e-05,19.399083,[29 58] ; [307 216],[47.92131148 39.07868852] ; [288.07868852 234.92131148],1
p3,1,3.6e-05,17.060686,[27 59] ; [293 236],[44.74796748 41.25203252] ; [275.25203252 253.74796748],1
b1,1,4.6e-05,16.613212,[49 38] ; [178 352],[32.00810373 54.99189627] ; [194.99189627 335.00810373],1
p7,1,7.7e-05,15.61903,[40 44] ; [361 158],[55.86069652 28.13930348] ; [345.13930348 173.86069652],1
a5,1,0.000115,14.879978,[54 33] ; [427 103],[67.82333874 19.17666126] ; [413.17666126 116.82333874],1
p4,1,0.000121,14.779342,[38 47] ; [351 178],[53.85179153 31.14820847] ; [335.14820847 193.85179153],1
a3,1,0.000221,13.644264,[51 36] ; [407 120],[64.89576547 22.10423453] ; [393.10423453 133.89576547],1
p6,1,0.000242,13.475463,[18 67] ; [222 305],[33.33333333 51.66666667] ; [206.66666667 320.33333333],1
v1,1,0.000314,12.987491,[34 53] ; [309 208],[49.40562914 37.59437086] ; [293.59437086 223.40562914],1
s8,1,0.000362,12.720302,[26 59] ; [271 256],[41.25 43.75] ; [255.75 271.25],1
r4,1,0.000439,12.357246,[78  9] ; [516  14],[83.75688817  3.24311183] ; [510.24311183  19.75688817],1
s6,1,0.00046,12.272535,[47 38] ; [384 136],[60.55371901 24.44628099] ; [370.44628099 149.55371901],1
v2,1,0.002122,9.44067,[38 47] ; [318 192],[50.85714286 34.14285714] ; [305.14285714 204.85714286],0
s5,1,0.002398,9.216732,[19 66] ; [202 309],[31.51845638 53.48154362] ; [189.48154362 321.51845638],0
s2,1,0.003473,8.540524,[32 52] ; [290 235],[44.4137931 39.5862069] ; [277.5862069 247.4137931],0
p12,1,0.004827,7.943146,[ 1 86] ; [ 56 472],[ 8.06341463 78.93658537] ; [ 48.93658537 479.06341463],0
s7,1,0.006302,7.461943,[33 50] ; [285 225],[44.50927487 38.49072513] ; [273.49072513 236.50927487],0
d3,1,0.007139,7.237668,[52 35] ; [391 139],[62.46515397 24.53484603] ; [380.53484603 149.46515397],0
a6,1,0.012722,6.207358,[51 36] ; [380 149],[60.87175325 26.12824675] ; [370.12824675 158.87175325],0
r3,1,0.014224,6.010116,[79  7] ; [513  15],[82.91856678  3.08143322] ; [509.08143322  18.91856678],0
d4,1,0.015233,5.889356,[65 21] ; [454  75],[72.57560976 13.42439024] ; [446.42439024  82.57560976],0
s3,1,0.024274,5.074944,[40 46] ; [311 212],[49.56650246 36.43349754] ; [301.43349754 221.56650246],0
s1,1,0.038131,4.299172,[ 6 80] ; [ 14 509],[ 2.82430213 83.17569787] ; [ 17.17569787 505.82430213],0
a4,1,0.03885,4.267426,[33 53] ; [266 262],[41.87947883 44.12052117] ; [257.12052117 270.87947883],0
n5,1,0.039844,4.224498,[64 23] ; [438  91],[70.89935065 16.10064935] ; [431.10064935  97.89935065],0
v4,1,0.046683,3.956793,[82  5] ; [517  11],[84.73658537  2.26341463] ; [514.26341463  13.73658537],0
d1,1,0.046766,3.953784,[47 40] ; [345 185],[55.273906 31.726094] ; [336.726094 193.273906],0
d5,1,0.057639,3.604054,[66 21] ; [445  84],[72.17045455 14.82954545] ; [438.82954545  90.17045455],0
p5,1,0.065837,3.383884,[ 6 81] ; [ 74 452],[11.35399674 75.64600326] ; [ 68.64600326 457.35399674],0
a2,1,0.076467,3.138444,[17 70] ; [152 378],[23.82982172 63.17017828] ; [145.17017828 384.82982172],0
b4,1,0.083531,2.994823,[58 29] ; [301 229],[50.62074554 36.37925446] ; [308.37925446 221.62074554],0
r2,1,0.113789,2.500799,[82  4] ; [516  10],[84.03267974  1.96732026] ; [513.96732026  12.03267974],0
n4,1,0.121205,2.401682,[67 20] ; [444  86],[72.0534846 14.9465154] ; [438.9465154  91.0534846],0
b3,1,0.172711,1.859252,[17 38] ; [132 193],[21.56578947 33.43421053] ; [127.43421053 197.56578947],0
b2,1,0.172711,1.859252,[17 38] ; [132 193],[21.56578947 33.43421053] ; [127.43421053 197.56578947],0
a7,1,0.178488,1.81017,[59 27] ; [399 130],[64.04552846 21.95447154] ; [393.95447154 135.04552846],0
n1,1,0.182833,1.774442,[13 12] ; [37 62],[10.08064516 14.91935484] ; [39.91935484 59.08064516],0
s4,1,0.308244,1.038184,[11 73] ; [ 92 431],[14.25370675 69.74629325] ; [ 88.74629325 434.25370675],0
u1,1,0.355808,0.852637,[16 71] ; [121 409],[19.31766613 67.68233387] ; [117.68233387 412.31766613],0
u4,1,0.360603,0.835794,[ 1 86] ; [ 15 515],[ 2.2560778 84.7439222] ; [ 13.7439222 516.2560778],0
n3,1,0.428328,0.627352,[17  8] ; [75 24],[18.5483871  6.4516129] ; [73.4516129 25.5483871],0
a8,1,0.440353,0.595361,[ 9 66] ; [ 74 406],[11.21621622 63.78378378] ; [ 71.78378378 408.21621622],0
a1,1,0.499961,0.455019,[ 5 82] ; [ 22 508],[ 3.80713128 83.19286872] ; [ 23.19286872 506.80713128],0
v3,1,0.5195,0.414886,[34 52] ; [221 290],[36.73366834 49.26633166] ; [218.26633166 292.73366834],0
u2,1,0.563655,0.333416,[17 18] ; [66 56],[18.50318471 16.49681529] ; [64.49681529 57.50318471],0
b5,1,0.622446,0.242444,[53 34] ; [308 222],[50.90275527 36.09724473] ; [310.09724473 219.90275527],0
d2,1,0.700259,0.148203,[44 42] ; [283 247],[45.6525974 40.3474026] ; [281.3474026 248.6525974],0
p1,1,0.708624,0.139655,[ 9 78] ; [ 48 480],[ 8.06341463 78.93658537] ; [ 48.93658537 479.06341463],0
u3,1,0.802531,0.062536,[21 15] ; [74 48],[21.64556962 14.35443038] ; [73.35443038 48.64556962],0
n2,1,0.839205,0.041173,[18  7] ; [74 26],[18.4  6.6] ; [73.6 26.4],0
