Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000133,14.594114,[25 27] ; [42  8],[34.15686275 17.84313725] ; [32.84313725 17.15686275],1
r4,1,0.000268,13.282864,[16 36] ; [34 17],[25.24271845 26.75728155] ; [24.75728155 26.24271845],1
a3,1,0.003135,8.727112,[25 26] ; [38 11],[32.13 18.87] ; [30.87 18.13],0
p8,1,0.004958,7.894737,[ 6 44] ; [18 32],[12. 38.] ; [12. 38.],0
v4,1,0.022012,5.244804,[32 20] ; [41  9],[37.21568627 14.78431373] ; [35.78431373 14.21568627],0
a5,1,0.022707,5.190781,[22 30] ; [33 18],[27.76699029 24.23300971] ; [27.23300971 23.76699029],0
a4,1,0.02501,5.023199,[14 37] ; [25 26],[19.5 31.5] ; [19.5 31.5],0
r2,1,0.028002,4.82792,[33 16] ; [43  7],[37.61616162 11.38383838] ; [38.38383838 11.61616162],0
r3,1,0.030949,4.655794,[27 25] ; [37 14],[32.31067961 19.68932039] ; [31.68932039 19.31067961],0
d3,1,0.036697,4.36444,[22 28] ; [33 18],[27.22772277 22.77227723] ; [27.77227723 23.22772277],0
d5,1,0.040565,4.194079,[27 24] ; [37 14],[32. 19.] ; [32. 19.],0
a2,1,0.041229,4.166588,[ 6 46] ; [14 37],[10.09708738 41.90291262] ; [ 9.90291262 41.09708738],0
a7,1,0.044234,4.047619,[25 26] ; [35 16],[30. 21.] ; [30. 21.],0
d1,1,0.059869,3.541013,[17 35] ; [26 25],[21.70873786 30.29126214] ; [21.29126214 29.70873786],0
s7,1,0.066477,3.367937,[ 5 44] ; [11 34],[ 8.34042553 40.65957447] ; [ 7.65957447 37.34042553],0
v2,1,0.089377,2.885558,[10 41] ; [17 32],[13.77 37.23] ; [13.23 35.77],0
v3,1,0.09035,2.868124,[ 9 43] ; [15 32],[12.60606061 39.39393939] ; [11.39393939 35.60606061],0
b4,1,0.092587,2.828804,[23 29] ; [31 20],[27.26213592 24.73786408] ; [26.73786408 24.26213592],0
b3,1,0.097328,2.748788,[15 16] ; [ 7 19],[11.96491228 19.03508772] ; [10.03508772 15.96491228],0
b2,1,0.097328,2.748788,[15 16] ; [ 7 19],[11.96491228 19.03508772] ; [10.03508772 15.96491228],0
p10,1,0.099318,2.716469,[15 35] ; [23 27],[19. 31.] ; [19. 31.],0
u3,1,0.121867,2.393162,[ 6 21] ; [6 7],[ 8.1 18.9] ; [3.9 9.1],0
p2,1,0.168448,1.896699,[21 31] ; [27 23],[24.47058824 27.52941176] ; [23.52941176 26.47058824],0
u2,1,0.200782,1.636675,[ 7 20] ; [6 7],[ 8.775 18.225] ; [4.225 8.775],0
s3,1,0.244876,1.352301,[17 33] ; [12 39],[14.35643564 35.64356436] ; [14.64356436 36.35643564],0
n2,1,0.277913,1.177267,[ 8 11] ; [13  9],[9.73170732 9.26829268] ; [11.26829268 10.73170732],0
s1,1,0.281338,1.160613,[ 3 49] ; [ 6 45],[ 4.54368932 47.45631068] ; [ 4.45631068 46.54368932],0
a1,1,0.309469,1.032942,[ 6 46] ; [ 3 48],[ 4.54368932 47.45631068] ; [ 4.45631068 46.54368932],0
a6,1,0.354245,0.858193,[29 23] ; [33 18],[31.30097087 20.69902913] ; [30.69902913 20.30097087],0
s4,1,0.393821,0.727112,[ 8 44] ; [ 5 46],[ 6.5631068 45.4368932] ; [ 6.4368932 44.5631068],0
s5,1,0.425831,0.634167,[ 3 48] ; [ 5 44],[ 4.08 46.92] ; [ 3.92 45.08],0
n1,1,0.461872,0.541353,[ 6 13] ; [ 9 12],[ 7.125 11.875] ; [ 7.875 13.125],0
p6,1,0.473569,0.513636,[ 8 41] ; [11 39],[ 9.4040404 39.5959596] ; [ 9.5959596 40.4040404],0
n4,1,0.47665,0.506518,[28 24] ; [31 20],[29.78640777 22.21359223] ; [29.21359223 21.78640777],0
u1,1,0.485219,0.487111,[ 4 48] ; [ 6 45],[ 5.04854369 46.95145631] ; [ 4.95145631 46.04854369],0
s8,1,0.485219,0.487111,[ 4 48] ; [ 6 45],[ 5.04854369 46.95145631] ; [ 4.95145631 46.04854369],0
v1,1,0.489838,0.476883,[11 40] ; [14 37],[12.5 38.5] ; [12.5 38.5],0
b1,1,0.490925,0.474499,[28 24] ; [24 27],[26.25242718 25.74757282] ; [25.74757282 25.25242718],0
n3,1,0.51583,0.422222,[ 8 11] ; [10  9],[ 9. 10.] ; [ 9. 10.],0
d2,1,0.549678,0.357895,[21 30] ; [24 27],[22.5 28.5] ; [22.5 28.5],0
n6,1,0.549706,0.357845,[27 25] ; [23 27],[25.49019608 26.50980392] ; [24.50980392 25.49019608],0
s2,1,0.55766,0.343772,[ 7 45] ; [ 9 42],[ 8.0776699 43.9223301] ; [ 7.9223301 43.0776699],0
p3,1,0.600877,0.273676,[11 40] ; [13 37],[12.11881188 38.88118812] ; [11.88118812 38.11881188],0
p7,1,0.668144,0.183781,[18 34] ; [15 34],[16.99009901 35.00990099] ; [16.00990099 32.99009901],0
n5,1,0.775293,0.081487,[30 22] ; [28 23],[29.2815534 22.7184466] ; [28.7184466 22.2815534],0
a8,1,0.871367,0.026219,[ 3 47] ; [ 3 41],[ 3.19148936 46.80851064] ; [ 2.80851064 41.19148936],0
p4,1,0.897878,0.016472,[12 39] ; [11 38],[11.73 39.27] ; [11.27 37.73],0
b5,1,0.934834,0.006685,[31 21] ; [30 21],[30.7961165 21.2038835] ; [30.2038835 20.7961165],0
p9,1,0.98011,0.000622,[21 27] ; [22 28],[21.06122449 26.93877551] ; [21.93877551 28.06122449],0
