Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000839,11.152696,[18 25] ; [46 16],[26.20952381 16.79047619] ; [37.79047619 24.20952381],1
v2,1,0.000849,11.130324,[17 24] ; [46 16],[25.0776699 15.9223301] ; [37.9223301 24.0776699],1
p6,1,0.00105,10.737614,[12 30] ; [38 24],[20.19230769 21.80769231] ; [29.80769231 32.19230769],0
p4,1,0.024717,5.043627,[22 21] ; [45 17],[27.43809524 15.56190476] ; [39.56190476 22.43809524],0
a5,1,0.029035,4.765566,[30 13] ; [54  8],[34.4  8.6] ; [49.6 12.4],0
p2,1,0.029035,4.765566,[30 13] ; [54  8],[34.4  8.6] ; [49.6 12.4],0
p7,1,0.03963,4.23366,[25 18] ; [47 14],[29.76923077 13.23076923] ; [42.23076923 18.76923077],0
p9,1,0.05826,3.586247,[35  8] ; [57  4],[38.03846154  4.96153846] ; [53.96153846  7.03846154],0
a4,1,0.075293,3.163677,[16 27] ; [34 28],[20.47619048 22.52380952] ; [29.52380952 32.47619048],0
p3,1,0.095969,2.771291,[20 23] ; [39 23],[24.16190476 18.83809524] ; [34.83809524 27.16190476],0
p8,1,0.100783,2.693112,[19 23] ; [37 23],[23.05882353 18.94117647] ; [32.94117647 27.05882353],0
p5,1,0.110547,2.546382,[ 3 40] ; [11 51],[ 5.73333333 37.26666667] ; [ 8.26666667 53.73333333],0
a7,1,0.150492,2.067258,[27 16] ; [47 15],[30.3047619 12.6952381] ; [43.6952381 18.3047619],0
r3,1,0.157974,1.993517,[40  3] ; [61  1],[41.36190476  1.63809524] ; [59.63809524  2.36190476],0
d5,1,0.166318,1.915824,[33 10] ; [54  8],[35.62857143  7.37142857] ; [51.37142857 10.62857143],0
b2,1,0.221963,1.491635,[ 9 16] ; [24 23],[11.45833333 13.54166667] ; [21.54166667 25.45833333],0
b3,1,0.221963,1.491635,[ 9 16] ; [24 23],[11.45833333 13.54166667] ; [21.54166667 25.45833333],0
n5,1,0.225122,1.47142,[28 14] ; [48 14],[30.69230769 11.30769231] ; [45.30769231 16.69230769],0
d3,1,0.236814,1.399461,[25 18] ; [43 19],[27.84761905 15.15238095] ; [40.15238095 21.84761905],0
