Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.92952,[90 28] ; [ 2 25],[74.86896552 43.13103448] ; [17.13103448  9.86896552],1
p7,1,0.483503,0.490952,[52 65] ; [10 17],[50.375 66.625] ; [11.625 15.375],0
p4,1,0.485472,0.486547,[43 74] ; [ 8 19],[41.4375 75.5625] ; [ 9.5625 17.4375],0
s4,1,0.520393,0.413115,[ 16 101] ; [ 5 22],[17.0625 99.9375] ; [ 3.9375 23.0625],0
s1,1,0.562343,0.335664,[  9 108] ; [ 3 24],[  9.75 107.25] ; [ 2.25 24.75],0
s7,1,0.579639,0.306818,[23 87] ; [ 4 21],[22. 88.] ; [ 5. 20.],0
a8,1,0.597269,0.279134,[  9 100] ; [ 3 23],[ 9.68888889 99.31111111] ; [ 2.31111111 23.68888889],0
b4,1,0.611567,0.257899,[68 50] ; [17 10],[69.17241379 48.82758621] ; [15.82758621 11.17241379],0
p5,1,0.714215,0.134103,[  3 115] ; [ 1 25],[  3.27777778 114.72222222] ; [ 0.72222222 25.27777778],0
n3,1,0.714757,0.133572,[24 19] ; [8 5],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
v2,1,0.755973,0.09658,[42 73] ; [ 9 18],[41.3028169 73.6971831] ; [ 9.6971831 17.3028169],0
a1,1,0.774423,0.082137,[  7 111] ; [ 2 25],[  7.32413793 110.67586207] ; [ 1.67586207 25.32413793],0
p1,1,0.786969,0.073035,[ 11 106] ; [ 3 24],[ 11.375 105.625] ; [ 2.625 24.375],0
s6,1,0.822039,0.050591,[41 77] ; [10 17],[41.50344828 76.49655172] ; [ 9.49655172 17.50344828],0
s2,1,0.827608,0.047424,[28 89] ; [ 7 20],[28.4375 88.5625] ; [ 6.5625 20.4375],0
u2,1,0.883817,0.021355,[20 28] ; [7 9],[20.25 27.75] ; [6.75 9.25],0
p6,1,0.894596,0.017554,[20 97] ; [ 4 21],[19.77464789 97.22535211] ; [ 4.22535211 20.77464789],0
b5,1,0.964604,0.001969,[65 53] ; [15 12],[65.10344828 52.89655172] ; [14.89655172 12.10344828],0
