Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.92952,[90 28] ; [ 2 25],[74.86896552 43.13103448] ; [17.13103448  9.86896552],1
r1,1,3e-06,21.819054,[90 28] ; [ 8 19],[79.75172414 38.24827586] ; [18.24827586  8.75172414],1
r3,1,8e-06,20.040068,[99 18] ; [12 15],[90.1875 26.8125] ; [20.8125  6.1875],1
v4,1,9e-06,19.778927,[98 18] ; [12 15],[89.23076923 26.76923077] ; [20.76923077  6.23076923],1
a5,1,0.002342,9.259726,[73 45] ; [ 8 19],[65.91724138 52.08275862] ; [15.08275862 11.91724138],0
d3,1,0.028983,4.768614,[71 47] ; [10 17],[65.91724138 52.08275862] ; [15.08275862 11.91724138],0
d2,1,0.046449,3.965237,[59 57] ; [ 8 19],[54.34965035 61.65034965] ; [12.65034965 14.34965035],0
a7,1,0.048745,3.884116,[76 41] ; [12 15],[71.5 45.5] ; [16.5 10.5],0
v3,1,0.058735,3.572758,[33 82] ; [ 3 24],[29.15492958 85.84507042] ; [ 6.84507042 20.15492958],0
u3,1,0.059045,3.564,[26 24] ; [ 4 12],[22.72727273 27.27272727] ; [7.27272727 8.72727273],0
d1,1,0.070715,3.266351,[53 65] ; [ 7 20],[48.82758621 69.17241379] ; [11.17241379 15.82758621],0
n6,1,0.072545,3.224477,[74 43] ; [12 15],[69.875 47.125] ; [16.125 10.875],0
p10,1,0.090758,2.860882,[25 91] ; [ 2 25],[21.9020979 94.0979021] ; [ 5.0979021 21.9020979],0
d5,1,0.097716,2.742434,[81 37] ; [14 13],[77.31034483 40.68965517] ; [17.68965517  9.31034483],0
n4,1,0.117509,2.450212,[76 42] ; [13 14],[72.42758621 45.57241379] ; [16.57241379 10.42758621],0
p11,1,0.136928,2.212147,[58 60] ; [ 9 18],[54.52413793 63.47586207] ; [12.47586207 14.52413793],0
a3,1,0.155329,2.019121,[68 50] ; [11 15],[64.73611111 53.26388889] ; [14.26388889 11.73611111],0
b1,1,0.195151,1.678295,[58 60] ; [17 10],[61.03448276 56.96551724] ; [13.96551724 13.03448276],0
p2,1,0.205496,1.602876,[64 54] ; [11 16],[61.03448276 56.96551724] ; [13.96551724 13.03448276],0
a4,1,0.210638,1.567038,[45 71] ; [ 7 20],[42.18181818 73.81818182] ; [ 9.81818182 17.18181818],0
d4,1,0.2126,1.553631,[83 33] ; [16 11],[80.30769231 35.69230769] ; [18.69230769  8.30769231],0
a6,1,0.253684,1.302899,[71 47] ; [13 14],[68.35862069 49.64137931] ; [15.64137931 11.35862069],0
p12,1,0.254193,1.300108,[  1 116] ; [ 1 26],[  1.625 115.375] ; [ 0.375 26.625],0
p8,1,0.282432,1.155351,[35 83] ; [ 5 21],[32.77777778 85.22222222] ; [ 7.22222222 18.77777778],0
n1,1,0.3017,1.066663,[17 27] ; [ 3 10],[15.43859649 28.56140351] ; [4.56140351 8.43859649],0
b3,1,0.32359,0.974379,[22 45] ; [ 4 15],[20.25581395 46.74418605] ; [ 5.74418605 13.25581395],0
b2,1,0.32359,0.974379,[22 45] ; [ 4 15],[20.25581395 46.74418605] ; [ 5.74418605 13.25581395],0
n5,1,0.4014,0.70413,[63 55] ; [12 15],[61.03448276 56.96551724] ; [13.96551724 13.03448276],0
n2,1,0.408862,0.682107,[26 18] ; [6 7],[24.70175439 19.29824561] ; [7.29824561 5.70175439],0
s3,1,0.433549,0.613299,[46 72] ; [ 8 18],[44.25 73.75] ; [ 9.75 16.25],0
p3,1,0.435999,0.606789,[36 81] ; [ 6 20],[34.36363636 82.63636364] ; [ 7.63636364 18.36363636],0
a2,1,0.453807,0.561126,[20 98] ; [ 3 24],[18.71724138 99.28275862] ; [ 4.28275862 22.71724138],0
s5,1,0.453807,0.561126,[20 98] ; [ 3 24],[18.71724138 99.28275862] ; [ 4.28275862 22.71724138],0
v1,1,0.472996,0.514969,[39 79] ; [ 7 20],[37.43448276 80.56551724] ; [ 8.56551724 18.43448276],0
