Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.749474,[14 24] ; [42  8],[24.18181818 13.81818182] ; [31.81818182 18.18181818],1
d1,1,0.0009,11.022267,[18 20] ; [42 10],[25.33333333 12.66666667] ; [34.66666667 17.33333333],1
p6,1,0.001709,9.838057,[ 8 30] ; [28 24],[15.2 22.8] ; [20.8 31.2],0
p10,1,0.003417,8.570139,[26 12] ; [48  4],[31.24444444  6.75555556] ; [42.75555556  9.24444444],0
p4,1,0.003447,8.554428,[17 21] ; [39 13],[23.64444444 14.35555556] ; [32.35555556 19.64444444],0
p2,1,0.006169,7.500212,[28 10] ; [49  3],[32.51111111  5.48888889] ; [44.48888889  7.51111111],0
n5,1,0.011897,6.326185,[19 18] ; [40 12],[24.52808989 12.47191011] ; [34.47191011 17.52808989],0
p11,1,0.013534,6.097983,[29  9] ; [49  3],[32.93333333  5.06666667] ; [45.06666667  6.93333333],0
p3,1,0.017168,5.679099,[16 22] ; [35 17],[21.53333333 16.46666667] ; [29.46666667 22.53333333],0
d4,1,0.018896,5.511134,[26 12] ; [46  6],[30.4  7.6] ; [41.6 10.4],0
d3,1,0.024841,5.034965,[19 19] ; [38 14],[24.06666667 13.93333333] ; [32.93333333 19.06666667],0
u2,1,0.051883,3.779526,[10  3] ; [ 9 12],[7.26470588 5.73529412] ; [11.73529412  9.26470588],0
d2,1,0.057587,3.605541,[18 20] ; [35 17],[22.37777778 15.62222222] ; [30.62222222 21.37777778],0
p9,1,0.068931,3.30829,[29  9] ; [47  5],[32.08888889  5.91111111] ; [43.91111111  8.08888889],0
p12,1,0.113376,2.506518,[ 1 37] ; [ 6 45],[ 2.98876404 35.01123596] ; [ 4.01123596 46.98876404],0
v1,1,0.118195,2.441083,[16 19] ; [32 19],[19.53488372 15.46511628] ; [28.46511628 22.53488372],0
n2,1,0.140711,2.170163,[9 2] ; [4 4],[7.52631579 3.47368421] ; [5.47368421 2.52631579],0
u3,1,0.152419,2.047874,[10  3] ; [11 10],[8.02941176 4.97058824] ; [12.97058824  8.02941176],0
v4,1,0.189563,1.721009,[37  1] ; [47  5],[35.46666667  2.53333333] ; [48.53333333  3.46666667],0
b5,1,0.255384,1.293606,[25 13] ; [28 24],[22.37777778 15.62222222] ; [30.62222222 21.37777778],0
a5,1,0.262741,1.254259,[26 12] ; [41 11],[28.28888889  9.71111111] ; [38.71111111 13.28888889],0
b1,1,0.288082,1.128565,[14 24] ; [25 27],[16.46666667 21.53333333] ; [22.53333333 29.46666667],0
a4,1,0.30238,1.063667,[18 20] ; [19 33],[15.62222222 22.37777778] ; [21.37777778 30.62222222],0
s5,1,0.302897,1.061398,[ 8 26] ; [17 33],[10.11904762 23.88095238] ; [14.88095238 35.11904762],0
d5,1,0.358943,0.841588,[31  7] ; [46  6],[32.51111111  5.48888889] ; [44.48888889  7.51111111],0
a6,1,0.360053,0.837708,[22 16] ; [35 17],[24.06666667 13.93333333] ; [32.93333333 19.06666667],0
r3,1,0.38328,0.760156,[36  2] ; [51  1],[36.73333333  1.26666667] ; [50.26666667  1.73333333],0
a1,1,0.38328,0.760156,[ 2 36] ; [ 1 51],[ 1.26666667 36.73333333] ; [ 1.73333333 50.26666667],0
n3,1,0.387094,0.748052,[7 3] ; [4 4],[6.11111111 3.88888889] ; [4.88888889 3.11111111],0
b2,1,0.400099,0.708029,[ 9 17] ; [15 18],[10.57627119 15.42372881] ; [13.42372881 19.57627119],0
b3,1,0.400099,0.708029,[ 9 17] ; [15 18],[10.57627119 15.42372881] ; [13.42372881 19.57627119],0
r4,1,0.40757,0.685878,[35  3] ; [50  2],[35.88888889  2.11111111] ; [49.11111111  2.88888889],0
p1,1,0.40757,0.685878,[ 3 35] ; [ 2 50],[ 2.11111111 35.88888889] ; [ 2.88888889 49.11111111],0
v3,1,0.419098,0.652842,[11 24] ; [20 30],[12.76470588 22.23529412] ; [18.23529412 31.76470588],0
r1,1,0.450139,0.570302,[29  8] ; [44  8],[30.34831461  6.65168539] ; [42.65168539  9.34831461],0
p5,1,0.475591,0.508956,[ 1 37] ; [ 3 49],[ 1.68888889 36.31111111] ; [ 2.31111111 49.68888889],0
n4,1,0.522134,0.409675,[30  8] ; [38 14],[28.71111111  9.28888889] ; [39.28888889 12.71111111],0
a7,1,0.547006,0.362708,[29  9] ; [36 15],[27.75280899 10.24719101] ; [37.24719101 13.75280899],0
a3,1,0.550709,0.356048,[25 13] ; [31 21],[23.64444444 14.35555556] ; [32.35555556 19.64444444],0
u1,1,0.557901,0.343351,[ 6 32] ; [ 6 46],[ 5.06666667 32.93333333] ; [ 6.93333333 45.06666667],0
s3,1,0.655682,0.198812,[20 17] ; [30 21],[21.02272727 15.97727273] ; [28.97727273 22.02272727],0
b4,1,0.679354,0.170854,[25 13] ; [32 20],[24.06666667 13.93333333] ; [32.93333333 19.06666667],0
s4,1,0.702631,0.145749,[ 7 31] ; [ 8 44],[ 6.33333333 31.66666667] ; [ 8.66666667 43.33333333],0
n1,1,0.737316,0.1125,[3 7] ; [3 5],[3.33333333 6.66666667] ; [2.66666667 5.33333333],0
v2,1,0.749335,0.10209,[18 15] ; [26 25],[17.28571429 15.71428571] ; [26.71428571 24.28571429],0
n6,1,0.775499,0.081333,[29  9] ; [41 11],[29.55555556  8.44444444] ; [40.44444444 11.55555556],0
s6,1,0.805549,0.060601,[27 11] ; [35 16],[26.47191011 11.52808989] ; [35.52808989 15.47191011],0
s2,1,0.917719,0.010673,[17 20] ; [24 27],[17.23863636 19.76136364] ; [23.76136364 27.23863636],0
a2,1,0.922781,0.009396,[ 7 31] ; [10 42],[ 7.17777778 30.82222222] ; [ 9.82222222 42.17777778],0
a8,1,0.958595,0.002695,[ 5 31] ; [ 7 42],[ 5.08235294 30.91764706] ; [ 6.91764706 42.08235294],0
r2,1,0.992863,8e-05,[35  3] ; [47  4],[35.01123596  2.98876404] ; [46.98876404  4.01123596],0
