Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.578192,[29 15] ; [ 3 36],[16.96385542 27.03614458] ; [15.03614458 23.96385542],1
s6,1,0.009509,6.724646,[25 20] ; [32  7],[30.53571429 14.46428571] ; [26.46428571 12.53571429],0
p3,1,0.025301,5.003149,[30 15] ; [17 23],[24.88235294 20.11764706] ; [22.11764706 17.88235294],0
v1,1,0.029739,4.724332,[29 14] ; [17 22],[24.12195122 18.87804878] ; [21.87804878 17.12195122],0
n3,1,0.152338,2.048677,[3 4] ; [7 2],[4.375 2.625] ; [5.625 3.375],0
u1,1,0.158814,1.98548,[ 8 37] ; [ 3 37],[ 5.82352941 39.17647059] ; [ 5.17647059 34.82352941],0
n6,1,0.17851,1.809989,[38  7] ; [29 11],[35.47058824  9.52941176] ; [31.52941176  8.47058824],0
b4,1,0.187113,1.740206,[31 14] ; [22 18],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
a3,1,0.187113,1.740206,[31 14] ; [22 18],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
b5,1,0.195841,1.673123,[23 22] ; [26 14],[25.94117647 19.05882353] ; [23.05882353 16.94117647],0
p9,1,0.255763,1.291548,[40  5] ; [32  8],[38.11764706  6.88235294] ; [33.88235294  6.11764706],0
b1,1,0.264061,1.247341,[16 29] ; [19 21],[18.52941176 26.47058824] ; [16.47058824 23.52941176],0
d1,1,0.284255,1.146632,[33 12] ; [25 15],[30.70588235 14.29411765] ; [27.29411765 12.70588235],0
u2,1,0.304652,1.053719,[6 8] ; [11  7],[7.4375 6.5625] ; [9.5625 8.4375],0
d2,1,0.36523,0.81983,[28 17] ; [21 19],[25.94117647 19.05882353] ; [23.05882353 16.94117647],0
p5,1,0.36523,0.81983,[ 3 42] ; [ 1 39],[ 2.11764706 42.88235294] ; [ 1.88235294 38.11764706],0
a4,1,0.374998,0.787037,[20 25] ; [14 26],[18. 27.] ; [16. 24.],0
d5,1,0.398478,0.712915,[40  5] ; [33  7],[38.64705882  6.35294118] ; [34.35294118  5.64705882],0
d4,1,0.413631,0.66834,[38  7] ; [31  9],[36.52941176  8.47058824] ; [32.47058824  7.52941176],0
p10,1,0.413631,0.66834,[38  7] ; [31  9],[36.52941176  8.47058824] ; [32.47058824  7.52941176],0
a7,1,0.448956,0.573287,[34 10] ; [28 12],[32.47619048 11.52380952] ; [29.52380952 10.47619048],0
a8,1,0.475787,0.508504,[ 8 34] ; [ 5 33],[ 6.825 35.175] ; [ 6.175 31.825],0
s5,1,0.475997,0.508021,[11 30] ; [13 25],[12.4556962 28.5443038] ; [11.5443038 26.4556962],0
r2,1,0.552731,0.352448,[42  3] ; [35  4],[41.25  3.75] ; [35.75  3.25],0
n5,1,0.584365,0.299231,[30 14] ; [25 15],[28.80952381 15.19047619] ; [26.19047619 13.80952381],0
s1,1,0.615155,0.252737,[ 2 41] ; [ 1 38],[ 1.57317073 41.42682927] ; [ 1.42682927 37.57317073],0
d3,1,0.688251,0.160985,[30 15] ; [25 15],[29.11764706 15.88235294] ; [25.88235294 14.11764706],0
p7,1,0.694837,0.153899,[30 14] ; [25 14],[29.15662651 14.84337349] ; [25.84337349 13.15662651],0
b2,1,0.711695,0.13659,[13 17] ; [10 16],[12.32142857 17.67857143] ; [10.67857143 15.32142857],0
b3,1,0.711695,0.13659,[13 17] ; [10 16],[12.32142857 17.67857143] ; [10.67857143 15.32142857],0
r4,1,0.744455,0.10625,[42  3] ; [38  2],[42.35294118  2.64705882] ; [37.64705882  2.35294118],0
p8,1,0.749335,0.10209,[26 18] ; [25 15],[26.71428571 17.28571429] ; [24.28571429 15.71428571],0
a5,1,0.763147,0.090812,[35 10] ; [30 10],[34.41176471 10.58823529] ; [30.58823529  9.41176471],0
a2,1,0.768523,0.086617,[ 9 36] ; [ 7 33],[ 8.47058824 36.52941176] ; [ 7.52941176 32.47058824],0
r1,1,0.80937,0.058196,[38  7] ; [33  7],[37.58823529  7.41176471] ; [33.41176471  6.58823529],0
s4,1,0.80937,0.058196,[ 7 38] ; [ 7 33],[ 7.41176471 37.58823529] ; [ 6.58823529 33.41176471],0
p2,1,0.825666,0.048516,[39  6] ; [34  6],[38.64705882  6.35294118] ; [34.35294118  5.64705882],0
p11,1,0.825666,0.048516,[39  6] ; [34  6],[38.64705882  6.35294118] ; [34.35294118  5.64705882],0
u3,1,0.854,0.033862,[9 5] ; [11  7],[8.75 5.25] ; [11.25  6.75],0
s2,1,0.864547,0.029101,[20 24] ; [17 22],[19.61445783 24.38554217] ; [17.38554217 21.61445783],0
v4,1,0.880987,0.022416,[42  3] ; [37  3],[41.82352941  3.17647059] ; [37.17647059  2.82352941],0
n1,1,0.889243,0.019394,[2 4] ; [3 7],[1.875 4.125] ; [3.125 6.875],0
p1,1,0.903908,0.014575,[ 2 43] ; [ 2 38],[ 2.11764706 42.88235294] ; [ 1.88235294 38.11764706],0
s3,1,0.949113,0.004073,[24 20] ; [21 18],[23.85542169 20.14457831] ; [21.14457831 17.85542169],0
n2,1,0.949272,0.004048,[5 2] ; [7 3],[4.94117647 2.05882353] ; [7.05882353 2.94117647],0
n4,1,0.952733,0.003514,[34 11] ; [30 10],[33.88235294 11.11764706] ; [30.11764706  9.88235294],0
a6,1,0.978952,0.000696,[28 17] ; [25 15],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
p4,1,0.978952,0.000696,[28 17] ; [25 15],[28.05882353 16.94117647] ; [24.94117647 15.05882353],0
p6,1,1.0,0.0,[18 27] ; [16 24],[18. 27.] ; [16. 24.],0
