Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000186,13.966237,[28 18] ; [22 59],[18.11023622 27.88976378] ; [31.88976378 49.11023622],1
a8,1,0.020591,5.3611,[ 8 33] ; [ 4 68],[ 4.3539823 36.6460177] ; [ 7.6460177 64.3539823],0
p10,1,0.020853,5.339056,[29 15] ; [68 13],[34.144  9.856] ; [62.856 18.144],0
n6,1,0.030841,4.661812,[34 11] ; [72  8],[38.16  6.84] ; [67.84 12.16],0
p12,1,0.050134,3.836972,[ 1 45] ; [10 71],[ 3.98425197 42.01574803] ; [ 7.01574803 73.98425197],0
s8,1,0.069874,3.285967,[27 19] ; [34 47],[22.09448819 23.90551181] ; [38.90551181 42.09448819],0
b4,1,0.114935,2.485018,[26 20] ; [57 24],[30.06299213 15.93700787] ; [52.93700787 28.06299213],0
v4,1,0.119242,2.427255,[41  5] ; [76  3],[43.056  2.944] ; [73.944  5.056],0
p5,1,0.138605,2.193382,[ 2 44] ; [10 71],[ 4.34645669 41.65354331] ; [ 7.65354331 73.34645669],0
p2,1,0.147092,2.102147,[31 15] ; [64 17],[34.40944882 11.59055118] ; [60.59055118 20.40944882],0
n4,1,0.168709,1.894377,[28 16] ; [61 20],[31.328 12.672] ; [57.672 23.328],0
s6,1,0.195242,1.677613,[41  5] ; [65 16],[38.39370079  7.60629921] ; [67.60629921 13.39370079],0
r2,1,0.198374,1.654306,[45  1] ; [72  6],[43.40322581  2.59677419] ; [73.59677419  4.40322581],0
u3,1,0.202156,1.626731,[5 5] ; [14  5],[6.55172414 3.44827586] ; [12.44827586  6.55172414],0
u2,1,0.212183,1.556471,[4 6] ; [11  6],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
s4,1,0.21286,1.551867,[16 30] ; [19 59],[12.98387097 33.01612903] ; [22.01612903 55.98387097],0
n5,1,0.233856,1.417255,[28 17] ; [58 22],[30.96 14.04] ; [55.04 24.96],0
b2,1,0.266212,1.236163,[ 8 20] ; [21 30],[10.27848101 17.72151899] ; [18.72151899 32.27848101],0
b3,1,0.266212,1.236163,[ 8 20] ; [21 30],[10.27848101 17.72151899] ; [18.72151899 32.27848101],0
a7,1,0.292298,1.109006,[33 13] ; [50 30],[30.3015873 15.6984127] ; [52.6984127 27.3015873],0
d1,1,0.341145,0.906123,[25 21] ; [51 30],[27.52755906 18.47244094] ; [48.47244094 32.52755906],0
a6,1,0.344075,0.895189,[28 18] ; [56 25],[30.42519685 15.57480315] ; [53.57480315 27.42519685],0
n3,1,0.357744,0.845798,[11  7] ; [15  5],[12.31578947  5.68421053] ; [13.68421053  6.31578947],0
