Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,79.893452,[49 80] ; [262  61],[88.75884956 40.24115044] ; [222.24115044 100.75884956],1
d3,1,0.0,36.61317,[65 64] ; [256  68],[91.41059603 37.58940397] ; [229.58940397  94.41059603],1
a2,1,0.0,28.695381,[ 12 117] ; [111 215],[34.87252747 94.12747253] ; [ 88.12747253 237.87252747],1
b5,1,3e-06,21.991257,[52 77] ; [210 116],[74.28131868 54.71868132] ; [187.71868132 138.28131868],1
u1,1,1.2e-05,19.085462,[  9 120] ; [ 82 244],[ 25.8 103.2] ; [ 65.2 260.8],1
r2,1,0.00045,12.313415,[113  13] ; [312   8],[120.06726457   5.93273543] ; [304.93273543  15.06726457],1
d1,1,0.006324,7.455686,[69 60] ; [219 107],[81.65274725 47.34725275] ; [206.34725275 119.65274725],0
r4,1,0.007709,7.099929,[113  16] ; [309  17],[119.64395604   9.35604396] ; [302.35604396  23.64395604],0
r1,1,0.021614,5.276586,[100  29] ; [278  44],[108.11973392  20.88026608] ; [269.88026608  52.11973392],0
s8,1,0.028653,4.788312,[76 53] ; [153 169],[65.50110865 63.49889135] ; [163.49889135 158.50110865],0
b1,1,0.029848,4.718007,[63 66] ; [123 203],[52.73406593 76.26593407] ; [133.26593407 192.73406593],0
s4,1,0.039259,4.249629,[ 27 102] ; [ 42 277],[ 19.86830357 109.13169643] ; [ 49.13169643 269.86830357],0
s5,1,0.049606,3.854733,[59 67] ; [116 200],[49.88687783 76.11312217] ; [125.11312217 190.88687783],0
a5,1,0.05052,3.824103,[91 38] ; [258  68],[98.94725275 30.05274725] ; [250.05274725  75.94725275],0
v4,1,0.051645,3.787219,[120   8] ; [314   8],[123.44888889   4.55111111] ; [310.55111111  11.44888889],0
d4,1,0.057784,3.599876,[100  28] ; [277  47],[106.76106195  21.23893805] ; [270.23893805  53.76106195],0
a8,1,0.059313,3.556496,[ 16 107] ; [ 60 227],[ 22.8 100.2] ; [ 53.2 233.8],0
s7,1,0.070523,3.270809,[79 45] ; [168 142],[70.57142857 53.42857143] ; [176.42857143 133.57142857],0
r3,1,0.071898,3.239158,[122   7] ; [315   7],[124.99556541   4.00443459] ; [312.00443459   9.99556541],0
n2,1,0.072501,3.225481,[18  9] ; [43  8],[21.11538462  5.88461538] ; [39.88461538 11.11538462],0
d5,1,0.07662,3.135177,[103  25] ; [282  42],[109.02654867  18.97345133] ; [275.97345133  48.02654867],0
u3,1,0.084321,2.979586,[16 22] ; [45 31],[20.33333333 17.66666667] ; [40.66666667 35.33333333],0
v3,1,0.116639,2.461878,[66 63] ; [135 179],[58.53047404 70.46952596] ; [142.46952596 171.53047404],0
p4,1,0.134502,2.239756,[84 43] ; [238  87],[90.47345133 36.52654867] ; [231.52654867  93.47345133],0
a3,1,0.140618,2.171178,[91 38] ; [250  74],[97.10596026 31.89403974] ; [243.89403974  80.10596026],0
n3,1,0.179108,1.805006,[18  9] ; [41 10],[20.42307692  6.57692308] ; [38.57692308 12.42307692],0
b4,1,0.197424,1.661331,[65 64] ; [186 140],[71.16263736 57.83736264] ; [179.83736264 146.16263736],0
s3,1,0.209994,1.571467,[82 45] ; [186 134],[76.14317673 50.85682327] ; [191.85682327 128.14317673],0
p1,1,0.217992,1.517541,[  9 120] ; [ 35 290],[ 12.50220264 116.49779736] ; [ 31.49779736 293.50220264],0
u2,1,0.225485,1.469118,[17 20] ; [43 31],[20. 17.] ; [40. 34.],0
u4,1,0.281463,1.160013,[  4 125] ; [  5 320],[  2.55726872 126.44273128] ; [  6.44273128 318.55726872],0
b3,1,0.296753,1.08873,[38 49] ; [ 80 135],[33.99337748 53.00662252] ; [ 84.00662252 130.99337748],0
b2,1,0.296753,1.08873,[38 49] ; [ 80 135],[33.99337748 53.00662252] ; [ 84.00662252 130.99337748],0
n5,1,0.31036,1.029143,[116  13] ; [280  44],[112.76821192  16.23178808] ; [283.23178808  40.76821192],0
p5,1,0.324854,0.969303,[ 25 103] ; [ 51 274],[ 21.47461369 106.52538631] ; [ 54.52538631 270.47461369],0
p9,1,0.350021,0.873379,[111  17] ; [290  33],[113.80931264  14.19068736] ; [287.19068736  35.80931264],0
p3,1,0.359435,0.839866,[76 52] ; [208 117],[80.24724062 47.75275938] ; [203.75275938 121.24724062],0
