Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-05,19.530455,[72 22] ; [32 42],[58.19047619 35.80952381] ; [45.80952381 28.19047619],1
a5,1,5.3e-05,16.325397,[76 19] ; [38 37],[63.70588235 31.29411765] ; [50.29411765 24.70588235],1
p4,1,0.002539,9.112244,[69 26] ; [37 37],[59.58579882 35.41420118] ; [46.41420118 27.58579882],0
s7,1,0.003726,8.412549,[61 33] ; [29 40],[51.90184049 42.09815951] ; [38.09815951 30.90184049],0
s4,1,0.006118,7.515353,[28 67] ; [ 9 66],[20.67647059 74.32352941] ; [16.32352941 58.67647059],0
s6,1,0.011301,6.417436,[66 25] ; [39 34],[58.26219512 32.73780488] ; [46.73780488 26.26219512],0
p10,1,0.011954,6.31762,[80 14] ; [51 23],[73.29761905 20.70238095] ; [57.70238095 16.29761905],0
p9,1,0.013471,6.106116,[81 13] ; [53 22],[74.53254438 19.46745562] ; [59.46745562 15.53254438],0
s8,1,0.017562,5.639276,[56 39] ; [30 44],[48.34319527 46.65680473] ; [37.65680473 36.34319527],0
d4,1,0.019897,5.420874,[78 16] ; [50 24],[71.61904762 22.38095238] ; [56.38095238 17.61904762],0
a3,1,0.022079,5.239536,[71 24] ; [43 31],[64.08284024 30.91715976] ; [49.91715976 24.08284024],0
s5,1,0.03028,4.693351,[47 45] ; [25 48],[40.14545455 51.85454545] ; [31.85454545 41.14545455],0
v3,1,0.041178,4.16868,[46 48] ; [25 50],[39.49112426 54.50887574] ; [31.50887574 43.49112426],0
p5,1,0.059537,3.550246,[19 76] ; [ 7 67],[14.61538462 80.38461538] ; [11.38461538 62.61538462],0
d1,1,0.0761,3.146286,[51 44] ; [30 45],[45.26470588 49.73529412] ; [35.73529412 39.26470588],0
n4,1,0.082664,3.011729,[76 18] ; [52 23],[71.19526627 22.80473373] ; [56.80473373 18.19526627],0
v2,1,0.087592,2.918082,[55 39] ; [33 40],[49.53293413 44.46706587] ; [38.46706587 34.53293413],0
n6,1,0.089648,2.880681,[81 13] ; [57 18],[76.75739645 17.24260355] ; [61.24260355 13.75739645],0
p1,1,0.111863,2.527708,[10 85] ; [ 3 72],[ 7.26470588 87.73529412] ; [ 5.73529412 69.26470588],0
d5,1,0.118196,2.441066,[75 19] ; [52 23],[70.63905325 23.36094675] ; [56.36094675 18.63905325],0
p2,1,0.120973,2.404674,[85 10] ; [60 14],[81.50887574 13.49112426] ; [63.49112426 10.50887574],0
a6,1,0.137162,2.209508,[41 54] ; [24 51],[36.32352941 58.67647059] ; [28.67647059 46.32352941],0
