Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,8e-06,19.829617,[49 34] ; [12 45],[36.16428571 46.83571429] ; [24.83571429 32.16428571],1
p5,1,0.002447,9.179598,[ 1 83] ; [ 8 50],[ 5.32394366 78.67605634] ; [ 3.67605634 54.32394366],0
v1,1,0.007536,7.14045,[48 32] ; [21 36],[40.2919708 39.7080292] ; [28.7080292 28.2919708],0
r3,1,0.022108,5.23725,[80  2] ; [51  7],[76.72857143  5.27142857] ; [54.27142857  3.72857143],0
s2,1,0.023456,5.134394,[63 21] ; [33 25],[56.78873239 27.21126761] ; [39.21126761 18.78873239],0
n1,1,0.025134,5.014646,[ 5 14] ; [14  9],[ 8.5952381 10.4047619] ; [10.4047619 12.5952381],0
a8,1,0.044829,4.025064,[19 55] ; [ 6 47],[14.56692913 59.43307087] ; [10.43307087 42.56692913],0
s8,1,0.046196,3.974419,[60 24] ; [32 26],[54.42253521 29.57746479] ; [37.57746479 20.42253521],0
p7,1,0.050518,3.824166,[48 31] ; [24 31],[42.44776119 36.55223881] ; [29.55223881 25.44776119],0
a6,1,0.054506,3.69712,[57 26] ; [30 27],[51.57857143 31.42142857] ; [35.42142857 21.57857143],0
d5,1,0.064115,3.427612,[70 14] ; [40 17],[65.53191489 18.46808511] ; [44.46808511 12.53191489],0
s3,1,0.079808,3.068809,[65 18] ; [37 20],[60.47142857 22.52857143] ; [41.52857143 15.47142857],0
r2,1,0.105795,2.615944,[78  2] ; [53  5],[75.94202899  4.05797101] ; [55.05797101  2.94202899],0
p9,1,0.106332,2.607904,[69 11] ; [43 14],[65.40145985 14.59854015] ; [46.59854015 10.40145985],0
s1,1,0.107667,2.588133,[ 3 80] ; [ 6 52],[ 5.29787234 77.70212766] ; [ 3.70212766 54.29787234],0
a7,1,0.11275,2.51525,[60 24] ; [34 24],[55.6056338 28.3943662] ; [38.3943662 19.6056338],0
d4,1,0.122576,2.384097,[72 12] ; [43 14],[68.5106383 15.4893617] ; [46.4893617 10.5106383],0
r1,1,0.126263,2.337864,[71 13] ; [43 15],[67.43661972 16.56338028] ; [46.56338028 11.43661972],0
s4,1,0.138009,2.20002,[16 68] ; [17 40],[19.65957447 64.34042553] ; [13.34042553 43.65957447],0
d2,1,0.160382,1.970622,[44 40] ; [23 34],[39.91489362 44.08510638] ; [27.08510638 29.91489362],0
d1,1,0.166468,1.914465,[49 35] ; [27 31],[44.95774648 39.04225352] ; [31.04225352 26.95774648],0
p3,1,0.205195,1.605009,[27 57] ; [13 45],[23.66197183 60.33802817] ; [16.33802817 41.66197183],0
p10,1,0.219699,1.506334,[67 14] ; [43 15],[64.10071942 16.89928058] ; [45.89928058 12.10071942],0
s6,1,0.228441,1.450544,[69 15] ; [42 15],[66.12765957 17.87234043] ; [44.87234043 12.12765957],0
a5,1,0.339109,0.913796,[64 20] ; [40 18],[61.52112676 22.47887324] ; [42.47887324 15.52112676],0
b3,1,0.385293,0.753745,[27 32] ; [14 24],[24.93814433 34.06185567] ; [16.06185567 21.93814433],0
b2,1,0.385293,0.753745,[27 32] ; [14 24],[24.93814433 34.06185567] ; [16.06185567 21.93814433],0
p8,1,0.3889,0.742377,[27 52] ; [24 34],[29.40875912 49.59124088] ; [21.59124088 36.40875912],0
a4,1,0.472196,0.516832,[34 50] ; [27 31],[36.08450704 47.91549296] ; [24.91549296 33.08450704],0
v4,1,0.493517,0.468849,[77  6] ; [51  6],[75.88571429  7.11428571] ; [52.11428571  4.88571429],0
a1,1,0.498064,0.459059,[ 5 79] ; [ 2 56],[ 4.14084507 79.85915493] ; [ 2.85915493 55.14084507],0
b1,1,0.557195,0.344585,[36 48] ; [22 36],[34.30985915 49.69014085] ; [23.69014085 34.30985915],0
s5,1,0.559219,0.341059,[32 48] ; [20 37],[30.3649635 49.6350365] ; [21.6350365 35.3649635],0
n4,1,0.56469,0.331648,[69 14] ; [46 12],[67.69503546 15.30496454] ; [47.30496454 10.69503546],0
a2,1,0.580284,0.305776,[17 67] ; [14 44],[18.33802817 65.66197183] ; [12.66197183 45.33802817],0
u1,1,0.600103,0.274841,[19 65] ; [11 47],[17.74647887 66.25352113] ; [12.25352113 45.74647887],0
u3,1,0.625585,0.238095,[12  6] ; [9 3],[12.6  5.4] ; [8.4 3.6],0
n3,1,0.632406,0.228812,[13  5] ; [15  8],[12.29268293  5.70731707] ; [15.70731707  7.29268293],0
n5,1,0.702162,0.146232,[59 23] ; [40 18],[57.98571429 24.01428571] ; [41.01428571 16.98571429],0
b4,1,0.721273,0.127276,[46 38] ; [30 28],[44.95774648 39.04225352] ; [31.04225352 26.95774648],0
d3,1,0.737774,0.112093,[51 33] ; [33 24],[50.04255319 33.95744681] ; [33.95744681 23.04255319],0
p1,1,0.752901,0.099109,[ 7 77] ; [ 4 54],[ 6.50704225 77.49295775] ; [ 4.49295775 53.50704225],0
r4,1,0.778986,0.07876,[71 13] ; [48 10],[70.3943662 13.6056338] ; [48.6056338  9.3943662],0
b5,1,0.802452,0.062588,[51 33] ; [34 24],[50.28169014 33.71830986] ; [34.71830986 23.28169014],0
p11,1,0.840728,0.040386,[61 23] ; [43 15],[61.52112676 22.47887324] ; [42.47887324 15.52112676],0
p6,1,0.86182,0.030296,[20 60] ; [15 42],[20.4379562 59.5620438] ; [14.5620438 42.4379562],0
u2,1,0.875948,0.02437,[9 8] ; [6 6],[8.79310345 8.20689655] ; [6.20689655 5.79310345],0
n6,1,0.881134,0.02236,[67 15] ; [46 11],[66.6618705 15.3381295] ; [46.3381295 10.6618705],0
n2,1,0.889732,0.019222,[16  3] ; [19  4],[15.83333333  3.16666667] ; [19.16666667  3.83333333],0
p12,1,0.905755,0.014017,[ 4 79] ; [ 3 54],[ 4.15 78.85] ; [ 2.85 54.15],0
p2,1,0.923911,0.009122,[60 24] ; [41 17],[59.74647887 24.25352113] ; [41.25352113 16.74647887],0
a3,1,0.976044,0.000902,[66 17] ; [46 12],[65.92907801 17.07092199] ; [46.07092199 11.92907801],0
