Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.004502,8.069182,[11  2] ; [36 49],[6.23469388 6.76530612] ; [40.76530612 44.23469388],0
d1,1,0.057322,3.613221,[11  2] ; [49 37],[7.87878788 5.12121212] ; [52.12121212 33.87878788],0
s8,1,0.069458,3.295793,[11  2] ; [49 35],[8.04123711 4.95876289] ; [51.95876289 32.04123711],0
s5,1,0.116466,2.464212,[8 1] ; [52 31],[5.86956522 3.13043478] ; [54.13043478 28.86956522],0
s2,1,0.14983,2.073985,[10  3] ; [48 38],[7.61616162 5.38383838] ; [50.38383838 35.61616162],0
p6,1,0.20133,1.632697,[10  3] ; [49 35],[7.90721649 5.09278351] ; [51.09278351 32.90721649],0
p7,1,0.20958,1.574323,[12  1] ; [64 19],[10.29166667  2.70833333] ; [65.70833333 17.29166667],0
a6,1,0.24111,1.374091,[10  3] ; [51 34],[8.09183673 4.90816327] ; [52.90816327 32.09183673],0
r1,1,0.258632,1.276066,[12  1] ; [68 18],[10.50505051  2.49494949] ; [69.49494949 16.50505051],0
s3,1,0.272722,1.203007,[10  3] ; [52 33],[8.2244898 4.7755102] ; [53.7755102 31.2244898],0
p12,1,0.29546,1.094574,[5 8] ; [21 64],[3.44897959 9.55102041] ; [22.55102041 62.44897959],0
s1,1,0.299869,1.074775,[ 2 11] ; [ 6 80],[ 1.05050505 11.94949495] ; [ 6.94949495 79.05050505],0
b3,1,0.34963,0.874801,[3 6] ; [31 31],[4.30985915 4.69014085] ; [29.69014085 32.30985915],0
b2,1,0.34963,0.874801,[3 6] ; [31 31],[4.30985915 4.69014085] ; [29.69014085 32.30985915],0
a3,1,0.379593,0.772021,[11  2] ; [63 23],[9.71717172 3.28282828] ; [64.28282828 21.71717172],0
v3,1,0.382606,0.762312,[6 7] ; [49 34],[7.44791667 5.55208333] ; [47.55208333 35.44791667],0
p11,1,0.392502,0.731178,[10  3] ; [74 12],[11.03030303  1.96969697] ; [72.96969697 13.03030303],0
a8,1,0.476484,0.506899,[ 1 11] ; [13 67],[ 1.82608696 10.17391304] ; [12.17391304 67.82608696],0
v1,1,0.494138,0.467504,[10  3] ; [56 27],[8.9375 4.0625] ; [57.0625 25.9375],0
p3,1,0.512162,0.429648,[11  2] ; [65 20],[10.08163265  2.91836735] ; [65.91836735 19.08163265],0
b5,1,0.51443,0.425045,[7 6] ; [38 48],[5.90909091 7.09090909] ; [39.09090909 46.90909091],0
u1,1,0.544694,0.366909,[ 3 10] ; [14 72],[ 2.23232323 10.76767677] ; [14.76767677 71.23232323],0
p2,1,0.599615,0.275577,[12  1] ; [75 11],[11.42424242  1.57575758] ; [75.57575758 10.42424242],0
n4,1,0.599615,0.275577,[12  1] ; [75 11],[11.42424242  1.57575758] ; [75.57575758 10.42424242],0
a5,1,0.623276,0.241289,[9 4] ; [65 21],[9.71717172 3.28282828] ; [64.28282828 21.71717172],0
u4,1,0.640723,0.217798,[ 1 12] ; [ 4 82],[ 0.65656566 12.34343434] ; [ 4.34343434 81.65656566],0
u2,1,0.667167,0.184934,[1 1] ; [15  8],[1.28 0.72] ; [14.72  8.28],0
n5,1,0.673876,0.177102,[12  1] ; [76 10],[11.55555556  1.44444444] ; [76.44444444  9.55555556],0
p8,1,0.695041,0.153682,[11  2] ; [68 17],[10.47959184  2.52040816] ; [68.52040816 16.47959184],0
b1,1,0.697939,0.150625,[5 8] ; [38 48],[5.64646465 7.35353535] ; [37.35353535 48.64646465],0
a1,1,0.698898,0.149621,[ 2 11] ; [10 76],[ 1.57575758 11.42424242] ; [10.42424242 75.57575758],0
s7,1,0.733196,0.116197,[9 4] ; [59 21],[9.50537634 3.49462366] ; [58.49462366 21.50537634],0
a4,1,0.756429,0.096208,[5 8] ; [37 49],[5.51515152 7.48484848] ; [36.48484848 49.51515152],0
u3,1,0.763441,0.09058,[1 1] ; [14  9],[1.2 0.8] ; [13.8  9.2],0
d4,1,0.765537,0.088934,[11  2] ; [69 16],[10.6122449  2.3877551] ; [69.3877551 15.6122449],0
b4,1,0.770342,0.085222,[7 6] ; [50 36],[7.48484848 5.51515152] ; [49.51515152 36.48484848],0
v2,1,0.787085,0.072952,[7 6] ; [48 35],[7.44791667 5.55208333] ; [47.55208333 35.44791667],0
a7,1,0.830883,0.045612,[9 4] ; [62 24],[9.32323232 3.67676768] ; [61.67676768 24.32323232],0
p1,1,0.830883,0.045612,[4 9] ; [24 62],[3.67676768 9.32323232] ; [24.32323232 61.67676768],0
a2,1,0.854552,0.033604,[ 2 11] ; [15 71],[ 2.23232323 10.76767677] ; [14.76767677 71.23232323],0
d3,1,0.876409,0.024188,[9 4] ; [57 28],[8.75510204 4.24489796] ; [57.24489796 27.75510204],0
n6,1,0.934173,0.006822,[12  1] ; [79  6],[12.07142857  0.92857143] ; [78.92857143  6.07142857],0
d5,1,0.953538,0.003395,[10  3] ; [66 19],[10.08163265  2.91836735] ; [65.91836735 19.08163265],0
