Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,44.18575,[43 67] ; [168  52],[70.33333333 39.66666667] ; [140.66666667  79.33333333],1
a4,1,0.0,41.868942,[18 94] ; [116 103],[45.34138973 66.65861027] ; [ 88.65861027 130.34138973],1
d2,1,0.0,36.225792,[21 91] ; [117 103],[46.55421687 65.44578313] ; [ 91.44578313 128.55421687],1
d1,1,0.0,31.023127,[31 81] ; [132  88],[54.98795181 57.01204819] ; [108.01204819 111.98795181],1
n4,1,2e-06,22.961464,[64 48] ; [179  40],[82.22356495 29.77643505] ; [160.77643505  58.22356495],1
r1,1,2.8e-05,17.575059,[65 47] ; [174  44],[81.11515152 30.88484848] ; [157.88484848  60.11515152],1
d5,1,4.1e-05,16.833543,[69 42] ; [181  38],[84.09090909 26.90909091] ; [165.90909091  53.09090909],1
r4,1,9.7e-05,15.188327,[84 28] ; [200  20],[95.80722892 16.19277108] ; [188.19277108  31.80722892],1
d4,1,0.001022,10.787349,[74 38] ; [180  39],[85.94561934 26.05438066] ; [168.05438066  50.94561934],0
u1,1,0.001367,10.250366,[  5 107] ; [ 37 183],[14.1686747 97.8313253] ; [ 27.8313253 192.1686747],0
p11,1,0.001375,10.23841,[74 38] ; [180  40],[85.68674699 26.31325301] ; [168.31325301  51.68674699],0
a6,1,0.002111,9.450096,[57 55] ; [150  70],[69.8313253 42.1686747] ; [137.1686747  82.8313253],0
s8,1,0.003317,8.624126,[31 81] ; [ 97 122],[43.31117825 68.68882175] ; [ 84.68882175 134.31117825],0
r2,1,0.011913,6.323826,[96 16] ; [204  13],[102.12765957   9.87234043] ; [197.87234043  19.12765957],0
d3,1,0.014644,5.95883,[61 49] ; [152  68],[71. 39.] ; [142.  78.],0
p10,1,0.015006,5.915777,[80 32] ; [180  37],[88.5106383 23.4893617] ; [171.4893617  45.5106383],0
p4,1,0.016385,5.76109,[57 55] ; [142  78],[67.13253012 44.86746988] ; [131.86746988  88.13253012],0
s6,1,0.016433,5.755981,[63 48] ; [150  64],[72.74769231 38.25230769] ; [140.25230769  73.74769231],0
n6,1,0.020273,5.388206,[84 28] ; [187  32],[91.6978852 20.3021148] ; [179.3021148  39.6978852],0
b2,1,0.027735,4.844441,[12 43] ; [53 85],[18.52331606 36.47668394] ; [46.47668394 91.52331606],0
b3,1,0.027735,4.844441,[12 43] ; [53 85],[18.52331606 36.47668394] ; [46.47668394 91.52331606],0
n5,1,0.034795,4.455219,[72 40] ; [165  54],[80.19335347 31.80664653] ; [156.80664653  62.19335347],0
p9,1,0.037026,4.349237,[85 26] ; [187  31],[91.76899696 19.23100304] ; [180.23100304  37.76899696],0
v1,1,0.04274,4.105662,[34 77] ; [ 91 125],[42.43119266 68.56880734] ; [ 82.56880734 133.43119266],0
p6,1,0.077035,3.12637,[34 76] ; [ 90 130],[41.33333333 68.66666667] ; [ 82.66666667 137.33333333],0
p12,1,0.109568,2.560448,[  3 109] ; [ 15 202],[  6.12765957 105.87234043] ; [ 11.87234043 205.12765957],0
p3,1,0.114681,2.488503,[45 67] ; [108 111],[51.77039275 60.22960725] ; [101.22960725 117.77039275],0
s7,1,0.120703,2.408178,[43 66] ; [102 108],[49.54545455 59.45454545] ; [ 95.45454545 114.54545455],0
p7,1,0.150093,2.071302,[64 45] ; [145  72],[69.8803681 39.1196319] ; [139.1196319  77.8803681],0
b5,1,0.218165,1.516404,[72 40] ; [126  94],[66.79518072 45.20481928] ; [131.20481928  88.79518072],0
p5,1,0.240412,1.378174,[  9 103] ; [ 27 193],[12.14457831 99.85542169] ; [ 23.85542169 196.14457831],0
r3,1,0.253942,1.301485,[100  11] ; [205  14],[102.59090909   8.40909091] ; [202.40909091  16.59090909],0
a1,1,0.267192,1.231109,[  2 110] ; [  9 211],[  3.71084337 108.28915663] ; [  7.28915663 212.71084337],0
s5,1,0.29301,1.10574,[32 78] ; [ 75 140],[36.21538462 73.78461538] ; [ 70.78461538 144.21538462],0
p8,1,0.324931,0.968995,[56 55] ; [123  96],[60.20909091 50.79090909] ; [118.79090909 100.20909091],0
n3,1,0.331046,0.944803,[19 14] ; [36 17],[21.10465116 11.89534884] ; [33.89534884 19.10465116],0
v3,1,0.360741,0.835311,[15 96] ; [ 38 180],[17.88145897 93.11854103] ; [ 35.11854103 182.88145897],0
v4,1,0.390304,0.737996,[105   7] ; [210   9],[106.58610272   5.41389728] ; [208.41389728  10.58610272],0
u3,1,0.393316,0.728664,[36 32] ; [31 20],[38.28571429 29.71428571] ; [28.71428571 22.28571429],0
a8,1,0.476847,0.506065,[15 87] ; [ 24 179],[13.04262295 88.95737705] ; [ 25.95737705 177.04262295],0
s1,1,0.504948,0.444522,[  3 108] ; [  9 207],[  4.0733945 106.9266055] ; [  7.9266055 208.0733945],0
b1,1,0.547444,0.361916,[44 68] ; [ 94 126],[46.55421687 65.44578313] ; [ 91.44578313 128.55421687],0
u2,1,0.604171,0.268751,[36 32] ; [30 22],[37.4 30.6] ; [28.6 23.4],0
p1,1,0.608269,0.262704,[ 11 100] ; [ 18 201],[  9.75454545 101.24545455] ; [ 19.24545455 199.75454545],0
s3,1,0.621474,0.243801,[65 46] ; [122  97],[62.9 48.1] ; [124.1  94.9],0
a7,1,0.654573,0.200183,[74 37] ; [152  68],[75.78851964 35.21148036] ; [150.21148036  69.78851964],0
n1,1,0.679235,0.170988,[11 22] ; [20 33],[11.89534884 21.10465116] ; [19.10465116 33.89534884],0
s4,1,0.684959,0.164597,[26 84] ; [ 47 170],[24.55657492 85.44342508] ; [ 48.44342508 168.55657492],0
s2,1,0.705431,0.142884,[52 60] ; [106 112],[53.62424242 58.37575758] ; [104.37575758 113.62424242],0
b4,1,0.767808,0.087168,[63 49] ; [120 100],[61.73493976 50.26506024] ; [121.26506024  98.73493976],0
n2,1,0.769095,0.086177,[23 10] ; [36 18],[22.37931034 10.62068966] ; [36.62068966 17.37931034],0
