Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.01143,6.397134,[2 2] ; [ 5 53],[0.4516129 3.5483871] ; [ 6.5483871 51.4516129],0
a4,1,0.046651,3.95792,[3 1] ; [16 42],[1.22580645 2.77419355] ; [17.77419355 40.22580645],0
p6,1,0.072334,3.229244,[3 1] ; [18 40],[1.35483871 2.64516129] ; [19.64516129 38.35483871],0
a8,1,0.076741,3.132597,[2 2] ; [ 8 45],[0.70175439 3.29824561] ; [ 9.29824561 43.70175439],0
v4,1,0.123196,2.376212,[3 1] ; [54  3],[3.73770492 0.26229508] ; [53.26229508  3.73770492],0
s5,1,0.208912,1.578947,[2 1] ; [18 39],[1. 2.] ; [19. 38.],0
p3,1,0.270816,1.212608,[3 1] ; [27 31],[1.93548387 2.06451613] ; [28.06451613 29.93548387],0
v2,1,0.284175,1.147017,[3 1] ; [26 29],[1.96610169 2.03389831] ; [27.03389831 27.96610169],0
b4,1,0.301179,1.068966,[1 3] ; [30 28],[2. 2.] ; [29. 29.],0
v1,1,0.351542,0.867883,[3 1] ; [28 27],[2.10169492 1.89830508] ; [28.89830508 26.10169492],0
p5,1,0.370371,0.802418,[1 3] ; [ 6 52],[0.4516129 3.5483871] ; [ 6.5483871 51.4516129],0
b2,1,0.412886,0.670476,[2 2] ; [12 28],[1.27272727 2.72727273] ; [12.72727273 27.27272727],0
b3,1,0.412886,0.670476,[2 2] ; [12 28],[1.27272727 2.72727273] ; [12.72727273 27.27272727],0
b5,1,0.439191,0.598394,[3 1] ; [32 26],[2.25806452 1.74193548] ; [32.74193548 25.25806452],0
v3,1,0.448064,0.575546,[2 2] ; [18 39],[1.31147541 2.68852459] ; [18.68852459 38.31147541],0
s6,1,0.47962,0.499728,[2 1] ; [48 10],[2.45901639 0.54098361] ; [47.54098361 10.45901639],0
a6,1,0.518345,0.417185,[3 1] ; [34 24],[2.38709677 1.61290323] ; [34.61290323 23.38709677],0
s2,1,0.587557,0.294176,[3 1] ; [35 22],[2.49180328 1.50819672] ; [35.50819672 21.49180328],0
s3,1,0.783581,0.075435,[3 1] ; [39 18],[2.75409836 1.24590164] ; [39.24590164 17.75409836],0
p7,1,0.800111,0.064112,[3 1] ; [40 18],[2.77419355 1.22580645] ; [40.22580645 17.77419355],0
b1,1,0.840656,0.040423,[2 2] ; [26 32],[1.80645161 2.19354839] ; [26.19354839 31.80645161],0
p8,1,0.893651,0.017872,[2 2] ; [27 31],[1.87096774 2.12903226] ; [27.12903226 30.87096774],0
n5,1,0.904759,0.014317,[3 1] ; [45 13],[3.09677419 0.90322581] ; [44.90322581 13.09677419],0
p11,1,0.9696,0.001452,[3 1] ; [43 15],[2.96774194 1.03225806] ; [43.03225806 14.96774194],0
r1,1,1.0,0.0,[3 1] ; [42 14],[3. 1.] ; [42. 14.],0
