Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000243,13.463577,[12 25] ; [18  4],[18.81355932 18.18644068] ; [11.18644068 10.81355932],1
p7,1,0.000306,13.03576,[ 5 31] ; [13  9],[11.17241379 24.82758621] ; [ 6.82758621 15.17241379],1
a5,1,0.002776,8.948884,[22 16] ; [ 4 18],[16.46666667 21.53333333] ; [ 9.53333333 12.46666667],0
d2,1,0.002937,8.845919,[22 15] ; [ 4 17],[16.5862069 20.4137931] ; [ 9.4137931 11.5862069],0
p11,1,0.004599,8.030816,[ 6 32] ; [11 11],[10.76666667 27.23333333] ; [ 6.23333333 15.76666667],0
p6,1,0.00546,7.720369,[ 1 35] ; [ 6 16],[ 4.34482759 31.65517241] ; [ 2.65517241 19.34482759],0
n2,1,0.007996,7.03441,[ 6 15] ; [11  4],[ 9.91666667 11.08333333] ; [7.08333333 7.91666667],0
n3,1,0.0137,6.076389,[ 5 15] ; [10  5],[ 8.57142857 11.42857143] ; [6.42857143 8.57142857],0
r3,1,0.016798,5.717377,[11 26] ; [13  8],[15.31034483 21.68965517] ; [ 8.68965517 12.31034483],0
p3,1,0.045122,4.014079,[ 4 33] ; [ 7 15],[ 6.89830508 30.10169492] ; [ 4.10169492 17.89830508],0
a4,1,0.049239,3.867171,[16 21] ; [ 4 18],[12.54237288 24.45762712] ; [ 7.45762712 14.54237288],0
a3,1,0.054985,3.682532,[23 14] ; [ 8 14],[19.44067797 17.55932203] ; [11.55932203 10.44067797],0
s7,1,0.065063,3.403367,[ 5 31] ; [ 7 13],[ 7.71428571 28.28571429] ; [ 4.28571429 15.71428571],0
n6,1,0.067239,3.349158,[14 22] ; [14  8],[17.37931034 18.62068966] ; [10.62068966 11.37931034],0
s2,1,0.069407,3.296978,[ 6 32] ; [ 8 14],[ 8.86666667 29.13333333] ; [ 5.13333333 16.86666667],0
p8,1,0.078563,3.094388,[ 6 31] ; [ 8 14],[ 8.77966102 28.22033898] ; [ 5.22033898 16.77966102],0
p4,1,0.078563,3.094388,[ 6 31] ; [ 8 14],[ 8.77966102 28.22033898] ; [ 5.22033898 16.77966102],0
p10,1,0.081622,3.032297,[ 5 33] ; [ 7 15],[ 7.6 30.4] ; [ 4.4 17.6],0
s6,1,0.100004,2.705477,[ 8 30] ; [ 9 13],[10.76666667 27.23333333] ; [ 6.23333333 15.76666667],0
d5,1,0.12365,2.370472,[25 13] ; [10 12],[22.16666667 15.83333333] ; [12.83333333  9.16666667],0
d1,1,0.125726,2.344498,[18 20] ; [ 6 16],[15.2 22.8] ; [ 8.8 13.2],0
s4,1,0.146418,2.109179,[ 6 32] ; [ 7 15],[ 8.23333333 29.76666667] ; [ 4.76666667 17.23333333],0
s5,1,0.174241,1.846071,[ 4 34] ; [ 5 16],[ 5.79661017 32.20338983] ; [ 3.20338983 17.79661017],0
a2,1,0.191072,1.709333,[ 6 32] ; [ 1 21],[ 4.43333333 33.56666667] ; [ 2.56666667 19.43333333],0
d4,1,0.222505,1.488143,[26 12] ; [11 10],[23.83050847 14.16949153] ; [13.16949153  7.83050847],0
u2,1,0.274006,1.196581,[ 5 10] ; [7 6],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
r2,1,0.283113,1.152087,[21 14] ; [10 12],[19.03508772 15.96491228] ; [11.96491228 10.03508772],0
p1,1,0.2839,1.148325,[ 5 33] ; [ 1 21],[ 3.8 34.2] ; [ 2.2 19.8],0
n5,1,0.296417,1.090244,[22 15] ; [10 12],[20.06779661 16.93220339] ; [11.93220339 10.06779661],0
n1,1,0.473289,0.514286,[ 8 13] ; [ 4 11],[ 7. 14.] ; [ 5. 10.],0
b4,1,0.496382,0.462662,[19 19] ; [13  9],[20.26666667 17.73333333] ; [11.73333333 10.26666667],0
a6,1,0.496382,0.462662,[19 19] ; [ 9 13],[17.73333333 20.26666667] ; [10.26666667 11.73333333],0
v1,1,0.58304,0.301346,[ 8 30] ; [ 6 16],[ 8.86666667 29.13333333] ; [ 5.13333333 16.86666667],0
b5,1,0.592097,0.287081,[18 20] ; [12 10],[19. 19.] ; [11. 11.],0
n4,1,0.614433,0.253769,[21 16] ; [11 11],[20.06779661 16.93220339] ; [11.93220339 10.06779661],0
d3,1,0.734212,0.11528,[19 19] ; [10 12],[18.36666667 19.63333333] ; [10.63333333 11.36666667],0
b1,1,0.734212,0.11528,[19 19] ; [12 10],[19.63333333 18.36666667] ; [11.36666667 10.63333333],0
v2,1,0.757723,0.095155,[12 25] ; [ 8 14],[12.54237288 24.45762712] ; [ 7.45762712 14.54237288],0
u3,1,0.781793,0.07672,[ 5 10] ; [ 4 10],[ 4.65517241 10.34482759] ; [4.34482759 9.65517241],0
r1,1,0.794653,0.067742,[13 24] ; [ 7 15],[12.54237288 24.45762712] ; [ 7.45762712 14.54237288],0
s3,1,0.840301,0.040606,[11 26] ; [ 6 16],[10.66101695 26.33898305] ; [ 6.33898305 15.66101695],0
a7,1,0.902291,0.015072,[17 20] ; [10 11],[17.22413793 19.77586207] ; [ 9.77586207 11.22413793],0
v3,1,0.943956,0.004942,[ 7 30] ; [ 4 18],[ 6.89830508 30.10169492] ; [ 4.10169492 17.89830508],0
