Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.008404,6.945238,[11 14] ; [11 53],[ 6.17977528 18.82022472] ; [15.82022472 48.17977528],0
b2,1,0.644253,0.213223,[2 8] ; [ 9 24],[2.55813953 7.44186047] ; [ 8.44186047 24.55813953],0
u1,1,0.705316,0.143001,[ 3 23] ; [ 6 61],[ 2.51612903 23.48387097] ; [ 6.48387097 60.51612903],0
v2,1,0.708456,0.139824,[ 9 16] ; [25 37],[ 9.77011494 15.22988506] ; [24.22988506 37.77011494],0
v4,1,0.787906,0.072378,[23  3] ; [57  9],[22.60869565  3.39130435] ; [57.39130435  8.60869565],0
n5,1,0.789188,0.071484,[ 7 19] ; [16 50],[ 6.5 19.5] ; [16.5 49.5],0
p4,1,0.797457,0.065864,[11 15] ; [26 40],[10.45652174 15.54347826] ; [26.54347826 39.45652174],0
v1,1,0.836121,0.04279,[ 9 17] ; [24 41],[ 9.42857143 16.57142857] ; [23.57142857 41.42857143],0
a7,1,0.842024,0.039723,[17  8] ; [47 20],[17.39130435  7.60869565] ; [46.60869565 20.39130435],0
a1,1,0.892845,0.018146,[ 1 25] ; [ 3 64],[ 1.11827957 24.88172043] ; [ 2.88172043 64.11827957],0
r1,1,0.918308,0.01052,[16 10] ; [42 25],[16.21505376  9.78494624] ; [41.78494624 25.21505376],0
d4,1,0.971299,0.001294,[20  6] ; [51 15],[20.06521739  5.93478261] ; [50.93478261 15.06521739],0
