Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.008404,6.945238,[11 14] ; [11 53],[ 6.17977528 18.82022472] ; [15.82022472 48.17977528],0
s6,1,0.016801,5.717009,[18  7] ; [29 37],[12.91208791 12.08791209] ; [34.08791209 31.91208791],0
p10,1,0.020783,5.344923,[16  8] ; [25 39],[11.18181818 12.81818182] ; [29.81818182 34.18181818],0
p1,1,0.024394,5.066434,[ 5 21] ; [ 3 63],[ 2.26086957 23.73913043] ; [ 5.73913043 60.26086957],0
s2,1,0.024566,5.05423,[16 10] ; [24 43],[11.1827957 14.8172043] ; [28.8172043 38.1827957],0
r4,1,0.030126,4.702116,[22  4] ; [41 26],[17.61290323  8.38709677] ; [45.38709677 21.61290323],0
r2,1,0.059725,3.545016,[25  1] ; [54 13],[22.08602151  3.91397849] ; [56.91397849 10.08602151],0
s7,1,0.063305,3.44861,[10 13] ; [14 47],[ 6.57142857 16.42857143] ; [17.42857143 43.57142857],0
n6,1,0.063974,3.431235,[17  9] ; [29 37],[13. 13.] ; [33. 33.],0
s3,1,0.086935,2.930238,[16 10] ; [28 39],[12.30107527 13.69892473] ; [31.69892473 35.30107527],0
p6,1,0.115704,2.474532,[ 7 18] ; [ 9 56],[ 4.44444444 20.55555556] ; [11.55555556 53.44444444],0
s8,1,0.130921,2.281549,[ 9 17] ; [13 53],[ 6.2173913 19.7826087] ; [15.7826087 50.2173913],0
d2,1,0.147047,2.102623,[14 12] ; [25 42],[10.90322581 15.09677419] ; [28.09677419 38.90322581],0
n1,1,0.160237,1.971989,[5 9] ; [ 5 25],[ 3.18181818 10.81818182] ; [ 6.81818182 23.18181818],0
d3,1,0.165125,1.926654,[18  7] ; [37 29],[15.10989011  9.89010989] ; [39.89010989 26.10989011],0
d5,1,0.178333,1.81146,[21  4] ; [47 20],[18.47826087  6.52173913] ; [49.52173913 17.47826087],0
p2,1,0.18223,1.779341,[17  9] ; [33 33],[14.13043478 11.86956522] ; [35.86956522 30.13043478],0
u3,1,0.191014,1.709783,[7 2] ; [16 14],[5.30769231 3.69230769] ; [17.69230769 12.30769231],0
a3,1,0.281786,1.158454,[17  9] ; [35 31],[14.69565217 11.30434783] ; [37.30434783 28.69565217],0
p8,1,0.306942,1.043787,[ 5 20] ; [20 45],[ 6.94444444 18.05555556] ; [18.05555556 46.94444444],0
r3,1,0.328098,0.956391,[22  3] ; [53 14],[20.38043478  4.61956522] ; [54.61956522 12.38043478],0
s1,1,0.328869,0.953348,[ 1 24] ; [ 7 60],[ 2.17391304 22.82608696] ; [ 5.82608696 61.17391304],0
v3,1,0.342813,0.899884,[ 4 21] ; [16 47],[ 5.68181818 19.31818182] ; [14.31818182 48.68181818],0
n3,1,0.348928,0.877352,[10  4] ; [17 13],[8.59090909 5.40909091] ; [18.40909091 11.59090909],0
d1,1,0.359202,0.840682,[14 12] ; [29 38],[12.02150538 13.97849462] ; [30.97849462 36.02150538],0
a2,1,0.367138,0.813327,[ 3 23] ; [13 54],[ 4.47311828 21.52688172] ; [11.52688172 55.47311828],0
n2,1,0.375399,0.785714,[9 5] ; [15 15],[7.63636364 6.36363636] ; [16.36363636 13.63636364],0
p7,1,0.38027,0.76983,[12 13] ; [25 41],[10.16483516 14.83516484] ; [26.83516484 39.16483516],0
b1,1,0.389967,0.739046,[15 11] ; [32 35],[13.13978495 12.86021505] ; [33.86021505 33.13978495],0
a5,1,0.389967,0.739046,[15 11] ; [32 35],[13.13978495 12.86021505] ; [33.86021505 33.13978495],0
p9,1,0.406992,0.687572,[14  9] ; [32 31],[12.30232558 10.69767442] ; [33.69767442 29.30232558],0
p3,1,0.419563,0.651538,[ 9 17] ; [17 48],[ 7.42857143 18.57142857] ; [18.57142857 46.42857143],0
a6,1,0.474249,0.512059,[13 13] ; [39 28],[14.53763441 11.46236559] ; [37.46236559 29.53763441],0
b4,1,0.496154,0.463154,[16 10] ; [36 31],[14.53763441 11.46236559] ; [37.46236559 29.53763441],0
b5,1,0.608293,0.262668,[16 10] ; [45 22],[17.05376344  8.94623656] ; [43.94623656 23.05376344],0
a4,1,0.608293,0.262668,[10 16] ; [22 45],[ 8.94623656 17.05376344] ; [23.05376344 43.94623656],0
u2,1,0.639843,0.218947,[4 5] ; [16 14],[4.61538462 4.38461538] ; [15.38461538 14.61538462],0
b3,1,0.644253,0.213223,[2 8] ; [ 9 24],[2.55813953 7.44186047] ; [ 8.44186047 24.55813953],0
