Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,32.668321,[28 51] ; [110  38],[48.02643172 30.97356828] ; [89.97356828 58.02643172],1
a6,1,3e-06,21.643549,[33 46] ; [109  40],[49.20175439 29.79824561] ; [92.79824561 56.20175439],1
r3,1,0.000138,14.529381,[57 22] ; [136  13],[66.87280702 12.12719298] ; [126.12719298  22.87280702],1
r4,1,0.000299,13.074505,[48 31] ; [123  26],[59.25 19.75] ; [111.75  37.25],1
d5,1,0.000315,12.978101,[46 33] ; [120  29],[57.51754386 21.48245614] ; [108.48245614  40.51754386],1
d4,1,0.001003,10.822312,[47 32] ; [119  30],[57.51754386 21.48245614] ; [108.48245614  40.51754386],0
a2,1,0.00229,9.3013,[ 5 74] ; [ 33 116],[13.16666667 65.83333333] ; [ 24.83333333 124.16666667],0
p10,1,0.002657,9.02906,[39 39] ; [102  43],[49.31838565 28.68161435] ; [91.68161435 53.31838565],0
v4,1,0.003687,8.431968,[62 17] ; [137  12],[68.95175439 10.04824561] ; [130.04824561  18.95175439],0
b5,1,0.003931,8.31533,[33 46] ; [92 57],[43.31140351 35.68859649] ; [81.68859649 67.31140351],0
r1,1,0.004306,8.150005,[40 39] ; [104  45],[49.89473684 29.10526316] ; [94.10526316 54.89473684],0
b1,1,0.00563,7.665225,[42 37] ; [51 98],[32.22368421 46.77631579] ; [60.77631579 88.22368421],0
d1,1,0.006638,7.368496,[27 52] ; [79 70],[36.72807018 42.27192982] ; [69.27192982 79.72807018],0
a3,1,0.012425,6.249138,[40 39] ; [100  48],[48.72246696 30.27753304] ; [91.27753304 56.72246696],0
v2,1,0.038449,4.285037,[20 55] ; [58 84],[26.95852535 48.04147465] ; [51.04147465 90.95852535],0
n5,1,0.042334,4.121784,[55 24] ; [82 65],[47.88938053 31.11061947] ; [89.11061947 57.88938053],0
n3,1,0.046753,3.954248,[16 18] ; [35 16],[20.4 13.6] ; [30.6 20.4],0
r2,1,0.051526,3.791101,[60 17] ; [130  18],[65.02222222 11.97777778] ; [124.97777778  23.02222222],0
u1,1,0.053187,3.738042,[ 3 76] ; [ 17 132],[ 6.92982456 72.07017544] ; [ 13.07017544 135.92982456],0
p2,1,0.060045,3.536142,[43 35] ; [101  48],[49.48017621 28.51982379] ; [94.51982379 54.48017621],0
s1,1,0.096201,2.767427,[ 5 74] ; [  3 144],[ 2.79646018 76.20353982] ; [  5.20353982 141.79646018],0
p7,1,0.108594,2.574563,[30 48] ; [73 74],[35.70666667 42.29333333] ; [67.29333333 79.70666667],0
a5,1,0.110291,2.550043,[44 35] ; [99 50],[49.54824561 29.45175439] ; [93.45175439 55.54824561],0
p9,1,0.137509,2.205618,[45 31] ; [101  45],[49.98198198 26.01801802] ; [96.01801802 49.98198198],0
v3,1,0.161,1.964804,[14 62] ; [ 39 106],[18.22624434 57.77375566] ; [ 34.77375566 110.22624434],0
u3,1,0.169593,1.88654,[13 26] ; [23 25],[16.13793103 22.86206897] ; [19.86206897 28.13793103],0
s4,1,0.196567,1.667697,[12 67] ; [ 14 134],[ 9.04845815 69.95154185] ; [ 16.95154185 131.04845815],0
s5,1,0.20601,1.599245,[19 58] ; [ 26 122],[15.4 61.6] ; [ 29.6 118.4],0
s7,1,0.256264,1.288827,[19 56] ; [ 26 113],[15.77102804 59.22897196] ; [ 29.22897196 109.77102804],0
p8,1,0.304724,1.053407,[28 51] ; [62 84],[31.6 47.4] ; [58.4 87.6],0
p11,1,0.328538,0.954653,[49 30] ; [102  47],[52.32017544 26.67982456] ; [98.67982456 50.32017544],0
p4,1,0.331036,0.94484,[28 50] ; [63 85],[31.40707965 46.59292035] ; [59.59292035 88.40707965],0
a4,1,0.407187,0.686999,[26 52] ; [58 91],[28.86343612 49.13656388] ; [55.13656388 93.86343612],0
b4,1,0.407401,0.686372,[40 39] ; [84 65],[42.96491228 36.03508772] ; [81.03508772 67.96491228],0
s6,1,0.474088,0.512432,[29 49] ; [ 48 100],[26.57522124 51.42477876] ; [50.42477876 97.57522124],0
a8,1,0.502227,0.450227,[ 6 69] ; [ 15 123],[ 7.3943662 67.6056338] ; [ 13.6056338 124.3943662],0
p12,1,0.535452,0.384035,[ 4 75] ; [  5 143],[ 3.13215859 75.86784141] ; [  5.86784141 142.13215859],0
u2,1,0.560746,0.338415,[17 21] ; [25 24],[18.34482759 19.65517241] ; [23.65517241 25.34482759],0
p6,1,0.607465,0.263883,[16 61] ; [ 35 112],[17.53125 59.46875] ; [ 33.46875 113.53125],0
n4,1,0.610946,0.2588,[52 27] ; [93 56],[50.24122807 28.75877193] ; [94.75877193 54.24122807],0
s8,1,0.712781,0.135515,[16 63] ; [ 27 121],[14.96475771 64.03524229] ; [ 28.03524229 119.96475771],0
n2,1,0.735593,0.114038,[20 15] ; [31 20],[20.75581395 14.24418605] ; [30.24418605 20.75581395],0
d2,1,0.781629,0.076838,[33 44] ; [61 88],[32.02654867 44.97345133] ; [61.97345133 87.02654867],0
s2,1,0.792141,0.069449,[ 8 70] ; [ 17 132],[ 8.59030837 69.40969163] ; [ 16.40969163 132.59030837],0
p1,1,0.814198,0.055231,[ 6 73] ; [ 10 138],[ 5.56828194 73.43171806] ; [ 10.43171806 137.56828194],0
p5,1,0.814198,0.055231,[ 6 73] ; [ 10 138],[ 5.56828194 73.43171806] ; [ 10.43171806 137.56828194],0
b2,1,0.828266,0.047057,[14 31] ; [24 58],[13.46456693 31.53543307] ; [24.53543307 57.46456693],0
b3,1,0.828266,0.047057,[14 31] ; [24 58],[13.46456693 31.53543307] ; [24.53543307 57.46456693],0
p3,1,0.856687,0.032614,[24 55] ; [ 47 102],[24.60087719 54.39912281] ; [ 46.39912281 102.60087719],0
n1,1,0.888126,0.01979,[11 24] ; [15 35],[10.70588235 24.29411765] ; [15.29411765 34.70588235],0
a1,1,0.911775,0.012277,[ 5 74] ; [ 10 139],[ 5.19736842 73.80263158] ; [  9.80263158 139.19736842],0
n6,1,0.963435,0.002102,[60 19] ; [112  36],[59.85903084 19.14096916] ; [112.14096916  35.85903084],0
