Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.772479,[2 6] ; [97 14],[6.65546218 1.34453782] ; [92.34453782 18.65546218],1
r3,1,0.000124,14.736173,[4 4] ; [101   8],[7.17948718 0.82051282] ; [97.82051282 11.17948718],1
v4,1,0.000265,13.30339,[4 4] ; [101   9],[7.11864407 0.88135593] ; [97.88135593 12.11864407],1
p2,1,0.003388,8.585511,[2 6] ; [82 29],[5.64705882 2.35294118] ; [78.35294118 32.64705882],0
r1,1,0.004235,8.180218,[3 5] ; [89 21],[6.23728814 1.76271186] ; [85.76271186 24.23728814],0
s1,1,0.004784,7.959437,[3 5] ; [  8 101],[0.75213675 7.24786325] ; [10.24786325 98.75213675],0
p9,1,0.005728,7.633902,[2 6] ; [77 30],[5.49565217 2.50434783] ; [73.50434783 33.49565217],0
s6,1,0.006944,7.287298,[3 5] ; [85 22],[6.12173913 1.87826087] ; [81.87826087 25.12173913],0
s7,1,0.01313,6.151563,[1 6] ; [62 38],[4.12149533 2.87850467] ; [58.87850467 41.12149533],0
a7,1,0.039786,4.22698,[3 5] ; [80 31],[5.57983193 2.42016807] ; [77.42016807 33.57983193],0
s8,1,0.059052,3.563804,[1 7] ; [52 59],[3.56302521 4.43697479] ; [49.43697479 61.56302521],0
n6,1,0.060298,3.52916,[3 5] ; [76 33],[5.4017094 2.5982906] ; [73.5982906 35.4017094],0
d4,1,0.061131,3.506422,[4 4] ; [86 23],[6.15384615 1.84615385] ; [83.84615385 25.15384615],0
p10,1,0.062248,3.476456,[2 6] ; [63 44],[4.52173913 3.47826087] ; [60.47826087 46.52173913],0
d1,1,0.07266,3.221886,[2 6] ; [64 47],[4.43697479 3.56302521] ; [61.56302521 49.43697479],0
d3,1,0.076718,3.133086,[3 5] ; [75 35],[5.28813559 2.71186441] ; [72.71186441 37.28813559],0
b4,1,0.081428,3.036163,[2 6] ; [63 48],[4.3697479 3.6302521] ; [60.6302521 50.3697479],0
a5,1,0.107986,2.583446,[3 5] ; [73 38],[5.1092437 2.8907563] ; [70.8907563 40.1092437],0
d5,1,0.114232,2.494678,[4 4] ; [83 27],[5.89830508 2.10169492] ; [81.10169492 28.89830508],0
n3,1,0.126506,2.334869,[1 2] ; [32 11],[2.15217391 0.84782609] ; [30.84782609 12.15217391],0
s2,1,0.126922,2.329754,[4 4] ; [83 28],[5.8487395 2.1512605] ; [81.1512605 29.8487395],0
a6,1,0.174925,1.840224,[3 5] ; [68 42],[4.81355932 3.18644068] ; [66.18644068 43.81355932],0
v2,1,0.189439,1.721975,[2 6] ; [51 53],[3.78571429 4.21428571] ; [49.21428571 54.78571429],0
p7,1,0.196293,1.669742,[6 2] ; [56 53],[4.23931624 3.76068376] ; [57.76068376 51.23931624],0
b1,1,0.212629,1.553439,[6 2] ; [58 53],[4.30252101 3.69747899] ; [59.69747899 51.30252101],0
v1,1,0.213697,1.546199,[2 6] ; [52 57],[3.69230769 4.30769231] ; [50.30769231 58.69230769],0
p8,1,0.252259,1.310749,[1 6] ; [39 71],[2.39316239 4.60683761] ; [37.60683761 72.39316239],0
d2,1,0.276765,1.182907,[3 5] ; [63 47],[4.47457627 3.52542373] ; [61.52542373 48.47457627],0
b2,1,0.303834,1.057292,[1 7] ; [15 35],[2.20689655 5.79310345] ; [13.79310345 36.20689655],0
b3,1,0.303834,1.057292,[1 7] ; [15 35],[2.20689655 5.79310345] ; [13.79310345 36.20689655],0
p6,1,0.308965,1.035095,[1 6] ; [36 74],[2.21367521 4.78632479] ; [34.78632479 75.21367521],0
a1,1,0.31819,0.996371,[1 7] ; [  5 106],[0.40336134 7.59663866] ; [  5.59663866 105.40336134],0
p1,1,0.376848,0.78096,[2 6] ; [15 95],[1.15254237 6.84745763] ; [15.84745763 94.15254237],0
p3,1,0.387278,0.747473,[4 3] ; [45 66],[2.90677966 4.09322034] ; [46.09322034 64.90677966],0
a8,1,0.39148,0.73434,[2 6] ; [14 87],[1.17431193 6.82568807] ; [14.82568807 86.17431193],0
n5,1,0.474259,0.512035,[4 4] ; [69 41],[4.94915254 3.05084746] ; [68.05084746 41.94915254],0
p4,1,0.542105,0.371653,[5 3] ; [57 54],[4.16806723 3.83193277] ; [57.83193277 53.16806723],0
n1,1,0.62879,0.233705,[1 2] ; [21 23],[1.40425532 1.59574468] ; [20.59574468 23.40425532],0
u2,1,0.667258,0.184827,[1 2] ; [18 21],[1.35714286 1.64285714] ; [17.64285714 21.35714286],0
p5,1,0.710261,0.138017,[1 6] ; [ 11 100],[0.71186441 6.28813559] ; [11.28813559 99.71186441],0
u3,1,0.729406,0.119658,[2 1] ; [22 17],[1.71428571 1.28571429] ; [22.28571429 16.71428571],0
v3,1,0.786193,0.07358,[2 6] ; [31 74],[2.33628319 5.66371681] ; [30.66371681 74.33628319],0
a4,1,0.826829,0.04786,[3 5] ; [46 65],[3.29411765 4.70588235] ; [45.70588235 65.29411765],0
s4,1,0.944123,0.004912,[2 6] ; [29 82],[2.08403361 5.91596639] ; [28.91596639 82.08403361],0
b5,1,0.9446,0.004829,[5 3] ; [68 43],[4.90756303 3.09243697] ; [68.09243697 42.90756303],0
a3,1,0.948587,0.004158,[5 3] ; [70 40],[5.08474576 2.91525424] ; [69.91525424 40.08474576],0
n4,1,0.994843,4.2e-05,[5 3] ; [68 41],[4.99145299 3.00854701] ; [68.00854701 40.99145299],0
