Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,34.176474,[195  49] ; [66 64],[170.27807487  73.72192513] ; [90.72192513 39.27807487],1
v4,1,0.0,27.135684,[227  14] ; [103  33],[210.95490716  30.04509284] ; [119.04509284  16.95490716],1
p10,1,1e-06,24.047765,[180  63] ; [65 68],[158.33776596  84.66223404] ; [86.66223404 46.33776596],1
p7,1,2e-06,22.907773,[101 142] ; [ 23 110],[ 80.13829787 162.86170213] ; [43.86170213 89.13829787],1
r3,1,5e-06,20.884389,[227  15] ; [106  30],[213.19047619  28.80952381] ; [119.80952381  16.19047619],1
p4,1,2.1e-05,18.092852,[104 141] ; [ 28 107],[ 85.10526316 159.89473684] ; [46.89473684 88.10526316],1
p11,1,2.8e-05,17.522584,[179  66] ; [71 66],[160.34031414  84.65968586] ; [89.65968586 47.34031414],1
a1,1,0.000473,12.219509,[  6 239] ; [ 15 122],[ 13.46858639 231.53141361] ; [  7.53141361 129.46858639],1
p3,1,0.000685,11.52857,[ 87 158] ; [ 26 111],[ 72.47382199 172.52617801] ; [40.52617801 96.47382199],1
s6,1,0.000834,11.163507,[151  93] ; [60 76],[135.48421053 108.51578947] ; [75.51578947 60.48421053],1
r4,1,0.000913,10.996594,[204  41] ; [94 43],[191.12565445  53.87434555] ; [106.87434555  30.12565445],1
b1,1,0.002289,9.301836,[ 86 159] ; [70 67],[100.05235602 144.94764398] ; [55.94764398 81.05235602],0
v1,1,0.008535,6.917603,[109 126] ; [43 90],[ 97.06521739 137.93478261] ; [54.93478261 78.06521739],0
a6,1,0.010574,6.535585,[169  76] ; [76 60],[157.54593176  87.45406824] ; [87.45406824 48.54593176],0
d5,1,0.019125,5.49002,[194  51] ; [93 43],[184.55380577  60.44619423] ; [102.44619423  33.55380577],0
d3,1,0.019422,5.463133,[163  82] ; [74 62],[152.4015748  92.5984252] ; [84.5984252 51.4015748],0
n6,1,0.02222,5.228482,[188  54] ; [91 45],[178.61904762  63.38095238] ; [100.38095238  35.61904762],0
s1,1,0.043803,4.064142,[  7 234] ; [ 10 125],[ 10.8962766 230.1037234] ; [  6.1037234 128.8962766],0
s2,1,0.045651,3.99443,[111 131] ; [48 88],[101.79365079 140.20634921] ; [57.20634921 78.79365079],0
v2,1,0.04819,3.903355,[115 117] ; [50 79],[106.03878116 125.96121884] ; [58.96121884 70.03878116],0
a7,1,0.04903,3.874324,[168  76] ; [80 56],[159.24210526  84.75789474] ; [88.75789474 47.24210526],0
s3,1,0.050218,3.834163,[133 109] ; [60 75],[123.88859416 118.11140584] ; [69.11140584 65.88859416],0
n3,1,0.053171,3.738529,[54 17] ; [33 22],[49.02380952 21.97619048] ; [37.97619048 17.02380952],0
r1,1,0.060687,3.518523,[182  60] ; [90 46],[174.13756614  67.86243386] ; [97.86243386 38.13756614],0
r2,1,0.080648,3.05179,[220  22] ; [113  20],[214.896  27.104] ; [118.104  14.896],0
b2,1,0.085934,2.948936,[ 41 100] ; [36 54],[47. 94.] ; [30. 60.],0
b3,1,0.085934,2.948936,[ 41 100] ; [36 54],[47. 94.] ; [30. 60.],0
n1,1,0.106032,2.612391,[21 49] ; [25 32],[25.35433071 44.64566929] ; [20.64566929 36.35433071],0
u4,1,0.112384,2.520368,[  3 242] ; [  5 132],[  5.13089005 239.86910995] ; [  2.86910995 134.13089005],0
p1,1,0.120242,2.414165,[  9 235] ; [ 10 127],[ 12.167979 231.832021] ; [  6.832021 130.167979],0
s5,1,0.136519,2.216763,[ 65 176] ; [ 26 104],[ 59.11320755 181.88679245] ; [31.88679245 98.11320755],0
n2,1,0.176276,1.828742,[52 17] ; [38 21],[48.515625 20.484375] ; [41.484375 17.515625],0
d2,1,0.220908,1.498466,[106 138] ; [67 67],[111.67195767 132.32804233] ; [61.32804233 72.67195767],0
a8,1,0.221638,1.493735,[ 32 190] ; [ 13 118],[ 28.30028329 193.69971671] ; [ 16.69971671 114.30028329],0
a3,1,0.254806,1.296758,[170  74] ; [87 49],[165.02105263  78.97894737] ; [91.97894737 44.02105263],0
b5,1,0.308487,1.037145,[156  89] ; [80 57],[151.36125654  93.63874346] ; [84.63874346 52.36125654],0
s4,1,0.314816,1.010364,[ 39 206] ; [ 27 108],[ 42.55263158 202.44736842] ; [ 23.44736842 111.55263158],0
a5,1,0.346521,0.886155,[162  83] ; [84 53],[157.77486911  87.22513089] ; [88.22513089 48.77486911],0
b4,1,0.368766,0.807817,[151  94] ; [78 59],[146.87172775  98.12827225] ; [82.12827225 54.87172775],0
d4,1,0.422087,0.644498,[191  52] ; [102  34],[187.86015831  55.13984169] ; [105.13984169  30.86015831],0
