Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,149.494653,[425   6] ; [5 8],[417.40990991  13.59009009] ; [12.59009009  0.40990991],1
r3,1,0.0,115.555784,[428   5] ; [6 6],[422.29662921  10.70337079] ; [11.70337079  0.29662921],1
v4,1,0.0,105.419344,[428   6] ; [6 6],[422.32286996  11.67713004] ; [11.67713004  0.32286996],1
n4,1,0.003568,8.491625,[366  68] ; [7 6],[362.15212528  71.84787472] ; [10.84787472  2.15212528],0
n3,1,0.004445,8.09228,[54 15] ; [2 5],[50.84210526 18.15789474] ; [5.15789474 1.84210526],0
s6,1,0.006062,7.531684,[325 101] ; [5 7],[320.95890411 105.04109589] ; [9.04109589 2.95890411],0
s2,1,0.00971,6.687345,[246 183] ; [2 9],[241.8 187.2] ; [6.2 4.8],0
a6,1,0.011714,6.35366,[308 126] ; [5 8],[303.89709172 130.10290828] ; [9.10290828 3.89709172],0
v1,1,0.023697,5.11667,[261 161] ; [4 9],[257.08045977 164.91954023] ; [7.91954023 5.08045977],0
d1,1,0.024256,5.076203,[296 138] ; [5 8],[292.24608501 141.75391499] ; [8.75391499 4.24608501],0
s3,1,0.025296,5.003479,[260 168] ; [3 8],[256.41002278 171.58997722] ; [6.58997722 4.41002278],0
u3,1,0.02864,4.789108,[73 35] ; [1 4],[70.72566372 37.27433628] ; [3.27433628 1.72566372],0
a7,1,0.042494,4.115405,[337  96] ; [7 6],[333.97309417  99.02690583] ; [10.02690583  2.97309417],0
p7,1,0.084121,2.983436,[322 107] ; [7 6],[319.32352941 109.67647059] ; [9.67647059 3.32352941],0
p9,1,0.146705,2.106178,[383  49] ; [9 3],[381.40540541  50.59459459] ; [10.59459459  1.40540541],0
p5,1,0.166112,1.917687,[ 70 361] ; [4 9],[ 71.83333333 359.16666667] ; [ 2.16666667 10.83333333],0
b4,1,0.188941,1.725857,[255 179] ; [10  3],[257.29306488 176.70693512] ; [7.70693512 5.29306488],0
s8,1,0.196939,1.664929,[225 206] ; [4 8],[222.79683973 208.20316027] ; [6.20316027 5.79683973],0
p11,1,0.199087,1.649056,[360  74] ; [9 4],[358.26845638  75.73154362] ; [10.73154362  2.26845638],0
n6,1,0.207097,1.591608,[382  50] ; [10  3],[380.54831461  51.45168539] ; [11.45168539  1.54831461],0
p10,1,0.213512,1.547451,[377  55] ; [9 3],[375.56756757  56.43243243] ; [10.43243243  1.56756757],0
b1,1,0.24779,1.335722,[165 269] ; [7 6],[166.99776286 267.00223714] ; [5.00223714 7.99776286],0
p3,1,0.252521,1.309302,[298 135] ; [7 6],[296.10986547 136.89013453] ; [8.89013453 4.10986547],0
n5,1,0.252927,1.307065,[354  79] ; [9 4],[352.41928251  80.58071749] ; [10.58071749  2.41928251],0
v2,1,0.269286,1.22038,[257 162] ; [6 7],[255.08564815 163.91435185] ; [7.91435185 5.08564815],0
a3,1,0.279137,1.171288,[324 109] ; [8 5],[322.32286996 110.67713004] ; [9.67713004 3.32286996],0
v3,1,0.284937,1.143391,[189 224] ; [4 9],[187.11032864 225.88967136] ; [5.88967136 7.11032864],0
d5,1,0.302031,1.065206,[376  57] ; [10  3],[374.74887892  58.25112108] ; [11.25112108  1.74887892],0
u2,1,0.34582,0.888736,[66 42] ; [2 3],[64.99115044 43.00884956] ; [3.00884956 1.99115044],0
d4,1,0.377875,0.777605,[371  62] ; [10  3],[369.89461883  63.10538117] ; [11.10538117  1.89461883],0
d2,1,0.475854,0.508351,[243 190] ; [6 7],[241.74215247 191.25784753] ; [7.25784753 5.74215247],0
p12,1,0.541806,0.372203,[ 44 389] ; [ 2 11],[ 44.65919283 388.34080717] ; [ 1.34080717 11.65919283],0
b3,1,0.551518,0.354606,[109 168] ; [3 7],[108.09756098 168.90243902] ; [3.90243902 6.09756098],0
b2,1,0.551518,0.354606,[109 168] ; [3 7],[108.09756098 168.90243902] ; [3.90243902 6.09756098],0
a2,1,0.61651,0.250803,[128 306] ; [ 3 10],[127.1901566 306.8098434] ; [3.8098434 9.1901566],0
p1,1,0.654596,0.200154,[ 49 382] ; [ 2 11],[ 49.50675676 381.49324324] ; [ 1.49324324 11.50675676],0
s5,1,0.679543,0.170641,[164 254] ; [4 8],[163.31162791 254.68837209] ; [4.68837209 7.31162791],0
n1,1,0.705717,0.142593,[25 45] ; [2 5],[24.54545455 45.45454545] ; [2.45454545 4.54545455],0
a5,1,0.721663,0.126905,[351  83] ; [10  3],[350.50111857  83.49888143] ; [10.49888143  2.50111857],0
p8,1,0.721956,0.126627,[285 145] ; [8 5],[284.40180587 145.59819413] ; [8.59819413 4.40180587],0
b5,1,0.764682,0.089603,[249 185] ; [8 5],[249.52572707 184.47427293] ; [7.47427293 5.52572707],0
p6,1,0.803816,0.061708,[213 216] ; [6 7],[212.55882353 216.44117647] ; [6.44117647 6.55882353],0
s4,1,0.806402,0.06006,[ 77 350] ; [ 2 11],[ 76.66590909 350.33409091] ; [ 2.33409091 10.66590909],0
a4,1,0.810027,0.057788,[218 214] ; [7 6],[218.42696629 213.57303371] ; [6.57303371 6.42696629],0
