Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.190219,[4 4] ; [54  1],[7.36507937 0.63492063] ; [50.63492063  4.36507937],1
p11,1,1.6e-05,18.605214,[2 6] ; [49  6],[6.47619048 1.52380952] ; [44.52380952 10.47619048],1
a7,1,0.00491,7.912294,[2 6] ; [41 14],[5.46031746 2.53968254] ; [37.53968254 17.46031746],0
p2,1,0.011026,6.46108,[5 3] ; [51  4],[7.11111111 0.88888889] ; [48.88888889  6.11111111],0
v2,1,0.017691,5.626524,[1 7] ; [31 23],[4.12903226 3.87096774] ; [27.87096774 26.12903226],0
a5,1,0.03291,4.550476,[3 5] ; [41 14],[5.58730159 2.41269841] ; [38.41269841 16.58730159],0
d4,1,0.047994,3.910203,[5 3] ; [48  6],[6.83870968 1.16129032] ; [46.16129032  7.83870968],0
a3,1,0.062681,3.465,[4 4] ; [44 11],[6.0952381 1.9047619] ; [41.9047619 13.0952381],0
a6,1,0.06919,3.302132,[2 6] ; [32 22],[4.38709677 3.61290323] ; [29.61290323 24.38709677],0
r2,1,0.107369,2.59253,[7 1] ; [54  1],[7.74603175 0.25396825] ; [53.25396825  1.74603175],0
p8,1,0.110051,2.553493,[5 3] ; [47  8],[6.6031746 1.3968254] ; [45.3968254  9.6031746],0
s1,1,0.110495,2.547129,[2 6] ; [ 4 51],[0.76190476 7.23809524] ; [ 5.23809524 49.76190476],0
d1,1,0.15103,2.061818,[4 4] ; [41 14],[5.71428571 2.28571429] ; [39.28571429 15.71428571],0
v1,1,0.161517,1.95997,[4 4] ; [40 14],[5.67741935 2.32258065] ; [38.32258065 15.67741935],0
p7,1,0.183775,1.766827,[5 3] ; [43  9],[6.4 1.6] ; [41.6 10.4],0
b1,1,0.19176,1.704042,[5 3] ; [21 34],[3.3015873 4.6984127] ; [22.6984127 32.3015873],0
b5,1,0.19176,1.704042,[5 3] ; [21 34],[3.3015873 4.6984127] ; [22.6984127 32.3015873],0
b4,1,0.201477,1.631634,[6 2] ; [28 27],[4.31746032 3.68253968] ; [29.68253968 25.31746032],0
p6,1,0.203241,1.618931,[4 4] ; [39 15],[5.5483871 2.4516129] ; [37.4516129 16.5483871],0
d2,1,0.206576,1.595264,[3 5] ; [33 21],[4.64516129 3.35483871] ; [31.35483871 22.64516129],0
s5,1,0.21173,1.559556,[4 4] ; [36 14],[5.51724138 2.48275862] ; [34.48275862 15.51724138],0
n6,1,0.279226,1.170852,[7 1] ; [52  2],[7.61290323 0.38709677] ; [51.38709677  2.61290323],0
s8,1,0.346356,0.886761,[5 3] ; [42 12],[6.06451613 1.93548387] ; [40.93548387 13.06451613],0
b3,1,0.447019,0.578198,[2 5] ; [18 23],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
b2,1,0.447019,0.578198,[2 5] ; [18 23],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
s2,1,0.449605,0.571647,[6 2] ; [47  8],[6.73015873 1.26984127] ; [46.26984127  8.73015873],0
p4,1,0.455572,0.556753,[7 1] ; [51  3],[7.48387097 0.51612903] ; [50.51612903  3.48387097],0
d5,1,0.464792,0.53433,[6 2] ; [46  8],[6.70967742 1.29032258] ; [45.29032258  8.70967742],0
u3,1,0.474549,0.511364,[3 1] ; [6 5],[2.4 1.6] ; [6.6 4.4],0
a8,1,0.600653,0.274012,[2 6] ; [ 9 43],[1.46666667 6.53333333] ; [ 9.53333333 42.46666667],0
a4,1,0.604338,0.268502,[3 5] ; [26 29],[3.68253968 4.31746032] ; [25.31746032 29.68253968],0
u1,1,0.646328,0.210561,[2 6] ; [10 45],[1.52380952 6.47619048] ; [10.47619048 44.52380952],0
p3,1,0.66498,0.187531,[6 2] ; [44 10],[6.4516129 1.5483871] ; [43.5483871 10.4516129],0
v3,1,0.693318,0.155516,[4 4] ; [31 23],[4.51612903 3.48387097] ; [30.48387097 23.51612903],0
p1,1,0.789034,0.071591,[3 5] ; [18 37],[2.66666667 5.33333333] ; [18.33333333 36.66666667],0
s7,1,0.862291,0.030088,[7 1] ; [46  8],[6.83870968 1.16129032] ; [46.16129032  7.83870968],0
d3,1,0.869445,0.027015,[6 2] ; [39 15],[5.80645161 2.19354839] ; [39.19354839 14.80645161],0
u2,1,0.875996,0.024351,[2 2] ; [5 6],[1.86666667 2.13333333] ; [5.13333333 5.86666667],0
a1,1,0.877232,0.023864,[1 7] ; [ 8 47],[1.14285714 6.85714286] ; [ 7.85714286 47.14285714],0
r1,1,0.893575,0.017898,[7 1] ; [49  6],[7.11111111 0.88888889] ; [48.88888889  6.11111111],0
