Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.006793,7.32685,[3 2] ; [41  2],[4.58333333 0.41666667] ; [39.41666667  3.58333333],0
a7,1,0.076547,3.136742,[1 4] ; [27 17],[2.85714286 2.14285714] ; [25.14285714 18.85714286],0
p1,1,0.082915,3.006818,[2 3] ; [ 5 39],[0.71428571 4.28571429] ; [ 6.28571429 37.71428571],0
a6,1,0.107851,2.585436,[1 4] ; [26 19],[2.7 2.3] ; [24.3 20.7],0
s1,1,0.164687,1.930654,[1 4] ; [ 2 43],[0.3 4.7] ; [ 2.7 42.3],0
n3,1,0.201352,1.63254,[1 1] ; [13  2],[1.64705882 0.35294118] ; [12.35294118  2.64705882],0
u2,1,0.377822,0.777778,[2 1] ; [10 15],[1.28571429 1.71428571] ; [10.71428571 14.28571429],0
s3,1,0.451402,0.56713,[1 3] ; [20 25],[1.71428571 2.28571429] ; [19.28571429 25.71428571],0
v2,1,0.466348,0.530615,[1 4] ; [16 28],[1.73469388 3.26530612] ; [15.26530612 28.73469388],0
d5,1,0.466348,0.530615,[1 4] ; [16 28],[1.73469388 3.26530612] ; [15.26530612 28.73469388],0
p8,1,0.507915,0.438361,[3 2] ; [20 25],[2.3 2.7] ; [20.7 24.3],0
v1,1,0.524324,0.405381,[1 4] ; [15 29],[1.63265306 3.36734694] ; [14.36734694 29.63265306],0
s2,1,0.524324,0.405381,[1 4] ; [15 29],[1.63265306 3.36734694] ; [14.36734694 29.63265306],0
u3,1,0.541193,0.373333,[1 2] ; [13 12],[1.5 1.5] ; [12.5 12.5],0
b2,1,0.542802,0.37037,[1 2] ; [ 5 22],[0.6 2.4] ; [ 5.4 21.6],0
b3,1,0.542802,0.37037,[1 2] ; [ 5 22],[0.6 2.4] ; [ 5.4 21.6],0
r2,1,0.56174,0.3367,[4 1] ; [40  5],[4.4 0.6] ; [39.6  5.4],0
p3,1,0.607011,0.26455,[2 3] ; [13 32],[1.5 3.5] ; [13.5 31.5],0
b4,1,0.705857,0.14245,[3 2] ; [23 22],[2.6 2.4] ; [23.4 21.6],0
d3,1,0.711611,0.136674,[2 3] ; [14 30],[1.63265306 3.36734694] ; [14.36734694 29.63265306],0
p11,1,0.765291,0.089127,[3 2] ; [30 15],[3.3 1.7] ; [29.7 15.3],0
n4,1,0.765291,0.089127,[2 3] ; [15 30],[1.7 3.3] ; [15.3 29.7],0
p10,1,0.782097,0.0765,[3 2] ; [23 20],[2.70833333 2.29166667] ; [23.29166667 19.70833333],0
d2,1,0.797046,0.066138,[1 4] ; [ 7 38],[0.8 4.2] ; [ 7.2 37.8],0
p2,1,0.805396,0.060698,[4 1] ; [33 11],[3.7755102 1.2244898] ; [33.2244898 10.7755102],0
p7,1,0.816253,0.053994,[3 2] ; [24 20],[2.75510204 2.24489796] ; [24.24489796 19.75510204],0
n6,1,0.844283,0.03858,[3 2] ; [29 16],[3.2 1.8] ; [28.8 16.2],0
a3,1,0.849361,0.036075,[2 3] ; [20 25],[2.2 2.8] ; [19.8 25.2],0
b5,1,0.922632,0.009432,[3 2] ; [28 17],[3.1 1.9] ; [27.9 17.1],0
p4,1,0.923909,0.009122,[2 3] ; [19 26],[2.1 2.9] ; [18.9 26.1],0
b1,1,0.923909,0.009122,[2 3] ; [19 26],[2.1 2.9] ; [18.9 26.1],0
v3,1,0.961336,0.00235,[1 4] ; [ 9 34],[1.04166667 3.95833333] ; [ 8.95833333 34.04166667],0
p9,1,0.968737,0.001536,[3 2] ; [26 18],[2.95918367 2.04081633] ; [26.04081633 17.95918367],0
