Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000805,11.229167,[19  9] ; [14 35],[12. 16.] ; [21. 28.],1
p10,1,0.008363,6.954141,[13 17] ; [ 8 41],[ 7.97468354 22.02531646] ; [13.02531646 35.97468354],0
d5,1,0.018687,5.530574,[27  3] ; [34 17],[22.59259259  7.40740741] ; [38.40740741 12.59259259],0
s2,1,0.027976,4.829518,[21  8] ; [24 27],[16.3125 12.6875] ; [28.6875 22.3125],0
r2,1,0.038954,4.262865,[29  1] ; [41 10],[25.92592593  4.07407407] ; [44.07407407  6.92592593],0
p2,1,0.048022,3.909225,[22  8] ; [26 25],[17.77777778 12.22222222] ; [30.22222222 20.77777778],0
u2,1,0.051181,3.802326,[10  3] ; [ 8 11],[7.3125 5.6875] ; [10.6875  8.3125],0
r4,1,0.062534,3.468864,[27  3] ; [37 14],[23.7037037  6.2962963] ; [40.2962963 10.7037037],0
r1,1,0.099118,2.719684,[26  4] ; [36 15],[22.96296296  7.03703704] ; [39.03703704 11.96296296],0
v3,1,0.133289,2.253775,[14 15] ; [16 35],[10.875 18.125] ; [19.125 31.875],0
d1,1,0.142685,2.148766,[18 12] ; [22 29],[14.81481481 15.18518519] ; [25.18518519 25.81481481],0
n4,1,0.143117,2.144118,[23  7] ; [31 20],[20. 10.] ; [34. 17.],0
b4,1,0.188384,1.730208,[22  8] ; [30 21],[19.25925926 10.74074074] ; [32.74074074 18.25925926],0
n5,1,0.188384,1.730208,[22  8] ; [30 21],[19.25925926 10.74074074] ; [32.74074074 18.25925926],0
v2,1,0.191835,1.703466,[16 13] ; [20 30],[13.21518987 15.78481013] ; [22.78481013 27.21518987],0
p11,1,0.195176,1.678106,[18 12] ; [23 28],[15.18518519 14.81481481] ; [25.81481481 25.18518519],0
s3,1,0.224156,1.477562,[21  8] ; [30 21],[18.4875 10.5125] ; [32.5125 18.4875],0
v4,1,0.233401,1.420017,[28  2] ; [43  8],[26.2962963  3.7037037] ; [44.7037037  6.2962963],0
b1,1,0.240115,1.37992,[21  9] ; [29 22],[18.51851852 11.48148148] ; [31.48148148 19.51851852],0
n3,1,0.27976,1.168254,[2 3] ; [12  6],[3.04347826 1.95652174] ; [10.95652174  7.04347826],0
p1,1,0.28291,1.153059,[ 1 29] ; [ 5 46],[ 2.22222222 27.77777778] ; [ 3.77777778 47.22222222],0
d2,1,0.314583,1.011338,[17 13] ; [23 28],[14.81481481 15.18518519] ; [25.18518519 25.81481481],0
a5,1,0.344063,0.895232,[15 15] ; [31 20],[17.03703704 12.96296296] ; [28.96296296 22.03703704],0
a2,1,0.35684,0.848984,[ 4 26] ; [11 40],[ 5.55555556 24.44444444] ; [ 9.44444444 41.55555556],0
