Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.429004,[394  44] ; [58 32],[374.95454545  63.04545455] ; [77.04545455 12.95454545],1
p8,1,0.0,25.298212,[317 119] ; [41 49],[296.74524715 139.25475285] ; [61.25475285 28.74524715],1
p9,1,6e-06,20.620237,[396  41] ; [66 24],[383.10056926  53.89943074] ; [78.89943074 11.10056926],1
p2,1,0.000444,12.33865,[405  34] ; [73 18],[395.92830189  43.07169811] ; [82.07169811  8.92830189],1
v4,1,0.004992,7.882309,[435   5] ; [85  5],[431.69811321   8.30188679] ; [88.30188679  1.69811321],0
b1,1,0.016384,5.761175,[163 277] ; [46 45],[173.1826742 266.8173258] ; [35.8173258 55.1826742],0
b5,1,0.017134,5.682564,[245 195] ; [63 28],[255.2165725 184.7834275] ; [52.7834275 38.2165725],0
n4,1,0.017731,5.622562,[360  80] ; [63 26],[351.83364839  88.16635161] ; [71.16635161 17.83364839],0
p4,1,0.017815,5.614236,[314 125] ; [53 37],[304.56143667 134.43856333] ; [62.43856333 27.56143667],0
n5,1,0.022925,5.174206,[350  90] ; [61 28],[341.85255198  98.14744802] ; [69.14744802 19.85255198],0
d4,1,0.026051,4.952641,[372  66] ; [67 22],[364.86148008  73.13851992] ; [74.13851992 14.86148008],0
r1,1,0.039833,4.224971,[386  53] ; [71 18],[379.96780303  59.03219697] ; [77.03219697 11.96780303],0
n6,1,0.045994,3.981814,[392  46] ; [73 16],[386.47058824  51.52941176] ; [78.52941176 10.47058824],0
v1,1,0.049875,3.845643,[256 174] ; [44 47],[247.60076775 182.39923225] ; [52.39923225 38.60076775],0
v3,1,0.053309,3.734207,[193 233] ; [30 58],[184.82101167 241.17898833] ; [38.17898833 49.82101167],0
p12,1,0.056635,3.633282,[ 41 397] ; [ 3 88],[ 36.43100189 401.56899811] ; [ 7.56899811 83.43100189],0
v2,1,0.061038,3.50895,[263 162] ; [45 43],[255.16569201 169.83430799] ; [52.83430799 35.16569201],0
s4,1,0.076094,3.146406,[ 67 367] ; [21 70],[ 72.74666667 361.25333333] ; [15.25333333 75.74666667],0
s8,1,0.086553,2.937338,[223 214] ; [37 53],[215.59772296 221.40227704] ; [44.40227704 45.59772296],0
d3,1,0.092116,2.837003,[320 119] ; [57 32],[313.45265152 125.54734848] ; [63.54734848 25.45265152],0
b3,1,0.092491,2.830471,[116 170] ; [13 34],[110.79279279 175.20720721] ; [18.20720721 28.79279279],0
b2,1,0.092491,2.830471,[116 170] ; [13 34],[110.79279279 175.20720721] ; [18.20720721 28.79279279],0
d1,1,0.095579,2.777801,[278 162] ; [49 42],[270.96045198 169.03954802] ; [56.03954802 34.96045198],0
p5,1,0.09562,2.777112,[ 68 370] ; [ 8 83],[ 62.92627599 375.07372401] ; [13.07372401 77.92627599],0
a3,1,0.159446,1.97947,[329 110] ; [61 29],[323.64839319 115.35160681] ; [66.35160681 23.64839319],0
p3,1,0.183391,1.769927,[274 165] ; [50 41],[268.36981132 170.63018868] ; [55.63018868 35.36981132],0
n1,1,0.195533,1.67543,[21 48] ; [10 12],[23.50549451 45.49450549] ; [ 7.49450549 14.50549451],0
u2,1,0.231058,1.434336,[63 47] ; [13 16],[60.14388489 49.85611511] ; [15.85611511 13.14388489],0
s1,1,0.250121,1.322626,[ 10 425] ; [ 4 86],[ 11.6 423.4] ; [ 2.4 87.6],0
n3,1,0.263907,1.248146,[57 13] ; [21  2],[58.70967742 11.29032258] ; [19.29032258  3.70967742],0
s7,1,0.310701,1.027695,[232 191] ; [41 43],[227.76923077 195.23076923] ; [45.23076923 38.76923077],0
p1,1,0.348121,0.880296,[ 43 395] ; [ 6 84],[ 40.64772727 397.35227273] ; [ 8.35227273 81.64772727],0
u3,1,0.373041,0.793508,[61 50] ; [18 10],[63.08633094 47.91366906] ; [15.91366906 12.08633094],0
d2,1,0.405329,0.692459,[213 226] ; [48 42],[216.59546314 222.40453686] ; [44.40453686 45.59546314],0
r3,1,0.410983,0.675955,[435   5] ; [88  2],[434.18867925   5.81132075] ; [88.81132075  1.18867925],0
