Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.364032,[ 18 134] ; [22 24],[ 30.70707071 121.29292929] ; [ 9.29292929 36.70707071],1
b3,1,0.153555,2.036575,[30 56] ; [14 14],[33.19298246 52.80701754] ; [10.80701754 17.19298246],0
s2,1,0.167902,1.901577,[ 15 136] ; [ 8 38],[ 17.62944162 133.37055838] ; [ 5.37055838 40.62944162],0
p12,1,0.195681,1.674319,[  4 149] ; [ 3 42],[  5.40909091 147.59090909] ; [ 1.59090909 43.40909091],0
r3,1,0.195822,1.673265,[123  29] ; [41  5],[125.8989899  26.1010101] ; [38.1010101  7.8989899],0
u1,1,0.212953,1.551236,[ 11 142] ; [ 6 40],[ 13.07035176 139.92964824] ; [ 3.92964824 42.07035176],0
b4,1,0.215494,1.534126,[89 64] ; [22 24],[85.34170854 67.65829146] ; [25.65829146 20.34170854],0
p8,1,0.235402,1.407919,[61 91] ; [23 23],[64.48484848 87.51515152] ; [19.51515152 26.48484848],0
p5,1,0.251303,1.316043,[  9 143] ; [ 5 41],[ 10.74747475 141.25252525] ; [ 3.25252525 42.74747475],0
n4,1,0.262666,1.254653,[96 57] ; [33 13],[99.18090452 53.81909548] ; [29.81909548 16.18090452],0
n3,1,0.299736,1.075368,[27 21] ; [12  5],[28.8 19.2] ; [10.2  6.8],0
b5,1,0.313908,1.014161,[99 54] ; [26 20],[96.10552764 56.89447236] ; [28.89447236 17.10552764],0
d4,1,0.331379,0.943501,[105  48] ; [35 11],[107.63819095  45.36180905] ; [32.36180905 13.63819095],0
a7,1,0.335268,0.928441,[101  51] ; [27 19],[98.26262626 53.73737374] ; [29.73737374 16.26262626],0
d3,1,0.346539,0.886092,[80 71] ; [28 18],[82.78172589 68.21827411] ; [25.21827411 20.78172589],0
a5,1,0.35499,0.855538,[95 58] ; [32 14],[97.64321608 55.35678392] ; [29.35678392 16.64321608],0
r1,1,0.465061,0.533687,[90 62] ; [30 16],[92.12121212 59.87878788] ; [27.87878788 18.12121212],0
s1,1,0.476833,0.506097,[  7 145] ; [ 1 44],[  6.17258883 145.82741117] ; [ 1.82741117 43.17258883],0
n2,1,0.479047,0.501032,[28 23] ; [11  6],[29.25 21.75] ; [9.75 7.25],0
v1,1,0.533288,0.388123,[ 48 105] ; [16 28],[ 49.70558376 103.29441624] ; [14.29441624 29.70558376],0
a2,1,0.616618,0.25065,[ 22 131] ; [ 8 38],[ 23.06532663 129.93467337] ; [ 6.93467337 39.06532663],0
p1,1,0.622737,0.242039,[ 13 140] ; [ 5 41],[ 13.83919598 139.16080402] ; [ 4.16080402 41.83919598],0
r4,1,0.63409,0.226555,[111  42] ; [35 11],[112.25125628  40.74874372] ; [33.74874372 12.25125628],0
p11,1,0.649606,0.206397,[102  51] ; [29 17],[100.71859296  52.28140704] ; [30.28140704 15.71859296],0
u3,1,0.661237,0.192024,[35 34] ; [8 6],[35.74698795 33.25301205] ; [7.25301205 6.74698795],0
d1,1,0.685895,0.163566,[65 88] ; [18 28],[63.81407035 89.18592965] ; [19.18592965 26.81407035],0
d5,1,0.697749,0.150825,[107  45] ; [31 15],[105.93939394  46.06060606] ; [32.06060606 13.93939394],0
d2,1,0.735263,0.114334,[60 91] ; [17 29],[59.02030457 91.97969543] ; [17.97969543 28.02030457],0
b1,1,0.781305,0.077072,[63 90] ; [20 26],[63.81407035 89.18592965] ; [19.18592965 26.81407035],0
a8,1,0.788299,0.072103,[ 15 128] ; [ 4 40],[ 14.52941176 128.47058824] ; [ 4.47058824 39.52941176],0
a1,1,0.81048,0.057508,[  8 145] ; [ 2 44],[  7.68844221 145.31155779] ; [ 2.31155779 43.68844221],0
a4,1,0.859339,0.031405,[54 98] ; [17 29],[54.50505051 97.49494949] ; [16.49494949 29.50505051],0
u2,1,0.922236,0.009529,[34 36] ; [7 7],[34.16666667 35.83333333] ; [6.83333333 7.16666667],0
v4,1,0.975509,0.000943,[130  23] ; [39  7],[129.93467337  23.06532663] ; [39.06532663  6.93467337],0
n5,1,0.991461,0.000115,[99 53] ; [30 16],[99.03030303 52.96969697] ; [29.96969697 16.03030303],0
r2,1,0.998102,6e-06,[128  23] ; [39  7],[128.00507614  22.99492386] ; [38.99492386  7.00507614],0
