Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.015788,5.826331,[44  8] ; [7 6],[40.8 11.2] ; [10.2  2.8],0
r1,1,0.020853,5.339046,[40 11] ; [6 7],[36.65625 14.34375] ; [9.34375 3.65625],0
p10,1,0.026571,4.918469,[44  7] ; [7 5],[41.28571429  9.71428571] ; [9.71428571 2.28571429],0
s8,1,0.033246,4.53306,[33 19] ; [4 9],[29.6 22.4] ; [7.4 5.6],0
n5,1,0.048476,3.893414,[41 10] ; [7 6],[38.25 12.75] ; [9.75 3.25],0
s7,1,0.06107,3.508096,[36 13] ; [6 7],[33.19354839 15.80645161] ; [8.80645161 4.19354839],0
n4,1,0.070394,3.27382,[37 14] ; [6 7],[34.265625 16.734375] ; [8.734375 4.265625],0
s5,1,0.072002,3.236789,[22 30] ; [ 2 11],[19.2 32.8] ; [4.8 8.2],0
v1,1,0.103496,2.65082,[25 27] ; [ 3 10],[22.4 29.6] ; [5.6 7.4],0
r3,1,0.109489,2.561576,[48  4] ; [10  3],[46.4  5.6] ; [11.6  1.4],0
a4,1,0.141032,2.166667,[14 38] ; [ 1 12],[12. 40.] ; [ 3. 10.],0
s4,1,0.206073,1.5988,[17 34] ; [ 2 11],[15.140625 35.859375] ; [3.859375 9.140625],0
v4,1,0.21369,1.546247,[48  3] ; [10  2],[46.95238095  4.04761905] ; [11.04761905  0.95238095],0
v3,1,0.226611,1.462005,[18 34] ; [ 2 10],[16.25 35.75] ; [3.75 8.25],0
u3,1,0.23099,1.434756,[12 10] ; [2 5],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
u2,1,0.271455,1.20938,[ 8 14] ; [1 6],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
s3,1,0.294938,1.096942,[45  6] ; [10  3],[43.828125  7.171875] ; [11.171875  1.828125],0
b1,1,0.314031,1.013645,[20 32] ; [7 6],[21.6 30.4] ; [5.4 7.6],0
a5,1,0.314031,1.013645,[32 20] ; [6 7],[30.4 21.6] ; [7.6 5.4],0
d5,1,0.314787,1.010484,[30 22] ; [5 7],[28.4375 23.5625] ; [6.5625 5.4375],0
n1,1,0.322888,0.977211,[5 9] ; [2 1],[5.76470588 8.23529412] ; [1.23529412 1.76470588],0
p7,1,0.357427,0.846915,[31 20] ; [9 3],[32.38095238 18.61904762] ; [7.61904762 4.38095238],0
p4,1,0.385205,0.754025,[27 25] ; [5 8],[25.6 26.4] ; [6.4 6.6],0
d2,1,0.38769,0.746173,[14 38] ; [ 2 11],[12.8 39.2] ; [3.2 9.8],0
a7,1,0.388942,0.742249,[33 19] ; [6 6],[31.6875 20.3125] ; [7.3125 4.6875],0
p2,1,0.3892,0.74144,[37 15] ; [10  2],[38.1875 13.8125] ; [8.8125 3.1875],0
n6,1,0.390098,0.738636,[45  7] ; [10  3],[44.  8.] ; [11.  2.],0
p1,1,0.44025,0.595632,[ 9 43] ; [ 1 11],[ 8.125 43.875] ; [ 1.875 10.125],0
a3,1,0.454121,0.560345,[30 22] ; [6 7],[28.8 23.2] ; [7.2 5.8],0
r4,1,0.50823,0.43771,[44  8] ; [10  3],[43.2  8.8] ; [10.8  2.2],0
b5,1,0.533931,0.386905,[29 23] ; [6 7],[28. 24.] ; [7. 6.],0
r2,1,0.565846,0.329682,[49  2] ; [12  1],[48.609375  2.390625] ; [12.390625  0.609375],0
a8,1,0.615378,0.252418,[ 7 40] ; [ 1 10],[ 6.48275862 40.51724138] ; [1.51724138 9.48275862],0
p6,1,0.697203,0.151398,[19 33] ; [4 9],[18.4 33.6] ; [4.6 8.4],0
b2,1,0.753799,0.098366,[ 6 28] ; [2 7],[ 6.3255814 27.6744186] ; [1.6744186 7.3255814],0
b3,1,0.753799,0.098366,[ 6 28] ; [2 7],[ 6.3255814 27.6744186] ; [1.6744186 7.3255814],0
v2,1,0.760573,0.092859,[22 29] ; [5 8],[21.515625 29.484375] ; [5.484375 7.515625],0
d3,1,0.789383,0.071349,[15 37] ; [3 9],[14.625 37.375] ; [3.375 8.625],0
d1,1,0.796356,0.066598,[ 3 49] ; [ 1 12],[ 3.2 48.8] ; [ 0.8 12.2],0
u1,1,0.796356,0.066598,[ 3 49] ; [ 1 12],[ 3.2 48.8] ; [ 0.8 12.2],0
p8,1,0.801273,0.063353,[22 30] ; [5 8],[21.6 30.4] ; [5.4 7.6],0
a6,1,0.801273,0.063353,[30 22] ; [8 5],[30.4 21.6] ; [7.6 5.4],0
b4,1,0.804058,0.061553,[26 26] ; [7 6],[26.4 25.6] ; [6.6 6.4],0
p3,1,0.834776,0.043505,[19 33] ; [4 8],[18.6875 33.3125] ; [4.3125 7.6875],0
p11,1,0.891541,0.018593,[37 15] ; [9 4],[36.8 15.2] ; [9.2 3.8],0
