Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-05,17.433665,[26  1] ; [25 26],[17.65384615  9.34615385] ; [33.34615385 17.65384615],1
s6,1,3.8e-05,16.98958,[18  9] ; [10 41],[ 9.69230769 17.30769231] ; [18.30769231 32.69230769],1
d5,1,0.000716,11.44619,[26  2] ; [28 22],[19.38461538  8.61538462] ; [34.61538462 15.38461538],1
s2,1,0.003784,8.384595,[15 13] ; [11 40],[ 9.21518987 18.78481013] ; [16.78481013 34.21518987],0
p6,1,0.005643,7.660844,[ 9 16] ; [ 5 46],[ 4.60526316 20.39473684] ; [ 9.39473684 41.60526316],0
d1,1,0.008069,7.018151,[18 10] ; [17 34],[12.40506329 15.59493671] ; [22.59493671 28.40506329],0
r4,1,0.010046,6.626725,[20  8] ; [21 30],[14.53164557 13.46835443] ; [26.46835443 24.53164557],0
v1,1,0.012563,6.229589,[15 13] ; [13 38],[ 9.92405063 18.07594937] ; [18.07594937 32.92405063],0
p8,1,0.015191,5.894182,[10 16] ; [ 7 43],[ 5.81578947 20.18421053] ; [11.18421053 38.81578947],0
d4,1,0.01573,5.832825,[25  3] ; [32 18],[20.46153846  7.53846154] ; [36.53846154 13.46153846],0
r1,1,0.016288,5.771496,[22  6] ; [26 25],[17.01265823 10.98734177] ; [30.98734177 20.01265823],0
p4,1,0.020395,5.377769,[12 15] ; [10 41],[ 7.61538462 19.38461538] ; [14.38461538 36.61538462],0
d3,1,0.025833,4.967188,[21  7] ; [24 25],[16.36363636 11.63636364] ; [28.63636364 20.36363636],0
v4,1,0.034864,4.451826,[23  5] ; [30 21],[18.78481013  9.21518987] ; [34.21518987 16.78481013],0
s8,1,0.035117,4.439453,[ 7 21] ; [ 4 47],[ 3.89873418 24.10126582] ; [ 7.10126582 43.89873418],0
a5,1,0.036999,4.350475,[20  8] ; [24 27],[15.59493671 12.40506329] ; [28.40506329 22.59493671],0
s7,1,0.055776,3.658731,[ 9 15] ; [ 8 39],[ 5.74647887 18.25352113] ; [11.25352113 35.74647887],0
p7,1,0.06706,3.353551,[12 14] ; [13 38],[ 8.44155844 17.55844156] ; [16.55844156 34.44155844],0
v3,1,0.071735,3.242861,[10 16] ; [ 9 38],[ 6.76712329 19.23287671] ; [12.23287671 34.76712329],0
u2,1,0.100582,2.696287,[7 2] ; [ 9 11],[4.96551724 4.03448276] ; [11.03448276  8.96551724],0
s1,1,0.16516,1.926331,[ 1 26] ; [ 7 44],[ 2.76923077 24.23076923] ; [ 5.23076923 45.76923077],0
s4,1,0.172842,1.858121,[ 8 20] ; [ 8 43],[ 5.67088608 22.32911392] ; [10.32911392 40.67088608],0
b1,1,0.202793,1.622145,[14 14] ; [33 18],[16.65822785 11.34177215] ; [30.34177215 20.65822785],0
p2,1,0.225548,1.468721,[15 12] ; [21 30],[12.46153846 14.53846154] ; [23.53846154 27.46153846],0
u1,1,0.235584,1.406827,[ 3 25] ; [ 2 49],[ 1.7721519 26.2278481] ; [ 3.2278481 47.7721519],0
s5,1,0.237427,1.395804,[ 7 18] ; [ 8 41],[ 5.06756757 19.93243243] ; [ 9.93243243 39.06756757],0
p3,1,0.239558,1.383192,[10 16] ; [13 38],[ 7.76623377 18.23376623] ; [15.23376623 35.76623377],0
b4,1,0.289998,1.11963,[13 15] ; [30 21],[15.24050633 12.75949367] ; [27.75949367 23.24050633],0
n5,1,0.314924,1.00991,[ 9 18] ; [23 28],[11.07692308 15.92307692] ; [20.92307692 30.07692308],0
n1,1,0.37095,0.800481,[ 3 10] ; [ 9 15],[4.21621622 8.78378378] ; [ 7.78378378 16.21621622],0
n3,1,0.391504,0.734266,[9 4] ; [12 10],[7.8 5.2] ; [13.2  8.8],0
r2,1,0.406957,0.687673,[24  4] ; [39 11],[22.61538462  5.38461538] ; [40.38461538  9.61538462],0
a2,1,0.436644,0.605086,[ 7 21] ; [ 9 42],[ 5.67088608 22.32911392] ; [10.32911392 40.67088608],0
d2,1,0.521034,0.411846,[15 13] ; [23 27],[13.64102564 14.35897436] ; [24.35897436 25.64102564],0
a7,1,0.53272,0.389201,[19  9] ; [31 20],[17.72151899 10.27848101] ; [32.27848101 18.72151899],0
u3,1,0.598702,0.276958,[5 4] ; [ 9 11],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
n4,1,0.599543,0.275685,[12 16] ; [25 26],[13.11392405 14.88607595] ; [23.88607595 27.11392405],0
a3,1,0.604955,0.267588,[19  9] ; [31 19],[17.94871795 10.05128205] ; [32.05128205 17.94871795],0
p5,1,0.653794,0.201151,[ 1 26] ; [ 1 49],[ 0.7012987 26.2987013] ; [ 1.2987013 48.7012987],0
p1,1,0.690539,0.158502,[ 2 26] ; [ 5 46],[ 2.48101266 25.51898734] ; [ 4.51898734 46.48101266],0
s3,1,0.705161,0.143159,[13 15] ; [21 29],[12.20512821 15.79487179] ; [21.79487179 28.20512821],0
a8,1,0.760509,0.092911,[ 2 24] ; [ 5 46],[ 2.36363636 23.63636364] ; [ 4.63636364 46.36363636],0
p10,1,0.817914,0.053005,[ 9 16] ; [17 34],[ 8.55263158 16.44736842] ; [17.44736842 33.55263158],0
b5,1,0.825498,0.048611,[13 15] ; [25 26],[13.46835443 14.53164557] ; [24.53164557 26.46835443],0
b2,1,0.886427,0.020399,[ 5 10] ; [10 22],[ 4.78723404 10.21276596] ; [10.21276596 21.78723404],0
b3,1,0.886427,0.020399,[ 5 10] ; [10 22],[ 4.78723404 10.21276596] ; [10.21276596 21.78723404],0
a6,1,0.910853,0.012536,[17 11] ; [31 19],[17.23076923 10.76923077] ; [30.76923077 19.23076923],0
p9,1,0.943164,0.005083,[11 14] ; [22 29],[10.85526316 14.14473684] ; [22.14473684 28.85526316],0
a4,1,0.980811,0.000579,[12 16] ; [22 29],[12.05063291 15.94936709] ; [21.94936709 29.05063291],0
n2,1,0.9851,0.000349,[6 7] ; [11 13],[5.97297297 7.02702703] ; [11.02702703 12.97297297],0
