Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,26.681097,[36  5] ; [ 5 17],[26.68253968 14.31746032] ; [14.31746032  7.68253968],1
v2,1,0.000535,11.990893,[30  9] ; [ 7 15],[23.6557377 15.3442623] ; [13.3442623  8.6557377],1
p11,1,0.000707,11.471088,[31 10] ; [ 7 15],[24.73015873 16.26984127] ; [13.26984127  8.73015873],1
s7,1,0.003737,8.407521,[21 16] ; [ 4 18],[15.6779661 21.3220339] ; [ 9.3220339 12.6779661],0
s8,1,0.006246,7.477934,[20 20] ; [ 3 18],[15.08196721 24.91803279] ; [ 7.91803279 13.08196721],0
n4,1,0.016689,5.728821,[31 10] ; [10 12],[26.68253968 14.31746032] ; [14.31746032  7.68253968],0
v4,1,0.030939,4.656319,[38  3] ; [16  6],[35.14285714  5.85714286] ; [18.85714286  3.14285714],0
a7,1,0.048892,3.879072,[29 12] ; [10 12],[25.38095238 15.61904762] ; [13.61904762  8.38095238],0
d3,1,0.049059,3.87333,[22 18] ; [ 6 15],[18.36065574 21.63934426] ; [ 9.63934426 11.36065574],0
n5,1,0.052653,3.754909,[32  9] ; [12 10],[28.63492063 12.36507937] ; [15.36507937  6.63492063],0
n6,1,0.058517,3.578915,[32  8] ; [12  9],[28.85245902 11.14754098] ; [15.14754098  5.85245902],0
d1,1,0.065846,3.383663,[23 18] ; [ 7 15],[19.52380952 21.47619048] ; [10.47619048 11.52380952],0
b1,1,0.065846,3.383663,[18 23] ; [15  7],[21.47619048 19.52380952] ; [11.52380952 10.47619048],0
r3,1,0.086366,2.940833,[39  2] ; [18  4],[37.0952381  3.9047619] ; [19.9047619  2.0952381],0
v1,1,0.09731,2.749094,[22 19] ; [ 7 15],[18.87301587 22.12698413] ; [10.12698413 11.87301587],0
a3,1,0.116922,2.458072,[27 14] ; [10 12],[24.07936508 16.92063492] ; [12.92063492  9.07936508],0
s2,1,0.127665,2.320675,[25 16] ; [ 9 13],[22.12698413 18.87301587] ; [11.87301587 10.12698413],0
r4,1,0.132885,2.258478,[36  5] ; [16  6],[33.84126984  7.15873016] ; [18.15873016  3.84126984],0
r1,1,0.134914,2.235033,[30 11] ; [12 10],[27.33333333 13.66666667] ; [14.66666667  7.33333333],0
s4,1,0.140415,2.173406,[10 31] ; [ 2 20],[ 7.80952381 33.19047619] ; [ 4.19047619 17.80952381],0
v3,1,0.189152,1.724213,[15 26] ; [ 4 16],[12.7704918 28.2295082] ; [ 6.2295082 13.7704918],0
s1,1,0.19083,1.711197,[ 3 38] ; [ 4 18],[ 4.55555556 36.44444444] ; [ 2.44444444 19.55555556],0
a4,1,0.264731,1.243845,[17 24] ; [ 6 16],[14.96825397 26.03174603] ; [ 8.03174603 13.96825397],0
p8,1,0.326985,0.960801,[21 20] ; [ 8 13],[19.17741935 21.82258065] ; [ 9.82258065 11.17741935],0
a6,1,0.354971,0.855607,[24 16] ; [10 11],[22.29508197 17.70491803] ; [11.70491803  9.29508197],0
r2,1,0.357841,0.845455,[36  4] ; [18  4],[34.83870968  5.16129032] ; [19.16129032  2.83870968],0
s5,1,0.369874,0.804088,[14 26] ; [ 5 16],[12.45901639 27.54098361] ; [ 6.54098361 14.45901639],0
d5,1,0.395875,0.720821,[29 11] ; [13  8],[27.54098361 12.45901639] ; [14.45901639  6.54098361],0
s3,1,0.401353,0.704268,[25 16] ; [11 11],[23.42857143 17.57142857] ; [12.57142857  9.42857143],0
s6,1,0.401919,0.702577,[26 15] ; [11 10],[24.46774194 16.53225806] ; [12.53225806  8.46774194],0
u2,1,0.495354,0.464876,[7 7] ; [4 7],[6.16 7.84] ; [4.84 6.16],0
b4,1,0.534645,0.385555,[22 19] ; [10 12],[20.82539683 20.17460317] ; [11.17460317 10.82539683],0
