Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.8e-05,17.558313,[26 33] ; [ 7 58],[15.7016129 43.2983871] ; [17.2983871 47.7016129],1
r3,1,0.000115,14.869832,[61  1] ; [51 17],[53.41538462  8.58461538] ; [58.58461538  9.41538462],1
d5,1,0.001777,9.766785,[58  5] ; [48 20],[50.97709924 12.02290076] ; [55.02290076 12.97709924],0
v1,1,0.004991,7.882698,[35 27] ; [21 45],[27.125 34.875] ; [28.875 37.125],0
a5,1,0.016069,5.795313,[47 16] ; [37 31],[40.39694656 22.60305344] ; [43.60305344 24.39694656],0
d1,1,0.022284,5.223468,[43 20] ; [33 35],[36.54961832 26.45038168] ; [39.45038168 28.54961832],0
s6,1,0.022909,5.175389,[37 25] ; [27 41],[30.52307692 31.47692308] ; [33.47692308 34.52307692],0
r1,1,0.024228,5.078255,[51 11] ; [44 24],[45.30769231 16.69230769] ; [49.69230769 18.30769231],0
a3,1,0.075233,3.164991,[48 15] ; [42 26],[43.28244275 19.71755725] ; [46.71755725 21.28244275],0
r4,1,0.091133,2.854254,[50 13] ; [45 23],[45.6870229 17.3129771] ; [49.3129771 18.6870229],0
b1,1,0.099813,2.708531,[28 35] ; [40 28],[32.70229008 30.29770992] ; [35.29770992 32.70229008],0
s7,1,0.135907,2.223695,[23 36] ; [16 45],[19.175 39.825] ; [19.825 41.175],0
d3,1,0.181304,1.7869,[50 13] ; [47 21],[46.64885496 16.35114504] ; [50.35114504 17.64885496],0
n3,1,0.18384,1.766308,[13  6] ; [10 11],[10.925  8.075] ; [12.075  8.925],0
u2,1,0.210482,1.568106,[13  2] ; [18  8],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
s2,1,0.236406,1.401896,[29 34] ; [24 43],[25.68461538 37.31538462] ; [27.31538462 39.68461538],0
p4,1,0.246121,1.345188,[28 33] ; [24 43],[24.78125 36.21875] ; [27.21875 39.78125],0
a1,1,0.288036,1.128777,[ 2 61] ; [ 5 63],[ 3.36641221 59.63358779] ; [ 3.63358779 64.36641221],0
a7,1,0.291937,1.110667,[47 16] ; [45 23],[44.24427481 18.75572519] ; [47.75572519 20.24427481],0
n2,1,0.325792,0.965552,[14  5] ; [13  9],[12.51219512  6.48780488] ; [14.48780488  7.51219512],0
p8,1,0.338648,0.915543,[23 36] ; [21 47],[20.44094488 38.55905512] ; [23.55905512 44.44094488],0
a4,1,0.353965,0.859192,[21 42] ; [28 40],[23.5648855 39.4351145] ; [25.4351145 42.5648855],0
p11,1,0.394862,0.723918,[38 25] ; [36 32],[35.58778626 27.41221374] ; [38.41221374 29.58778626],0
n5,1,0.414392,0.666166,[26 37] ; [23 44],[23.74615385 39.25384615] ; [25.25384615 41.74615385],0
p9,1,0.437324,0.603294,[41 19] ; [42 26],[38.90625 21.09375] ; [44.09375 23.90625],0
v4,1,0.459791,0.546403,[54  9] ; [55 13],[52.41984733 10.58015267] ; [56.58015267 11.41984733],0
p3,1,0.469429,0.523321,[24 36] ; [23 45],[22.03125 37.96875] ; [24.96875 43.03125],0
s1,1,0.484402,0.488937,[ 2 58] ; [ 4 63],[ 2.83464567 57.16535433] ; [ 3.16535433 63.83464567],0
s3,1,0.498233,0.458699,[32 30] ; [38 28],[33.90625 28.09375] ; [36.09375 29.90625],0
b3,1,0.526604,0.40094,[11 24] ; [11 33],[ 9.74683544 25.25316456] ; [12.25316456 31.74683544],0
b2,1,0.526604,0.40094,[11 24] ; [11 33],[ 9.74683544 25.25316456] ; [12.25316456 31.74683544],0
p10,1,0.558386,0.342507,[36 23] ; [38 30],[34.37795276 24.62204724] ; [39.62204724 28.37795276],0
p2,1,0.559397,0.340749,[43 18] ; [44 23],[41.4609375 19.5390625] ; [45.5390625 21.4609375],0
r2,1,0.573582,0.316725,[54  8] ; [56 11],[52.86821705  9.13178295] ; [57.13178295  9.86821705],0
b4,1,0.582965,0.301466,[35 28] ; [41 27],[36.54961832 26.45038168] ; [39.45038168 28.54961832],0
b5,1,0.597243,0.279175,[37 26] ; [43 25],[38.47328244 24.52671756] ; [41.52671756 26.47328244],0
a2,1,0.600332,0.274495,[ 9 54] ; [12 56],[10.09923664 52.90076336] ; [10.90076336 57.09923664],0
p5,1,0.606792,0.264872,[ 4 58] ; [ 3 65],[ 3.33846154 58.66153846] ; [ 3.66153846 64.33846154],0
n1,1,0.622461,0.242424,[ 6 12] ; [ 9 13],[ 6.75 11.25] ; [ 8.25 13.75],0
