Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.985879,[37 65] ; [37  6],[52.05517241 49.94482759] ; [21.94482759 21.05517241],1
s8,1,3.7e-05,16.998075,[22 82] ; [24 19],[32.54421769 71.45578231] ; [13.45578231 29.54421769],1
p3,1,7.1e-05,15.785019,[31 73] ; [28 15],[41.7414966 62.2585034] ; [17.2585034 25.7414966],1
s7,1,8.5e-05,15.45232,[29 68] ; [27 14],[39.36231884 57.63768116] ; [16.63768116 24.36231884],1
p8,1,0.000491,12.149252,[33 71] ; [27 16],[42.44897959 61.55102041] ; [17.55102041 25.44897959],1
s6,1,0.000525,12.024341,[44 59] ; [30 10],[53.3006993 49.6993007] ; [20.6993007 19.3006993],1
s2,1,0.000707,11.470372,[25 77] ; [23 20],[33.76551724 68.23448276] ; [14.23448276 28.76551724],1
p4,1,0.001425,10.173657,[37 65] ; [28 15],[45.72413793 56.27586207] ; [19.27586207 23.72413793],0
s5,1,0.002656,9.029928,[20 80] ; [18 22],[27.14285714 72.85714286] ; [10.85714286 29.14285714],0
d1,1,0.00288,8.881725,[33 71] ; [25 18],[41.03401361 62.96598639] ; [16.96598639 26.03401361],0
p10,1,0.006347,7.44916,[54 49] ; [33 10],[61.37671233 41.62328767] ; [25.62328767 17.37671233],0
p9,1,0.008031,7.026449,[59 42] ; [35  8],[65.93055556 35.06944444] ; [28.06944444 14.93055556],0
p2,1,0.00841,6.944101,[61 43] ; [35  8],[67.91836735 36.08163265] ; [28.08163265 14.91836735],0
r4,1,0.008749,6.873322,[67 37] ; [37  6],[73.57823129 30.42176871] ; [30.42176871 12.57823129],0
r3,1,0.009373,6.750311,[77 27] ; [40  3],[82.7755102 21.2244898] ; [34.2244898  8.7755102],0
s3,1,0.010683,6.517275,[40 61] ; [27 16],[46.99305556 54.00694444] ; [20.00694444 22.99305556],0
d5,1,0.017205,5.675339,[58 46] ; [33 10],[64.38095238 39.61904762] ; [26.61904762 16.38095238],0
b4,1,0.019789,5.430377,[63 41] ; [17 26],[56.59863946 47.40136054] ; [23.40136054 19.59863946],0
s4,1,0.023086,5.162006,[17 87] ; [14 28],[22.08219178 81.91780822] ; [ 8.91780822 33.08219178],0
r2,1,0.025576,4.984487,[79 23] ; [40  3],[83.71034483 18.28965517] ; [35.28965517  7.71034483],0
v4,1,0.027083,4.885516,[80 23] ; [40  3],[84.65753425 18.34246575] ; [35.34246575  7.65753425],0
p5,1,0.055214,3.67562,[ 5 99] ; [ 6 37],[ 7.78231293 96.21768707] ; [ 3.21768707 39.78231293],0
p1,1,0.117674,2.448008,[ 8 96] ; [ 7 36],[10.6122449 93.3877551] ; [ 4.3877551 38.6122449],0
d3,1,0.134544,2.239272,[37 67] ; [21 22],[41.03401361 62.96598639] ; [16.96598639 26.03401361],0
r1,1,0.157273,2.000249,[57 47] ; [29 14],[60.84353741 43.15646259] ; [25.15646259 17.84353741],0
u1,1,0.184636,1.75991,[  4 100] ; [ 4 39],[ 5.65986395 98.34013605] ; [ 2.34013605 40.65986395],0
p11,1,0.199838,1.64356,[66 38] ; [32 11],[69.33333333 34.66666667] ; [28.66666667 14.33333333],0
v3,1,0.218751,1.512549,[19 80] ; [12 30],[21.76595745 77.23404255] ; [ 9.23404255 32.76595745],0
a4,1,0.244296,1.355634,[35 68] ; [19 24],[38.09589041 64.90410959] ; [15.90410959 27.09589041],0
u2,1,0.266105,1.236715,[21 25] ; [11  7],[23. 23.] ; [9. 9.],0
d2,1,0.268687,1.22344,[42 60] ; [22 21],[45.02068966 56.97931034] ; [18.97931034 24.02068966],0
n6,1,0.286001,1.13835,[76 28] ; [35  8],[78.53061224 25.46938776] ; [32.46938776 10.53061224],0
u3,1,0.344484,0.893671,[15 32] ; [ 8 10],[16.63076923 30.36923077] ; [ 6.36923077 11.63076923],0
n3,1,0.345429,0.890177,[21 19] ; [10  5],[22.54545455 17.45454545] ; [8.45454545 6.54545455],0
p12,1,0.398671,0.712332,[  4 100] ; [ 3 39],[ 4.98630137 99.01369863] ; [ 2.01369863 39.98630137],0
d4,1,0.410048,0.678661,[62 41] ; [29 14],[64.19863014 38.80136986] ; [26.80136986 16.19863014],0
a1,1,0.417471,0.657424,[  4 100] ; [ 3 40],[ 4.95238095 99.04761905] ; [ 2.04761905 40.95238095],0
a6,1,0.497541,0.460178,[45 59] ; [16 27],[43.15646259 60.84353741] ; [17.84353741 25.15646259],0
a5,1,0.497541,0.460178,[59 45] ; [27 16],[60.84353741 43.15646259] ; [25.15646259 17.84353741],0
u4,1,0.516054,0.421771,[  1 103] ; [ 1 42],[  1.41496599 102.58503401] ; [ 0.58503401 42.41496599],0
b5,1,0.592992,0.285696,[41 63] ; [19 24],[42.44897959 61.55102041] ; [17.55102041 25.44897959],0
n5,1,0.622124,0.242893,[70 33] ; [31 12],[71.25342466 31.74657534] ; [29.74657534 13.25342466],0
n4,1,0.647231,0.209409,[71 33] ; [31 12],[72.16326531 31.83673469] ; [29.83673469 13.16326531],0
a8,1,0.668506,0.183355,[ 9 87] ; [ 3 39],[ 8.34782609 87.65217391] ; [ 3.65217391 38.34782609],0
a3,1,0.711364,0.136918,[57 47] ; [25 18],[58.01360544 45.98639456] ; [23.98639456 19.01360544],0
b1,1,0.733496,0.115926,[50 54] ; [22 21],[50.93877551 53.06122449] ; [21.06122449 21.93877551],0
s1,1,0.776298,0.080739,[ 6 97] ; [ 2 41],[ 5.64383562 97.35616438] ; [ 2.35616438 40.64383562],0
a2,1,0.785739,0.073901,[ 6 98] ; [ 2 41],[ 5.65986395 98.34013605] ; [ 2.34013605 40.65986395],0
n2,1,0.787972,0.072331,[27 16] ; [10  5],[27.43103448 15.56896552] ; [9.56896552 5.43103448],0
b2,1,0.840519,0.040493,[19 38] ; [10 22],[18.57303371 38.42696629] ; [10.42696629 21.57303371],0
b3,1,0.840519,0.040493,[19 38] ; [10 22],[18.57303371 38.42696629] ; [10.42696629 21.57303371],0
v2,1,0.906497,0.013797,[28 71] ; [12 29],[28.28571429 70.71428571] ; [11.71428571 29.28571429],0
n1,1,1.0,0.0,[14 28] ; [ 5 10],[14. 28.] ; [ 5. 10.],0
