Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,8e-06,19.954392,[37 17] ; [25 59],[24.26086957 29.73913043] ; [37.73913043 46.26086957],1
v3,1,0.000139,14.521414,[25 28] ; [14 69],[15.19852941 37.80147059] ; [23.80147059 59.19852941],1
r3,1,0.000538,11.97861,[52  3] ; [60 25],[44. 11.] ; [68. 17.],1
d4,1,0.000831,11.170386,[46  9] ; [48 37],[36.92857143 18.07142857] ; [57.07142857 27.92857143],1
s2,1,0.001502,10.076296,[29 26] ; [22 62],[20.17985612 34.82014388] ; [30.82014388 53.17985612],0
d5,1,0.001648,9.905701,[43 12] ; [44 41],[34.17857143 20.82142857] ; [52.82142857 32.17857143],0
r1,1,0.005775,7.619061,[43 12] ; [47 38],[35.35714286 19.64285714] ; [54.64285714 30.35714286],0
s8,1,0.008757,6.871817,[24 31] ; [19 65],[17.01438849 37.98561151] ; [25.98561151 58.01438849],0
p10,1,0.014302,6.000473,[38 15] ; [43 42],[31.10869565 21.89130435] ; [49.89130435 35.10869565],0
a3,1,0.020372,5.379726,[42 13] ; [48 36],[35.61151079 19.38848921] ; [54.38848921 29.61151079],0
p9,1,0.025583,4.984007,[40 13] ; [47 36],[33.90441176 19.09558824] ; [53.09558824 29.90441176],0
r4,1,0.028601,4.791444,[45 10] ; [55 30],[39.28571429 15.71428571] ; [60.71428571 24.28571429],0
p7,1,0.031311,4.635816,[30 24] ; [31 53],[23.86956522 30.13043478] ; [37.13043478 46.86956522],0
d1,1,0.031972,4.600014,[26 29] ; [25 60],[20.03571429 34.96428571] ; [30.96428571 54.03571429],0
s7,1,0.037784,4.314727,[24 27] ; [24 58],[18.40601504 32.59398496] ; [29.59398496 52.40601504],0
v4,1,0.039062,4.258178,[50  5] ; [65 19],[45.50359712  9.49640288] ; [69.49640288 14.50359712],0
p11,1,0.048798,3.882272,[43 12] ; [53 32],[37.71428571 17.28571429] ; [58.28571429 26.71428571],0
p3,1,0.059719,3.545161,[19 36] ; [17 67],[14.24460432 40.75539568] ; [21.75539568 62.24460432],0
r2,1,0.075676,3.155409,[51  4] ; [69 15],[47.48201439  7.51798561] ; [72.51798561 11.48201439],0
a5,1,0.112724,2.515613,[39 16] ; [49 36],[34.57142857 20.42857143] ; [53.42857143 31.57142857],0
s5,1,0.15712,2.001732,[18 35] ; [19 64],[14.41911765 38.58088235] ; [22.58088235 60.41911765],0
s6,1,0.161315,1.961853,[29 25] ; [34 48],[25.01470588 28.98529412] ; [37.98529412 44.01470588],0
b3,1,0.163805,1.938746,[19 18] ; [19 33],[15.79775281 21.20224719] ; [22.20224719 29.79775281],0
b2,1,0.163805,1.938746,[19 18] ; [19 33],[15.79775281 21.20224719] ; [22.20224719 29.79775281],0
p2,1,0.171405,1.870615,[39 16] ; [50 34],[35.21582734 19.78417266] ; [53.78417266 30.21582734],0
s4,1,0.191505,1.706004,[ 7 48] ; [18 66],[ 9.89208633 45.10791367] ; [15.10791367 68.89208633],0
b5,1,0.198428,1.653909,[32 23] ; [40 45],[28.28571429 26.71428571] ; [43.71428571 41.28571429],0
n3,1,0.253212,1.305495,[11  4] ; [22 17],[9.16666667 5.83333333] ; [23.83333333 15.16666667],0
n6,1,0.279844,1.167849,[43 11] ; [60 24],[40.30434783 13.69565217] ; [62.69565217 21.30434783],0
p6,1,0.305502,1.050023,[12 41] ; [13 70],[ 9.74264706 43.25735294] ; [15.25735294 67.74264706],0
u2,1,0.375275,0.786123,[6 7] ; [12 25],[4.68 8.32] ; [13.32 23.68],0
n4,1,0.379996,0.770713,[40 14] ; [57 28],[37.68345324 16.31654676] ; [59.31654676 25.68345324],0
a4,1,0.384809,0.755284,[23 32] ; [29 55],[20.57553957 34.42446043] ; [31.42446043 52.57553957],0
n5,1,0.387579,0.746524,[35 19] ; [61 24],[37.29496403 16.70503597] ; [58.70503597 26.29496403],0
u1,1,0.394191,0.725976,[ 2 53] ; [ 6 79],[ 3.14285714 51.85714286] ; [ 4.85714286 80.14285714],0
s3,1,0.427884,0.628559,[28 27] ; [37 47],[25.71942446 29.28057554] ; [39.28057554 44.71942446],0
b4,1,0.456644,0.554109,[32 23] ; [44 41],[29.85714286 25.14285714] ; [46.14285714 38.85714286],0
p8,1,0.530839,0.392786,[15 38] ; [20 65],[13.44202899 39.55797101] ; [21.55797101 63.44202899],0
p5,1,0.545439,0.365552,[ 1 54] ; [ 3 81],[ 1.58273381 53.41726619] ; [ 2.41726619 81.58273381],0
s1,1,0.551504,0.35463,[ 2 53] ; [ 5 80],[ 2.75 52.25] ; [ 4.25 80.75],0
u3,1,0.561523,0.337073,[5 8] ; [11 26],[4.16 8.84] ; [11.84 25.16],0
a2,1,0.658817,0.194964,[ 4 51] ; [ 8 77],[ 4.71428571 50.28571429] ; [ 7.28571429 77.71428571],0
d2,1,0.703032,0.145337,[25 30] ; [35 48],[23.91304348 31.08695652] ; [36.08695652 46.91304348],0
p1,1,0.70544,0.142875,[ 3 52] ; [ 6 79],[ 3.53571429 51.46428571] ; [ 5.46428571 79.53571429],0
a8,1,0.73219,0.11711,[ 5 49] ; [ 6 73],[ 4.46616541 49.53383459] ; [ 6.53383459 72.46616541],0
p12,1,0.783077,0.075796,[ 2 51] ; [ 4 80],[ 2.32116788 50.67883212] ; [ 3.67883212 80.32116788],0
a1,1,0.859808,0.031194,[ 5 50] ; [ 7 78],[ 4.71428571 50.28571429] ; [ 7.28571429 77.71428571],0
b1,1,0.872014,0.025954,[26 29] ; [39 46],[25.53571429 29.46428571] ; [39.46428571 45.53571429],0
a6,1,0.88087,0.02246,[24 31] ; [36 49],[23.57142857 31.42857143] ; [36.42857143 48.57142857],0
n1,1,0.908144,0.013312,[ 5 10] ; [13 28],[ 4.82142857 10.17857143] ; [13.17857143 27.82142857],0
n2,1,0.954621,0.003238,[10  5] ; [27 14],[9.91071429 5.08928571] ; [27.08928571 13.91071429],0
d3,1,0.979005,0.000693,[18 37] ; [28 57],[18.07142857 36.92857143] ; [27.92857143 57.07142857],0
