Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.013541,6.09706,[ 2 27] ; [3 4],[ 4.02777778 24.97222222] ; [0.97222222 6.02777778],0
r1,1,0.023034,5.165917,[11 18] ; [6 1],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
u1,1,0.030888,4.659203,[ 1 28] ; [2 5],[ 2.41666667 26.58333333] ; [0.58333333 6.41666667],0
p12,1,0.030888,4.659203,[ 1 28] ; [2 5],[ 2.41666667 26.58333333] ; [0.58333333 6.41666667],0
a4,1,0.035821,4.405594,[ 8 20] ; [5 2],[10.4 17.6] ; [2.6 4.4],0
d1,1,0.049112,3.871537,[ 9 20] ; [5 2],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
d2,1,0.049112,3.871537,[ 9 20] ; [5 2],[11.27777778 17.72222222] ; [2.72222222 4.27777778],0
a6,1,0.051796,3.782336,[13 16] ; [6 1],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
s7,1,0.068002,3.330612,[ 9 18] ; [5 2],[11.11764706 15.88235294] ; [2.88235294 4.11764706],0
p1,1,0.081187,3.040986,[ 4 25] ; [3 4],[ 5.63888889 23.36111111] ; [1.36111111 5.63888889],0
b1,1,0.136826,2.213294,[16 13] ; [6 1],[17.72222222 11.27777778] ; [4.27777778 2.72222222],0
a5,1,0.136826,2.213294,[16 13] ; [6 1],[17.72222222 11.27777778] ; [4.27777778 2.72222222],0
d5,1,0.18042,1.794158,[17 12] ; [6 1],[18.52777778 10.47222222] ; [4.47222222 2.52777778],0
n1,1,0.196667,1.666955,[5 6] ; [4 1],[6.1875 4.8125] ; [2.8125 2.1875],0
v1,1,0.206463,1.596059,[13 16] ; [5 2],[14.5 14.5] ; [3.5 3.5],0
b4,1,0.233614,1.418719,[18 11] ; [6 1],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
v2,1,0.245952,1.346154,[ 6 22] ; [3 4],[ 7.2 20.8] ; [1.8 5.2],0
v3,1,0.245952,1.346154,[ 6 22] ; [3 4],[ 7.2 20.8] ; [1.8 5.2],0
p8,1,0.270773,1.212829,[14 15] ; [5 2],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
p2,1,0.320988,0.984919,[22  7] ; [4 3],[20.94444444  8.05555556] ; [5.05555556 1.94444444],0
p11,1,0.346373,0.8867,[15 14] ; [5 2],[16.11111111 12.88888889] ; [3.88888889 3.11111111],0
p6,1,0.43115,0.619722,[ 8 21] ; [3 4],[ 8.86111111 20.13888889] ; [2.13888889 4.86111111],0
a7,1,0.433627,0.613089,[16 13] ; [5 2],[16.91666667 12.08333333] ; [4.08333333 2.91666667],0
d3,1,0.433627,0.613089,[16 13] ; [5 2],[16.91666667 12.08333333] ; [4.08333333 2.91666667],0
s5,1,0.466479,0.530303,[ 8 20] ; [3 4],[ 8.8 19.2] ; [2.2 4.8],0
s1,1,0.525521,0.403045,[ 2 27] ; [1 6],[ 2.41666667 26.58333333] ; [0.58333333 6.41666667],0
r2,1,0.526168,0.401786,[23  5] ; [5 2],[22.4  5.6] ; [5.6 1.4],0
n6,1,0.532706,0.389227,[17 12] ; [5 2],[17.72222222 11.27777778] ; [4.27777778 2.72222222],0
s6,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
n3,1,0.589639,0.290909,[6 5] ; [2 3],[5.5 5.5] ; [2.5 2.5],0
s2,1,0.643563,0.214113,[11 18] ; [2 5],[10.47222222 18.52777778] ; [2.52777778 4.47222222],0
n4,1,0.643563,0.214113,[18 11] ; [5 2],[18.52777778 10.47222222] ; [4.47222222 2.52777778],0
p7,1,0.667082,0.185034,[12 16] ; [2 4],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
s3,1,0.678071,0.172306,[11 16] ; [3 3],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
s8,1,0.678863,0.171409,[10 19] ; [3 4],[10.47222222 18.52777778] ; [2.52777778 4.47222222],0
v4,1,0.700803,0.147638,[23  6] ; [6 1],[23.36111111  5.63888889] ; [5.63888889 1.36111111],0
a3,1,0.721761,0.126812,[18 10] ; [5 2],[18.4  9.6] ; [4.6 2.4],0
b2,1,0.738568,0.11139,[ 5 14] ; [2 4],[ 5.32 13.68] ; [1.68 4.32],0
b3,1,0.738568,0.11139,[ 5 14] ; [2 4],[ 5.32 13.68] ; [1.68 4.32],0
r4,1,0.765875,0.08867,[10 19] ; [2 5],[ 9.66666667 19.33333333] ; [2.33333333 4.66666667],0
d4,1,0.765875,0.08867,[19 10] ; [5 2],[19.33333333  9.66666667] ; [4.66666667 2.33333333],0
p4,1,0.796602,0.066434,[15 14] ; [4 3],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
b5,1,0.810366,0.057578,[18 11] ; [4 3],[17.72222222 11.27777778] ; [4.27777778 2.72222222],0
u3,1,0.905581,0.014069,[5 6] ; [1 1],[5.07692308 5.92307692] ; [0.92307692 1.07692308],0
u2,1,0.905581,0.014069,[5 6] ; [1 1],[5.07692308 5.92307692] ; [0.92307692 1.07692308],0
p3,1,0.924978,0.008867,[13 16] ; [3 4],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
