Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,48.134963,[39 23] ; [ 9 82],[19.45098039 42.54901961] ; [28.54901961 62.45098039],1
s2,1,0.0,31.495073,[42 20] ; [20 70],[25.28947368 36.71052632] ; [36.71052632 53.28947368],1
s6,1,3.4e-05,17.170341,[45 16] ; [36 55],[32.50657895 28.49342105] ; [48.49342105 42.50657895],1
a5,1,6.1e-05,16.05983,[49 13] ; [43 49],[37.03896104 24.96103896] ; [54.96103896 37.03896104],1
a3,1,7.7e-05,15.632257,[53  9] ; [50 41],[41.73856209 20.26143791] ; [61.26143791 29.73856209],1
s3,1,9.6e-05,15.222842,[42 20] ; [32 58],[30.18421053 31.81578947] ; [43.81578947 46.18421053],1
d5,1,0.00035,12.78292,[51 11] ; [50 42],[40.66233766 21.33766234] ; [60.33766234 31.66233766],1
n4,1,0.000771,11.310886,[52  9] ; [55 37],[42.66013072 18.33986928] ; [64.33986928 27.66013072],1
p3,1,0.000849,11.129983,[27 35] ; [17 74],[17.83006536 44.16993464] ; [26.16993464 64.83006536],1
p10,1,0.002785,8.943463,[46 16] ; [45 45],[37.11842105 24.88157895] ; [53.88157895 36.11842105],0
n1,1,0.002867,8.890032,[15  9] ; [ 9 28],[ 9.44262295 14.55737705] ; [14.55737705 22.44262295],0
r3,1,0.005024,7.87081,[57  5] ; [68 24],[50.32467532 11.67532468] ; [74.67532468 17.32467532],0
p6,1,0.005586,7.679247,[17 45] ; [ 9 80],[10.67549669 51.32450331] ; [15.32450331 73.67549669],0
p4,1,0.006589,7.381668,[28 34] ; [22 69],[20.26143791 41.73856209] ; [29.73856209 61.26143791],0
b2,1,0.007618,7.121087,[29 23] ; [17 39],[22.14814815 29.85185185] ; [23.85185185 32.14814815],0
b3,1,0.007618,7.121087,[29 23] ; [17 39],[22.14814815 29.85185185] ; [23.85185185 32.14814815],0
v3,1,0.00884,6.854783,[24 35] ; [18 69],[16.97260274 42.02739726] ; [25.02739726 61.97260274],0
u1,1,0.012076,6.299673,[ 6 56] ; [ 1 91],[ 2.81818182 59.18181818] ; [ 4.18181818 87.81818182],0
a4,1,0.021177,5.312138,[33 29] ; [31 59],[26.10526316 35.89473684] ; [37.89473684 52.10526316],0
p9,1,0.024679,5.046285,[48 14] ; [54 36],[41.60526316 20.39473684] ; [60.39473684 29.60526316],0
n6,1,0.038427,4.28602,[49 11] ; [61 31],[43.42105263 16.57894737] ; [66.57894737 25.42105263],0
n5,1,0.038979,4.261798,[49 12] ; [59 32],[43.34210526 17.65789474] ; [64.65789474 26.34210526],0
d2,1,0.045727,3.99164,[35 27] ; [36 54],[28.96052632 33.03947368] ; [42.03947368 47.96052632],0
s5,1,0.053868,3.71677,[22 38] ; [19 67],[16.84931507 43.15068493] ; [24.15068493 61.84931507],0
p11,1,0.058904,3.567975,[48 14] ; [58 34],[42.67532468 19.32467532] ; [63.32467532 28.67532468],0
d1,1,0.062444,3.471248,[28 34] ; [28 64],[22.54545455 39.45454545] ; [33.45454545 58.54545455],0
