Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,26.456101,[95 10] ; [1 5],[90.81081081 14.18918919] ; [5.18918919 0.81081081],1
v4,1,0.0,25.723112,[99  6] ; [2 4],[95.54054054  9.45945946] ; [5.45945946 0.54054054],1
r3,1,7e-06,20.064555,[99  4] ; [3 3],[96.3853211  6.6146789] ; [5.6146789 0.3853211],1
d5,1,7.4e-05,15.71796,[86 17] ; [1 5],[82.21100917 20.78899083] ; [4.78899083 1.21100917],1
a1,1,0.005106,7.841444,[  5 100] ; [2 4],[ 6.62162162 98.37837838] ; [0.37837838 5.62162162],0
s6,1,0.008977,6.827411,[89 12] ; [3 3],[86.8411215 14.1588785] ; [5.1588785 0.8411215],0
p9,1,0.010489,6.54984,[79 21] ; [2 4],[76.41509434 23.58490566] ; [4.58490566 1.41509434],0
b4,1,0.041546,4.153586,[62 43] ; [1 5],[59.59459459 45.40540541] ; [3.40540541 2.59459459],0
v2,1,0.050372,3.829037,[57 42] ; [1 5],[54.68571429 44.31428571] ; [3.31428571 2.68571429],0
d1,1,0.052608,3.756323,[60 45] ; [1 5],[57.7027027 47.2972973] ; [3.2972973 2.7027027],0
s1,1,0.053724,3.721264,[ 9 93] ; [2 4],[10.38888889 91.61111111] ; [0.61111111 5.38888889],0
d2,1,0.055316,3.672543,[59 45] ; [1 5],[56.72727273 47.27272727] ; [3.27272727 2.72727273],0
s8,1,0.058835,3.56993,[59 46] ; [1 5],[56.75675676 48.24324324] ; [3.24324324 2.75675676],0
r1,1,0.071528,3.247607,[84 20] ; [3 3],[82.25454545 21.74545455] ; [4.74545455 1.25454545],0
a5,1,0.074937,3.171429,[72 33] ; [2 4],[70. 35.] ; [4. 2.],0
s7,1,0.148682,2.08572,[65 27] ; [2 3],[63.54639175 28.45360825] ; [3.45360825 1.54639175],0
a4,1,0.150862,2.063508,[49 56] ; [1 5],[47.2972973 57.7027027] ; [2.7027027 3.2972973],0
a6,1,0.154547,2.026785,[65 39] ; [2 4],[63.34545455 40.65454545] ; [3.65454545 2.34545455],0
p2,1,0.176564,1.826309,[78 26] ; [3 3],[76.58181818 27.41818182] ; [4.41818182 1.58181818],0
n5,1,0.176786,1.824437,[63 40] ; [2 4],[61.42201835 41.57798165] ; [3.57798165 2.42201835],0
d3,1,0.2285,1.450173,[75 28] ; [3 3],[73.70642202 29.29357798] ; [4.29357798 1.70642202],0
p6,1,0.275861,1.187371,[40 63] ; [1 5],[38.74311927 64.25688073] ; [2.25688073 3.74311927],0
d4,1,0.361291,0.833402,[85 19] ; [4 2],[84.14545455 19.85454545] ; [4.85454545 1.14545455],0
p10,1,0.393084,0.729381,[67 33] ; [3 3],[66.03773585 33.96226415] ; [3.96226415 2.03773585],0
p7,1,0.427412,0.629846,[51 51] ; [4 2],[51.94444444 50.05555556] ; [3.05555556 2.94444444],0
s3,1,0.473678,0.513383,[83 22] ; [4 2],[82.2972973 22.7027027] ; [4.7027027 1.2972973],0
n6,1,0.496955,0.461432,[76 27] ; [3 2],[75.34259259 27.65740741] ; [3.65740741 1.34259259],0
b1,1,0.55329,0.351457,[57 48] ; [4 2],[57.7027027 47.2972973] ; [3.2972973 2.7027027],0
p4,1,0.600727,0.273901,[58 46] ; [4 2],[58.61818182 45.38181818] ; [3.38181818 2.61818182],0
b2,1,0.602034,0.271938,[15 33] ; [1 4],[14.49056604 33.50943396] ; [1.50943396 3.49056604],0
b3,1,0.602034,0.271938,[15 33] ; [1 4],[14.49056604 33.50943396] ; [1.50943396 3.49056604],0
u3,1,0.724159,0.124542,[20 12] ; [1 1],[19.76470588 12.23529412] ; [1.23529412 0.76470588],0
p3,1,0.746507,0.10449,[45 59] ; [3 3],[45.38181818 58.61818182] ; [2.61818182 3.38181818],0
p1,1,0.76588,0.088666,[13 91] ; [1 5],[13.23636364 90.76363636] ; [0.76363636 5.23636364],0
s4,1,0.802238,0.062726,[30 75] ; [2 4],[30.27027027 74.72972973] ; [1.72972973 4.27027027],0
v3,1,0.818829,0.052465,[38 62] ; [2 4],[37.73584906 62.26415094] ; [2.26415094 3.73584906],0
b5,1,0.850841,0.035361,[66 39] ; [4 2],[66.21621622 38.78378378] ; [3.78378378 2.21621622],0
n4,1,0.860398,0.03093,[65 38] ; [4 2],[65.20183486 37.79816514] ; [3.79816514 2.20183486],0
u2,1,0.862889,0.029825,[18 14] ; [1 1],[17.88235294 14.11764706] ; [1.11764706 0.88235294],0
v1,1,0.926963,0.008403,[54 50] ; [3 3],[53.89090909 50.10909091] ; [3.10909091 2.89090909],0
a3,1,0.961343,0.002349,[71 34] ; [4 2],[70.94594595 34.05405405] ; [4.05405405 1.94594595],0
p8,1,0.986928,0.000268,[34 69] ; [2 4],[34.01834862 68.98165138] ; [1.98165138 4.01834862],0
