Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000618,11.720637,[55 35] ; [46 77],[42.67605634 47.32394366] ; [58.32394366 64.67605634],1
v3,1,0.002936,8.846861,[40 54] ; [29 94],[29.88940092 64.11059908] ; [39.11059908 83.88940092],0
v4,1,0.017975,5.598536,[91  4] ; [107  17],[85.89041096  9.10958904] ; [112.10958904  11.89041096],0
a2,1,0.039512,4.238722,[25 71] ; [ 19 108],[18.94170404 77.05829596] ; [ 25.05829596 101.94170404],0
p12,1,0.044762,4.027585,[ 9 85] ; [  4 123],[ 5.52941176 88.47058824] ; [  7.47058824 119.52941176],0
b4,1,0.132078,2.267914,[54 42] ; [84 43],[59.40807175 36.59192825] ; [78.59192825 48.40807175],0
n6,1,0.162011,1.955355,[75 20] ; [89 37],[70.49773756 24.50226244] ; [93.50226244 32.49773756],0
b3,1,0.167257,1.907357,[19 34] ; [16 50],[15.58823529 37.41176471] ; [19.41176471 46.58823529],0
b2,1,0.167257,1.907357,[19 34] ; [16 50],[15.58823529 37.41176471] ; [19.41176471 46.58823529],0
r3,1,0.19097,1.710121,[92  3] ; [116   9],[89.81818182  5.18181818] ; [118.18181818   6.81818182],0
p11,1,0.191098,1.709136,[72 24] ; [85 42],[67.58744395 28.41255605] ; [89.41255605 37.58744395],0
n3,1,0.200814,1.636446,[15  8] ; [25  6],[17.03703704  5.96296296] ; [22.96296296  8.03703704],0
d1,1,0.208854,1.57935,[52 44] ; [58 69],[47.35426009 48.64573991] ; [62.64573991 64.35426009],0
s7,1,0.225554,1.46868,[32 60] ; [52 69],[36.28169014 55.71830986] ; [47.71830986 73.28169014],0
u3,1,0.237158,1.397407,[20 12] ; [22 23],[17.45454545 14.54545455] ; [24.54545455 20.45454545],0
s4,1,0.243491,1.360267,[18 77] ; [32 93],[21.59090909 73.40909091] ; [28.40909091 96.59090909],0
p4,1,0.277329,1.180133,[53 42] ; [61 65],[49.00452489 45.99547511] ; [64.99547511 61.00452489],0
r4,1,0.321186,0.98411,[84 12] ; [105  22],[81.3632287 14.6367713] ; [107.6367713  19.3632287],0
n5,1,0.321823,0.981522,[69 26] ; [83 42],[65.63636364 29.36363636] ; [86.36363636 38.63636364],0
a8,1,0.323719,0.97386,[ 9 83] ; [ 17 102],[11.33649289 80.66350711] ; [ 14.66350711 104.33649289],0
p6,1,0.342298,0.901806,[29 62] ; [33 94],[25.88073394 65.11926606] ; [36.11926606 90.88073394],0
p8,1,0.368668,0.808148,[41 53] ; [47 78],[37.7716895 56.2283105] ; [50.2283105 74.7716895],0
a4,1,0.37857,0.77534,[43 52] ; [50 77],[39.7972973 55.2027027] ; [53.2027027 73.7972973],0
p5,1,0.410921,0.676135,[ 8 87] ; [  7 118],[ 6.47727273 88.52272727] ; [  8.52272727 116.47727273],0
n2,1,0.423879,0.639535,[16  6] ; [27  6],[17.2  4.8] ; [25.8  7.2],0
a1,1,0.429663,0.623734,[ 6 90] ; [  5 122],[ 4.73542601 91.26457399] ; [  6.26457399 120.73542601],0
a5,1,0.49154,0.473153,[64 32] ; [79 48],[61.56053812 34.43946188] ; [81.43946188 45.56053812],0
n4,1,0.492913,0.47016,[72 24] ; [90 37],[69.73991031 26.26008969] ; [92.26008969 34.73991031],0
u1,1,0.494487,0.466748,[16 80] ; [ 17 110],[14.20627803 81.79372197] ; [ 18.79372197 108.20627803],0
b5,1,0.499365,0.456287,[58 38] ; [71 56],[55.53363229 40.46636771] ; [73.46636771 53.53363229],0
d4,1,0.507655,0.438898,[78 18] ; [97 28],[76.01809955 19.98190045] ; [98.98190045 26.01809955],0
u2,1,0.52403,0.405955,[18 14] ; [22 23],[16.62337662 15.37662338] ; [23.37662338 21.62337662],0
d3,1,0.536638,0.381807,[67 29] ; [83 43],[64.86486486 31.13513514] ; [85.13513514 40.86486486],0
r2,1,0.546844,0.363002,[91  5] ; [116   9],[89.91855204  6.08144796] ; [117.08144796   7.91855204],0
a6,1,0.555006,0.348426,[58 38] ; [81 45],[60.10810811 35.89189189] ; [78.89189189 47.10810811],0
p10,1,0.561455,0.337191,[69 24] ; [89 37],[67.09589041 25.90410959] ; [90.90410959 35.09589041],0
s5,1,0.56702,0.327694,[33 61] ; [38 83],[31.04186047 62.95813953] ; [39.95813953 81.04186047],0
n1,1,0.567205,0.327381,[ 7 15] ; [13 20],[ 8. 14.] ; [12. 21.],0
a3,1,0.569991,0.322698,[64 32] ; [80 47],[61.99103139 34.00896861] ; [82.00896861 44.99103139],0
s2,1,0.654415,0.200379,[64 32] ; [81 46],[62.42152466 33.57847534] ; [82.57847534 44.42152466],0
r1,1,0.65486,0.199828,[73 23] ; [99 27],[74.37837838 21.62162162] ; [97.62162162 28.37837838],0
s6,1,0.667386,0.184675,[67 26] ; [86 38],[65.57142857 27.42857143] ; [87.42857143 36.57142857],0
d5,1,0.67572,0.174984,[71 25] ; [90 36],[69.62162162 26.37837838] ; [91.37837838 34.62162162],0
b1,1,0.687067,0.162279,[36 60] ; [51 76],[37.4529148 58.5470852] ; [49.5470852 77.4529148],0
p7,1,0.70883,0.139449,[55 37] ; [76 46],[56.31775701 35.68224299] ; [74.68224299 47.31775701],0
a7,1,0.736295,0.113409,[70 26] ; [90 37],[68.87892377 27.12107623] ; [91.12107623 35.87892377],0
s1,1,0.77026,0.085284,[ 6 87] ; [  7 120],[ 5.49545455 87.50454545] ; [  7.50454545 119.49545455],0
d2,1,0.773429,0.082882,[43 53] ; [54 72],[41.94594595 54.05405405] ; [55.05405405 70.94594595],0
p2,1,0.907622,0.013465,[76 19] ; [100  26],[75.6561086 19.3438914] ; [100.3438914  25.6561086],0
p3,1,0.910379,0.01267,[41 53] ; [54 72],[40.59090909 53.40909091] ; [54.40909091 71.59090909],0
p9,1,0.955018,0.003182,[71 23] ; [94 31],[70.82191781 23.17808219] ; [94.17808219 30.82191781],0
p1,1,0.979205,0.000679,[ 7 89] ; [  9 116],[ 6.95022624 89.04977376] ; [  9.04977376 115.95022624],0
