Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,30.878887,[ 7 24] ; [43  8],[18.90243902 12.09756098] ; [31.09756098 19.90243902],1
v4,1,0.0,27.0,[15 15] ; [49  1],[24.  6.] ; [40. 10.],1
d4,1,7.2e-05,15.761246,[11 20] ; [39 10],[19.375 11.625] ; [30.625 18.375],1
a7,1,0.000293,13.112233,[12 19] ; [40 11],[19.65853659 11.34146341] ; [32.34146341 18.65853659],1
p2,1,0.000837,11.156335,[12 17] ; [40 11],[18.85 10.15] ; [33.15 17.85],1
r2,1,0.000858,11.111799,[19 10] ; [48  3],[24.2875  4.7125] ; [42.7125  8.2875],1
u3,1,0.001065,10.710989,[ 2 12] ; [10  3],[6.22222222 7.77777778] ; [5.77777778 7.22222222],0
s6,1,0.001175,10.529273,[ 8 23] ; [32 19],[15.12195122 15.87804878] ; [24.87804878 26.12195122],0
n3,1,0.002586,9.078854,[ 7 11] ; [12  1],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
p4,1,0.005883,7.585849,[ 6 24] ; [26 25],[11.85185185 18.14814815] ; [20.14814815 30.85185185],0
p11,1,0.007909,7.054047,[12 19] ; [35 16],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
p9,1,0.01378,6.066112,[16 14] ; [39 10],[20.88607595  9.11392405] ; [34.11392405 14.88607595],0
d3,1,0.017605,5.63503,[11 19] ; [32 18],[16.125 13.875] ; [26.875 23.125],0
p8,1,0.020377,5.37931,[ 5 24] ; [21 28],[ 9.66666667 19.33333333] ; [16.33333333 32.66666667],0
v2,1,0.023368,5.140967,[ 9 21] ; [26 20],[13.81578947 16.18421053] ; [21.18421053 24.81578947],0
d5,1,0.023634,5.12129,[16 15] ; [38 12],[20.66666667 10.33333333] ; [33.33333333 16.66666667],0
b5,1,0.028127,4.82025,[13 18] ; [34 17],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
s2,1,0.033882,4.500649,[ 7 24] ; [23 27],[11.48148148 19.51851852] ; [18.51851852 31.48148148],0
a5,1,0.055273,3.673835,[14 17] ; [34 17],[18.14634146 12.85365854] ; [29.85365854 21.14634146],0
s8,1,0.061035,3.509033,[ 5 26] ; [18 33],[ 8.69512195 22.30487805] ; [14.30487805 36.69512195],0
v1,1,0.067051,3.353786,[ 9 21] ; [25 24],[12.91139241 17.08860759] ; [21.08860759 27.91139241],0
p3,1,0.069044,3.305612,[ 4 26] ; [16 35],[ 7.40740741 22.59259259] ; [12.59259259 38.40740741],0
u2,1,0.071855,3.240135,[6 8] ; [10  3],[8.2962963 5.7037037] ; [7.7037037 5.2962963],0
a6,1,0.089419,2.884794,[18 13] ; [38 12],[21.43209877  9.56790123] ; [34.56790123 15.43209877],0
a3,1,0.096697,2.759198,[17 13] ; [38 13],[20.37037037  9.62962963] ; [34.62962963 16.37037037],0
p1,1,0.115723,2.47427,[ 3 28] ; [ 1 50],[ 1.51219512 29.48780488] ; [ 2.48780488 48.51219512],0
s3,1,0.132311,2.265176,[13 18] ; [29 20],[16.275 14.725] ; [25.725 23.275],0
v3,1,0.138246,2.197372,[ 5 26] ; [14 31],[ 7.75 23.25] ; [11.25 33.75],0
p10,1,0.139465,2.183853,[14 15] ; [32 17],[17.1025641 11.8974359] ; [28.8974359 20.1025641],0
d1,1,0.148134,2.091363,[ 9 22] ; [23 28],[12.09756098 18.90243902] ; [19.90243902 31.09756098],0
n2,1,0.217044,1.52381,[12  6] ; [12  2],[13.5  4.5] ; [10.5  3.5],0
a8,1,0.231576,1.431158,[ 4 27] ; [11 35],[ 6.03896104 24.96103896] ; [ 8.96103896 37.03896104],0
p6,1,0.239556,1.383203,[ 5 24] ; [14 34],[ 7.15584416 21.84415584] ; [11.84415584 36.15584416],0
s7,1,0.260633,1.265394,[ 7 23] ; [17 31],[ 9.23076923 20.76923077] ; [14.76923077 33.23076923],0
d2,1,0.27011,1.216188,[15 16] ; [18 32],[12.62962963 18.37037037] ; [20.37037037 29.62962963],0
p5,1,0.283131,1.152,[ 3 27] ; [ 2 48],[ 1.875 28.125] ; [ 3.125 46.875],0
p7,1,0.311587,1.023936,[15 15] ; [29 18],[17.14285714 12.85714286] ; [26.85714286 20.14285714],0
b2,1,0.332917,0.937519,[ 7 13] ; [ 6 21],[ 5.53191489 14.46808511] ; [ 7.46808511 19.53191489],0
b3,1,0.332917,0.937519,[ 7 13] ; [ 6 21],[ 5.53191489 14.46808511] ; [ 7.46808511 19.53191489],0
a4,1,0.419323,0.652211,[10 21] ; [21 30],[11.7195122 19.2804878] ; [19.2804878 31.7195122],0
a2,1,0.43398,0.612148,[ 4 27] ; [10 41],[ 5.29268293 25.70731707] ; [ 8.70731707 42.29268293],0
n1,1,0.456057,0.555556,[ 8 10] ; [7 5],[9. 9.] ; [6. 6.],0
b1,1,0.570629,0.321632,[19 12] ; [28 23],[17.76829268 13.23170732] ; [29.23170732 21.76829268],0
b4,1,0.689117,0.160043,[15 16] ; [27 24],[15.87804878 15.12195122] ; [26.12195122 24.87804878],0
n4,1,0.724544,0.12418,[23  8] ; [36 15],[22.30487805  8.69512195] ; [36.69512195 14.30487805],0
s5,1,0.797418,0.06589,[ 5 26] ; [ 9 40],[ 5.425 25.575] ; [ 8.575 40.425],0
s1,1,0.817023,0.053535,[ 1 30] ; [ 2 45],[ 1.19230769 29.80769231] ; [ 1.80769231 45.19230769],0
s4,1,0.91563,0.011223,[ 4 27] ; [ 7 44],[ 4.15853659 26.84146341] ; [ 6.84146341 44.15853659],0
