Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,42.729202,[42  9] ; [ 6 36],[26.32258065 24.67741935] ; [21.67741935 20.32258065],1
s3,1,0.0,29.877823,[44 14] ; [ 9 34],[30.43564356 27.56435644] ; [22.56435644 20.43564356],1
s8,1,0.0,27.45458,[38 20] ; [ 6 38],[25.01960784 32.98039216] ; [18.98039216 25.01960784],1
s6,1,1e-06,24.95625,[51  4] ; [21 23],[40. 15.] ; [32. 12.],1
p9,1,0.000779,11.290928,[44 11] ; [21 23],[36.11111111 18.88888889] ; [28.88888889 15.11111111],1
s5,1,0.001083,10.680316,[28 25] ; [ 9 35],[20.21649485 32.78350515] ; [16.78350515 27.21649485],0
u1,1,0.002738,8.974125,[18 40] ; [ 3 41],[11.94117647 46.05882353] ; [ 9.05882353 34.94117647],0
p10,1,0.005787,7.615385,[40 15] ; [20 24],[33.33333333 21.66666667] ; [26.66666667 17.33333333],0
r4,1,0.0123,6.267085,[53  5] ; [32 12],[48.33333333  9.66666667] ; [36.66666667  7.33333333],0
p6,1,0.017172,5.67869,[28 28] ; [11 31],[22.28571429 33.71428571] ; [16.71428571 25.28571429],0
a5,1,0.028181,4.816951,[48 10] ; [28 16],[43.21568627 14.78431373] ; [32.78431373 11.21568627],0
n3,1,0.028427,4.80197,[15  2] ; [8 7],[12.21875  4.78125] ; [10.78125  4.21875],0
a8,1,0.031711,4.61407,[ 8 40] ; [ 1 38],[ 4.96551724 43.03448276] ; [ 4.03448276 34.96551724],0
p4,1,0.034012,4.494117,[34 23] ; [16 26],[28.78787879 28.21212121] ; [21.21212121 20.78787879],0
p2,1,0.045053,4.016653,[42 15] ; [24 20],[37.24752475 19.75247525] ; [28.75247525 15.24752475],0
b1,1,0.059446,3.552769,[32 26] ; [16 28],[27.29411765 30.70588235] ; [20.70588235 23.29411765],0
r3,1,0.061662,3.492113,[55  2] ; [38  6],[52.48514851  4.51485149] ; [40.51485149  3.48514851],0
d2,1,0.064689,3.412902,[37 21] ; [20 24],[32.41176471 25.58823529] ; [24.58823529 19.41176471],0
b2,1,0.07019,3.278571,[ 7 23] ; [10 11],[10. 20.] ; [ 7. 14.],0
b3,1,0.07019,3.278571,[ 7 23] ; [10 11],[10. 20.] ; [ 7. 14.],0
n4,1,0.075317,3.163158,[42 15] ; [25 19],[37.81188119 19.18811881] ; [29.18811881 14.81188119],0
n2,1,0.077168,3.123565,[14  3] ; [8 7],[11.6875  5.3125] ; [10.3125  4.6875],0
r2,1,0.082561,3.013751,[57  1] ; [39  4],[55.12871287  2.87128713] ; [40.87128713  2.12871287],0
p3,1,0.096601,2.760778,[28 29] ; [14 29],[23.94 33.06] ; [18.06 24.94],0
d3,1,0.114863,2.48601,[44 14] ; [27 17],[40.37254902 17.62745098] ; [30.62745098 13.37254902],0
v4,1,0.135535,2.22793,[55  3] ; [38  6],[52.88235294  5.11764706] ; [40.11764706  3.88235294],0
a2,1,0.142672,2.148901,[21 37] ; [10 34],[17.62745098 40.37254902] ; [13.37254902 30.62745098],0
u3,1,0.143235,2.142857,[10  5] ; [6 9],[8. 7.] ; [8. 7.],0
r1,1,0.145886,2.114743,[49  9] ; [32 12],[46.05882353 11.94117647] ; [34.94117647  9.05882353],0
n5,1,0.150787,2.064274,[36 20] ; [22 22],[32.48 23.52] ; [25.52 18.48],0
v1,1,0.204669,1.608738,[35 23] ; [21 23],[31.84313725 26.15686275] ; [24.15686275 19.84313725],0
p8,1,0.208834,1.579493,[21 35] ; [11 32],[18.1010101 37.8989899] ; [13.8989899 29.1010101],0
p7,1,0.231425,1.432085,[31 24] ; [19 24],[28.06122449 26.93877551] ; [21.93877551 21.06122449],0
n1,1,0.234417,1.413856,[8 9] ; [ 4 11],[ 6.375 10.625] ; [5.625 9.375],0
b4,1,0.321055,0.984644,[36 22] ; [23 21],[33.54901961 24.45098039] ; [25.45098039 18.54901961],0
b5,1,0.322583,0.978443,[34 24] ; [30 14],[36.39215686 21.60784314] ; [27.60784314 16.39215686],0
s4,1,0.35796,0.845039,[15 43] ; [ 8 36],[13.07843137 44.92156863] ; [ 9.92156863 34.07843137],0
a3,1,0.366344,0.816027,[43 15] ; [29 15],[40.94117647 17.05882353] ; [31.05882353 12.94117647],0
a6,1,0.396471,0.719004,[39 19] ; [26 18],[36.96078431 21.03921569] ; [28.03921569 15.96078431],0
a4,1,0.423892,0.639498,[31 27] ; [20 24],[29. 29.] ; [22. 22.],0
a1,1,0.454931,0.558338,[ 3 55] ; [ 1 43],[ 2.2745098 55.7254902] ; [ 1.7254902 42.2745098],0
d1,1,0.474865,0.510632,[37 21] ; [25 19],[35.25490196 22.74509804] ; [26.74509804 17.25490196],0
v3,1,0.483197,0.491639,[28 28] ; [18 24],[26.28571429 29.71428571] ; [19.71428571 22.28571429],0
u2,1,0.572645,0.318277,[8 7] ; [6 8],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
d5,1,0.576716,0.311574,[51  7] ; [37  7],[50.03921569  7.96078431] ; [37.96078431  6.03921569],0
p1,1,0.602272,0.271583,[ 4 53] ; [ 2 42],[ 3.38613861 53.61386139] ; [ 2.61386139 41.38613861],0
d4,1,0.62001,0.245854,[48 10] ; [38  6],[48.90196078  9.09803922] ; [37.09803922  6.90196078],0
n6,1,0.760289,0.093086,[41 15] ; [31 13],[40.32 15.68] ; [31.68 12.32],0
p5,1,0.791099,0.070163,[ 2 55] ; [ 2 42],[ 2.25742574 54.74257426] ; [ 1.74257426 42.25742574],0
s1,1,0.869044,0.027183,[ 3 54] ; [ 2 42],[ 2.82178218 54.17821782] ; [ 2.17821782 41.82178218],0
a7,1,0.979409,0.000666,[41 17] ; [31 13],[40.94117647 17.05882353] ; [31.05882353 12.94117647],0
