Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,24.808734,[27 33] ; [142  38],[42.25 17.75] ; [126.75  53.25],1
s5,1,0.119067,2.429552,[12 46] ; [ 54 118],[16.64347826 41.35652174] ; [ 49.35652174 122.64347826],0
n1,1,0.184683,1.759531,[13 18] ; [12 32],[10.33333333 20.66666667] ; [14.66666667 29.33333333],0
n2,1,0.187012,1.741,[16 15] ; [30 15],[18.76315789 12.23684211] ; [27.23684211 17.76315789],0
s7,1,0.19614,1.670884,[22 33] ; [86 86],[26.16740088 28.83259912] ; [81.83259912 90.16740088],0
p5,1,0.281159,1.161481,[ 2 58] ; [ 13 167],[ 3.75 56.25] ; [ 11.25 168.75],0
n5,1,0.283348,1.150961,[36 24] ; [121  58],[39.41422594 20.58577406] ; [117.58577406  61.41422594],0
u2,1,0.30901,1.034903,[5 6] ; [25 15],[6.47058824 4.52941176] ; [23.52941176 16.47058824],0
n4,1,0.34642,0.886528,[42 18] ; [137  43],[44.75 15.25] ; [134.25  45.75],0
u3,1,0.348887,0.8775,[6 6] ; [26 14],[7.38461538 4.61538462] ; [24.61538462 15.38461538],0
a5,1,0.358795,0.842105,[45 15] ; [145  35],[47.5 12.5] ; [142.5  37.5],0
u1,1,0.491119,0.474074,[13 47] ; [ 47 133],[15. 45.] ; [ 45. 135.],0
v2,1,0.549101,0.358931,[28 29] ; [78 97],[26.04310345 30.95689655] ; [79.95689655 95.04310345],0
d2,1,0.571571,0.320062,[44 14] ; [129  50],[42.33755274 15.66244726] ; [130.66244726  48.33755274],0
p1,1,0.589639,0.290909,[ 4 56] ; [ 16 164],[ 5. 55.] ; [ 15. 165.],0
a4,1,0.61256,0.256464,[35 24] ; [100  80],[33.32635983 25.67364017] ; [101.67364017  78.32635983],0
b5,1,0.65103,0.204604,[33 27] ; [105  75],[34.5 25.5] ; [103.5  76.5],0
a7,1,0.680995,0.169007,[44 16] ; [136  43],[45.18828452 14.81171548] ; [134.81171548  44.18828452],0
b2,1,0.699676,0.14881,[13 29] ; [37 71],[14. 28.] ; [36. 72.],0
b3,1,0.699676,0.14881,[13 29] ; [37 71],[14. 28.] ; [36. 72.],0
a3,1,0.717467,0.130933,[48 12] ; [140  40],[47. 13.] ; [141.  39.],0
v3,1,0.761246,0.092322,[17 39] ; [ 50 127],[16.10300429 39.89699571] ; [ 50.89699571 126.10300429],0
d4,1,0.798089,0.065445,[58  1] ; [174   4],[57.75527426  1.24472574] ; [174.24472574   3.75527426],0
r2,1,0.810993,0.05719,[54  3] ; [170   8],[54.33191489  2.66808511] ; [169.66808511   8.33191489],0
b4,1,0.819162,0.052269,[37 23] ; [108  72],[36.25 23.75] ; [108.75  71.25],0
p12,1,0.862349,0.030062,[ 3 57] ; [ 10 169],[ 3.26359833 56.73640167] ; [  9.73640167 169.26359833],0
s1,1,0.878554,0.023349,[ 3 57] ; [  8 169],[ 2.78481013 57.21518987] ; [  8.21518987 168.78481013],0
a2,1,0.93718,0.006212,[20 40] ; [ 61 119],[20.25 39.75] ; [ 60.75 119.25],0
s4,1,0.954768,0.003217,[12 48] ; [ 35 143],[11.8487395 48.1512605] ; [ 35.1512605 142.8487395],0
d5,1,0.988288,0.000215,[58  1] ; [177   3],[58.0125523  0.9874477] ; [176.9874477   3.0125523],0
