Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,24.808734,[27 33] ; [142  38],[42.25 17.75] ; [126.75  53.25],1
p7,1,1e-06,24.398595,[16 43] ; [114  64],[32.3628692 26.6371308] ; [97.6371308 80.3628692],1
p4,1,2e-06,23.098979,[15 44] ; [110  69],[30.98739496 28.01260504] ; [94.01260504 84.98739496],1
r4,1,3e-06,21.654223,[41 19] ; [166  14],[51.75  8.25] ; [155.25  24.75],1
v4,1,5e-06,20.994531,[46 14] ; [171   7],[54.70588235  5.29411765] ; [162.29411765  15.70588235],1
r3,1,7e-06,20.29854,[47 13] ; [171   6],[55.18987342  4.81012658] ; [162.81012658  14.18987342],1
p8,1,9e-06,19.66748,[11 49] ; [90 86],[25.6779661 34.3220339] ; [ 75.3220339 100.6779661],1
p9,1,3.1e-05,17.32752,[34 25] ; [150  29],[45.61344538 13.38655462] ; [138.38655462  40.61344538],1
p10,1,5.7e-05,16.184632,[33 27] ; [146  34],[44.75 15.25] ; [134.25  45.75],1
s6,1,0.000157,14.289076,[24 36] ; [119  57],[36.3559322 23.6440678] ; [106.6440678  69.3559322],1
s2,1,0.000189,13.935253,[16 44] ; [97 81],[28.48739496 31.51260504] ; [84.51260504 93.48739496],1
s3,1,0.000257,13.357831,[21 39] ; [110  67],[33.16455696 26.83544304] ; [97.83544304 79.16455696],1
p6,1,0.000486,12.167787,[ 7 53] ; [ 63 115],[17.64705882 42.35294118] ; [ 52.35294118 125.64705882],1
r1,1,0.002085,9.473417,[40 20] ; [152  27],[48.20083682 11.79916318] ; [143.79916318  35.20083682],0
p3,1,0.003586,8.482304,[15 45] ; [83 96],[24.60251046 35.39748954] ; [ 73.39748954 105.60251046],0
b1,1,0.005368,7.751196,[31 29] ; [ 57 123],[22. 38.] ; [ 66. 114.],0
n6,1,0.008184,6.992723,[41 18] ; [153  27],[47.89121339 11.10878661] ; [146.10878661  33.89121339],0
d3,1,0.041942,4.137534,[49 10] ; [166  14],[53.07531381  5.92468619] ; [161.92468619  18.07531381],0
a1,1,0.070119,3.280244,[ 6 54] ; [  7 173],[ 3.25 56.75] ; [  9.75 170.25],0
s8,1,0.089274,2.887418,[19 41] ; [ 79 100],[24.60251046 35.39748954] ; [ 73.39748954 105.60251046],0
n3,1,0.093614,2.811094,[16 13] ; [34 12],[19.33333333  9.66666667] ; [30.66666667 15.33333333],0
a6,1,0.094888,2.789422,[38 21] ; [136  44],[42.9539749 16.0460251] ; [131.0460251  48.9539749],0
a8,1,0.109473,2.561814,[ 3 54] ; [ 21 141],[ 6.24657534 50.75342466] ; [ 17.75342466 144.24657534],0
