Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1e-06,24.494942,[221  68] ; [43 45],[202.37665782  86.62334218] ; [61.62334218 26.37665782],1
b2,1,0.05052,3.8241,[ 63 105] ; [11 38],[ 57.29032258 110.70967742] ; [16.70967742 32.29032258],0
b3,1,0.05052,3.8241,[ 63 105] ; [11 38],[ 57.29032258 110.70967742] ; [16.70967742 32.29032258],0
b1,1,0.051867,3.780046,[114 175] ; [45 43],[121.88594164 167.11405836] ; [37.11405836 50.88594164],0
p8,1,0.054603,3.694166,[129 155] ; [29 57],[121.27567568 162.72432432] ; [36.72432432 49.27567568],0
p5,1,0.064751,3.411311,[ 28 259] ; [ 3 83],[ 23.85254692 263.14745308] ; [ 7.14745308 78.85254692],0
d1,1,0.064775,3.410695,[154 135] ; [37 51],[146.41644562 142.58355438] ; [44.58355438 43.41644562],0
u1,1,0.080825,3.048224,[ 44 245] ; [ 7 81],[ 39.09549072 249.90450928] ; [11.90450928 76.09549072],0
u2,1,0.0992,2.718361,[42 52] ; [23 15],[46.28787879 47.71212121] ; [18.71212121 19.28787879],0
p4,1,0.100349,2.699996,[140 145] ; [34 53],[133.30645161 151.69354839] ; [40.69354839 46.30645161],0
a3,1,0.102419,2.667463,[193  95] ; [50 37],[186.624 101.376] ; [56.376 30.624],0
d4,1,0.113995,2.49794,[224  63] ; [60 26],[218.52010724  68.47989276] ; [65.47989276 20.52010724],0
d5,1,0.120289,2.413556,[223  66] ; [60 27],[217.51861702  71.48138298] ; [65.48138298 21.51861702],0
v3,1,0.17199,1.865513,[ 81 202] ; [17 64],[ 76.19230769 206.80769231] ; [21.80769231 59.19230769],0
p7,1,0.172369,1.862217,[157 126] ; [40 45],[151.49728261 131.50271739] ; [45.50271739 39.49728261],0
a6,1,0.184696,1.75943,[183 105] ; [62 25],[188.16  99.84] ; [56.84 30.16],0
p1,1,0.239608,1.382899,[ 24 262] ; [ 4 83],[ 21.4691689 264.5308311] ; [ 6.5308311 80.4691689],0
n2,1,0.257058,1.284532,[59 27] ; [19 14],[56.3697479 29.6302521] ; [21.6302521 11.3697479],0
a1,1,0.265348,1.240636,[ 14 275] ; [ 7 81],[ 16.09814324 272.90185676] ; [ 4.90185676 83.09814324],0
d2,1,0.330548,0.946749,[132 154] ; [35 52],[128.04825737 157.95174263] ; [38.95174263 48.04825737],0
v2,1,0.36301,0.827454,[116 164] ; [29 52],[112.46537396 167.53462604] ; [32.53462604 48.46537396],0
n3,1,0.36986,0.804135,[57 28] ; [18 13],[54.95689655 30.04310345] ; [20.04310345 10.95689655],0
d3,1,0.396644,0.718477,[182 106] ; [50 36],[178.65240642 109.34759358] ; [53.34759358 32.65240642],0
a8,1,0.429978,0.622883,[ 37 226] ; [ 9 75],[ 34.86455331 228.13544669] ; [11.13544669 72.86455331],0
u3,1,0.456831,0.553648,[39 55] ; [18 19],[40.90076336 53.09923664] ; [16.09923664 20.90076336],0
a4,1,0.460272,0.545232,[117 170] ; [32 56],[114.03466667 172.96533333] ; [34.96533333 53.03466667],0
s3,1,0.481023,0.496544,[133 151] ; [37 50],[130.13477089 153.86522911] ; [39.86522911 47.13477089],0
a2,1,0.485912,0.485566,[ 59 230] ; [15 73],[ 56.72679045 232.27320955] ; [17.27320955 70.72679045],0
b5,1,0.486749,0.483704,[152 137] ; [50 38],[154.84880637 134.15119363] ; [47.15119363 40.84880637],0
r1,1,0.501422,0.451926,[210  79] ; [60 27],[207.52659574  81.47340426] ; [62.47340426 24.52659574],0
a5,1,0.509694,0.434695,[191  97] ; [55 33],[188.42553191  99.57446809] ; [57.57446809 30.42553191],0
b4,1,0.590877,0.288976,[167 122] ; [48 40],[164.81432361 124.18567639] ; [50.18567639 37.81432361],0
u4,1,0.681266,0.168704,[  2 287] ; [ 1 87],[  2.29973475 286.70026525] ; [ 0.70026525 87.29973475],0
n1,1,0.734821,0.114731,[30 55] ; [12 19],[30.77586207 54.22413793] ; [11.22413793 19.77586207],0
a7,1,0.935309,0.006588,[197  90] ; [60 28],[196.69066667  90.30933333] ; [60.30933333 27.69066667],0
