Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.901937,[63 34] ; [50 98],[44.73877551 52.26122449] ; [68.26122449 79.73877551],1
p2,1,6e-06,20.591036,[85 15] ; [88 64],[68.65079365 31.34920635] ; [104.34920635  47.65079365],1
p4,1,1e-05,19.435792,[54 46] ; [ 40 111],[37.4501992 62.5498008] ; [56.5498008 94.4501992],1
r1,1,4.5e-05,16.644656,[80 19] ; [86 68],[64.95652174 34.04347826] ; [101.04347826  52.95652174],1
p11,1,7.6e-05,15.657235,[84 17] ; [92 62],[69.70980392 31.29019608] ; [106.29019608  47.70980392],1
v3,1,8.4e-05,15.458089,[41 55] ; [ 29 120],[27.42857143 68.57142857] ; [ 42.57142857 106.42857143],1
p7,1,0.000117,14.837542,[62 37] ; [57 94],[47.124 51.876] ; [71.876 79.124],1
p9,1,0.000252,13.394056,[81 19] ; [89 62],[67.72908367 32.27091633] ; [102.27091633  48.72908367],1
p10,1,0.00034,12.837313,[76 24] ; [81 70],[62.5498008 37.4501992] ; [94.4501992 56.5498008],1
p3,1,0.000379,12.631441,[45 54] ; [ 37 117],[32.08695652 66.91304348] ; [ 49.91304348 104.08695652],1
a5,1,0.001192,10.503407,[73 28] ; [80 74],[60.6 40.4] ; [92.4 61.6],0
p8,1,0.00124,10.430092,[51 47] ; [ 48 104],[38.808 59.192] ; [60.192 91.808],0
r4,1,0.001594,9.966261,[86 15] ; [104  50],[75.25490196 25.74509804] ; [114.74509804  39.25490196],0
s8,1,0.002364,9.24326,[18 83] ; [  9 145],[10.69411765 90.30588235] ; [ 16.30588235 137.69411765],0
s5,1,0.002925,8.853434,[18 82] ; [  9 140],[10.84337349 89.15662651] ; [ 16.15662651 132.84337349],0
p5,1,0.003718,8.416754,[ 9 92] ; [  2 150],[ 4.39130435 96.60869565] ; [  6.60869565 145.39130435],0
r3,1,0.004266,8.167093,[92  7] ; [122  31],[84.07142857 14.92857143] ; [129.92857143  23.07142857],0
v4,1,0.005525,7.699066,[93  7] ; [123  30],[85.37549407 14.62450593] ; [130.62450593  22.37549407],0
a3,1,0.006429,7.426014,[72 29] ; [83 70],[61.63385827 39.36614173] ; [93.36614173 59.63385827],0
n5,1,0.017498,5.645762,[72 28] ; [87 65],[63.0952381 36.9047619] ; [95.9047619 56.0952381],0
n3,1,0.01792,5.603977,[15  2] ; [33 25],[10.88  6.12] ; [37.12 20.88],0
p6,1,0.028027,4.826433,[25 72] ; [ 22 129],[18.38306452 78.61693548] ; [ 28.61693548 122.38306452],0
s2,1,0.036016,4.39637,[19 81] ; [ 15 138],[13.43873518 86.56126482] ; [ 20.56126482 132.43873518],0
n4,1,0.058105,3.590658,[72 28] ; [93 61],[64.96062992 35.03937008] ; [100.03937008  53.96062992],0
u3,1,0.059779,3.543518,[17 12] ; [27 44],[12.76 16.24] ; [31.24 39.76],0
r2,1,0.070538,3.270447,[91  8] ; [127  24],[86.328 12.672] ; [131.672  19.328],0
a4,1,0.078683,3.091897,[44 57] ; [ 50 103],[37.37795276 63.62204724] ; [56.62204724 96.37795276],0
n2,1,0.08315,3.002224,[13  3] ; [34 25],[10.02666667  5.97333333] ; [36.97333333 22.02666667],0
b2,1,0.088032,2.910005,[28 36] ; [26 60],[23.04 40.96] ; [30.96 55.04],0
b3,1,0.088032,2.910005,[28 36] ; [26 60],[23.04 40.96] ; [30.96 55.04],0
p12,1,0.166054,1.918213,[ 4 96] ; [  2 152],[ 2.36220472 97.63779528] ; [  3.63779528 150.36220472],0
n6,1,0.168335,1.897713,[76 24] ; [104  49],[71.14624506 28.85375494] ; [108.85375494  44.14624506],0
d1,1,0.210658,1.5669,[54 47] ; [70 84],[49.11372549 51.88627451] ; [74.88627451 79.11372549],0
a6,1,0.429368,0.624533,[62 39] ; [102  52],[64.95686275 36.04313725] ; [99.04313725 54.95686275],0
