Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002421,9.199134,[20  4] ; [20 24],[14.11764706  9.88235294] ; [25.88235294 18.11764706],0
v2,1,0.003236,8.669491,[19  5] ; [18 25],[13.25373134 10.74626866] ; [23.74626866 19.25373134],0
n4,1,0.007783,7.082642,[22  2] ; [27 17],[17.29411765  6.70588235] ; [31.70588235 12.29411765],0
n6,1,0.013383,6.117765,[23  1] ; [31 13],[19.05882353  4.94117647] ; [34.94117647  9.05882353],0
v1,1,0.016202,5.780829,[16  7] ; [17 27],[11.32835821 11.67164179] ; [21.67164179 22.32835821],0
s7,1,0.02083,5.34095,[17  6] ; [19 24],[12.54545455 10.45454545] ; [23.45454545 19.54545455],0
d1,1,0.03864,4.276611,[15  9] ; [16 28],[10.94117647 13.05882353] ; [20.05882353 23.94117647],0
s8,1,0.046514,3.962889,[15  9] ; [16 27],[11.10447761 12.89552239] ; [19.89552239 23.10447761],0
b4,1,0.059556,3.549716,[15  9] ; [17 27],[11.29411765 12.70588235] ; [20.70588235 23.29411765],0
s6,1,0.061385,3.499555,[17  6] ; [21 21],[13.44615385  9.55384615] ; [24.55384615 17.44615385],0
a4,1,0.079275,3.07971,[11 13] ; [11 33],[ 7.76470588 16.23529412] ; [14.23529412 29.76470588],0
s4,1,0.096576,2.761195,[ 1 23] ; [ 8 35],[ 3.2238806 20.7761194] ; [ 5.7761194 37.2238806],0
a3,1,0.116618,2.462165,[18  5] ; [26 18],[15.10447761  7.89552239] ; [28.89552239 15.10447761],0
n2,1,0.131636,2.273099,[2 2] ; [16  3],[3.13043478 0.86956522] ; [14.86956522  4.13043478],0
d5,1,0.16591,1.919514,[19  5] ; [27 16],[16.47761194  7.52238806] ; [29.52238806 13.47761194],0
a8,1,0.180954,1.789773,[ 1 20] ; [ 7 35],[ 2.66666667 18.33333333] ; [ 5.33333333 36.66666667],0
p9,1,0.184618,1.760049,[20  3] ; [32 12],[17.85074627  5.14925373] ; [34.14925373  9.85074627],0
s5,1,0.19083,1.711197,[ 5 17] ; [16 25],[ 7.33333333 14.66666667] ; [13.66666667 27.33333333],0
