Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.003129,8.730452,[357  55] ; [4 4],[354.12380952  57.87619048] ; [6.87619048 1.12380952],0
a5,1,0.003747,8.402378,[330  84] ; [3 5],[326.68720379  87.31279621] ; [6.31279621 1.68720379],0
p5,1,0.016786,5.718565,[ 71 340] ; [4 4],[ 73.56801909 337.43198091] ; [1.43198091 6.56801909],0
s8,1,0.021329,5.299668,[220 191] ; [1 7],[216.78042959 194.21957041] ; [4.21957041 3.78042959],0
n6,1,0.032374,4.5786,[362  50] ; [5 3],[360.00952381  51.99047619] ; [6.99047619 1.00952381],0
s3,1,0.045256,4.009088,[247 164] ; [2 6],[244.24582339 166.75417661] ; [4.75417661 3.24582339],0
a6,1,0.050633,3.820366,[288 125] ; [3 5],[285.47030879 127.52969121] ; [5.52969121 2.47030879],0
b4,1,0.051953,3.777287,[245 169] ; [2 6],[242.31753555 171.68246445] ; [4.68246445 3.31753555],0
d3,1,0.056852,3.626904,[286 128] ; [3 5],[283.52132701 130.47867299] ; [5.47867299 2.52132701],0
a3,1,0.086804,2.932664,[314  98] ; [4 4],[311.94285714 100.05714286] ; [6.05714286 1.94285714],0
s7,1,0.087099,2.927185,[227 164] ; [1 4],[225.12121212 165.87878788] ; [2.87878788 2.12121212],0
s2,1,0.094463,2.796616,[225 186] ; [2 6],[222.66587112 188.33412888] ; [4.33412888 3.66587112],0
d4,1,0.115539,2.476768,[345  68] ; [5 3],[343.34916865  69.65083135] ; [6.65083135 1.34916865],0
d1,1,0.122907,2.379883,[265 149] ; [3 5],[262.91943128 151.08056872] ; [5.08056872 2.91943128],0
a7,1,0.125581,2.3463,[306 107] ; [4 4],[304.10926366 108.89073634] ; [5.89073634 2.10926366],0
s6,1,0.137675,2.203756,[297 107] ; [4 4],[295.15533981 108.84466019] ; [5.84466019 2.15533981],0
v1,1,0.166242,1.916509,[247 154] ; [3 5],[245.11002445 155.88997555] ; [4.88997555 3.11002445],0
p9,1,0.200239,1.640632,[367  44] ; [6 2],[365.87828162  45.12171838] ; [7.12171838 0.87828162],0
p2,1,0.260958,1.263668,[363  49] ; [6 2],[361.97142857  50.02857143] ; [7.02857143 0.97142857],0
p10,1,0.327035,0.960605,[358  54] ; [6 2],[357.06666667  54.93333333] ; [6.93333333 1.06666667],0
a8,1,0.329538,0.950711,[ 49 324] ; [2 6],[ 49.92913386 323.07086614] ; [1.07086614 6.92913386],0
d2,1,0.368697,0.808052,[221 192] ; [3 5],[219.74346793 193.25653207] ; [4.25653207 3.74346793],0
a1,1,0.451559,0.566736,[ 25 389] ; [1 7],[ 25.507109 388.492891] ; [0.492891 7.507109],0
u2,1,0.512513,0.428933,[58 41] ; [3 1],[58.63106796 40.36893204] ; [2.36893204 1.63106796],0
a4,1,0.531288,0.391927,[201 212] ; [3 5],[200.12351544 212.87648456] ; [3.87648456 4.12351544],0
n4,1,0.53496,0.384961,[344  69] ; [6 2],[343.34916865  69.65083135] ; [6.65083135 1.34916865],0
s4,1,0.5733,0.317191,[ 71 338] ; [2 6],[ 71.59952038 337.40047962] ; [1.40047962 6.59952038],0
p11,1,0.589273,0.291482,[341  73] ; [6 2],[340.42180095  73.57819905] ; [6.57819905 1.42180095],0
s5,1,0.604859,0.267729,[162 234] ; [4 4],[162.71287129 233.28712871] ; [3.28712871 4.71287129],0
b5,1,0.661279,0.191974,[239 175] ; [4 4],[238.39336493 175.60663507] ; [4.60663507 3.39336493],0
b1,1,0.661279,0.191974,[175 239] ; [4 4],[175.60663507 238.39336493] ; [3.39336493 4.60663507],0
u3,1,0.68017,0.169935,[65 35] ; [3 1],[65.38461538 34.61538462] ; [2.61538462 1.38461538],0
n5,1,0.73501,0.114561,[329  83] ; [6 2],[328.61904762  83.38095238] ; [6.38095238 1.61904762],0
b2,1,0.747935,0.103274,[113 156] ; [2 2],[113.31501832 155.68498168] ; [1.68498168 2.31501832],0
b3,1,0.747935,0.103274,[113 156] ; [2 2],[113.31501832 155.68498168] ; [1.68498168 2.31501832],0
v2,1,0.789002,0.071614,[249 152] ; [4 3],[248.65931373 152.34068627] ; [4.34068627 2.65931373],0
d5,1,0.802953,0.062264,[348  65] ; [7 1],[348.25415677  64.74584323] ; [6.74584323 1.25415677],0
p8,1,0.831497,0.045276,[271 139] ; [5 3],[270.71770335 139.28229665] ; [5.28229665 2.71770335],0
v3,1,0.848622,0.036434,[185 212] ; [4 4],[185.26666667 211.73333333] ; [3.73333333 4.26666667],0
p12,1,0.889459,0.019318,[ 45 366] ; [1 7],[ 45.12171838 365.87828162] ; [0.87828162 7.12171838],0
p7,1,0.890186,0.019063,[316  94] ; [6 2],[315.83732057  94.16267943] ; [6.16267943 1.83732057],0
p6,1,0.906785,0.013711,[195 212] ; [4 4],[195.16385542 211.83614458] ; [3.83614458 4.16385542],0
p1,1,0.993815,6e-05,[ 51 360] ; [1 7],[ 51.0071599 359.9928401] ; [0.9928401 7.0071599],0
