Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.599583,[29 54] ; [21  4],[38.42592593 44.57407407] ; [11.57407407 13.42592593],1
s7,1,3.2e-05,17.310684,[17 62] ; [15  7],[25.02970297 53.97029703] ; [ 6.97029703 15.02970297],1
p10,1,0.003065,8.768592,[41 40] ; [21  4],[47.37735849 33.62264151] ; [14.62264151 10.37735849],0
p5,1,0.006537,7.395957,[ 3 79] ; [ 5 20],[ 6.13084112 75.86915888] ; [ 1.86915888 23.13084112],0
r1,1,0.011179,6.436672,[37 46] ; [19  7],[42.64220183 40.35779817] ; [13.35779817 12.64220183],0
p11,1,0.012912,6.181133,[48 35] ; [22  4],[53.30275229 29.69724771] ; [16.69724771  9.30275229],0
v2,1,0.015291,5.882636,[18 61] ; [12 13],[22.78846154 56.21153846] ; [ 7.21153846 17.78846154],0
s4,1,0.015311,5.880317,[11 71] ; [ 9 17],[15.18518519 66.81481481] ; [ 4.81481481 21.18518519],0
p9,1,0.016096,5.792321,[46 34] ; [21  4],[51.04761905 28.95238095] ; [15.95238095  9.04761905],0
r2,1,0.022334,5.219585,[63 20] ; [25  1],[67.00917431 15.99082569] ; [20.99082569  5.00917431],0
p2,1,0.027661,4.849042,[54 29] ; [22  3],[58.40740741 24.59259259] ; [17.59259259  7.40740741],0
u3,1,0.035367,4.427383,[15 35] ; [8 5],[18.25396825 31.74603175] ; [4.74603175 8.25396825],0
n6,1,0.036503,4.373439,[56 27] ; [23  3],[60.1559633 22.8440367] ; [18.8440367  7.1559633],0
s2,1,0.047567,3.925217,[24 59] ; [13 13],[28.17431193 54.82568807] ; [ 8.82568807 17.17431193],0
p4,1,0.06684,3.358967,[31 52] ; [15 11],[35.02752294 47.97247706] ; [10.97247706 15.02752294],0
s8,1,0.066991,3.35525,[18 65] ; [10 15],[21.51851852 61.48148148] ; [ 6.48148148 18.51851852],0
a7,1,0.071772,3.242026,[37 45] ; [17  9],[41. 41.] ; [13. 13.],0
v4,1,0.082506,3.014835,[68 15] ; [24  1],[70.7037037 12.2962963] ; [21.2962963  3.7037037],0
r4,1,0.10699,2.598131,[53 30] ; [21  5],[56.34862385 26.65137615] ; [17.65137615  8.34862385],0
p6,1,0.125292,2.349885,[19 63] ; [10 16],[22.01851852 59.98148148] ; [ 6.98148148 19.01851852],0
n2,1,0.126279,2.337662,[18 15] ; [6 1],[19.8 13.2] ; [4.2 2.8],0
r3,1,0.139449,2.184026,[62 21] ; [23  3],[64.72477064 18.27522936] ; [20.27522936  5.72477064],0
p7,1,0.153181,2.040289,[43 40] ; [17  8],[46.11111111 36.88888889] ; [13.88888889 11.11111111],0
