Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.599583,[29 54] ; [21  4],[38.42592593 44.57407407] ; [11.57407407 13.42592593],1
n5,1,0.160125,1.973041,[55 28] ; [21  5],[57.87155963 25.12844037] ; [18.12844037  7.87155963],0
b5,1,0.160876,1.965968,[45 38] ; [10 16],[41.88073394 41.11926606] ; [13.11926606 12.88073394],0
b4,1,0.160876,1.965968,[38 45] ; [16 10],[41.11926606 41.88073394] ; [12.88073394 13.11926606],0
n4,1,0.163358,1.942866,[48 35] ; [19  7],[51.01834862 31.98165138] ; [15.98165138 10.01834862],0
p8,1,0.164647,1.931016,[33 49] ; [14 11],[36.01869159 45.98130841] ; [10.98130841 14.01869159],0
v3,1,0.200888,1.635909,[16 65] ; [ 8 17],[18.33962264 62.66037736] ; [ 5.66037736 19.33962264],0
b2,1,0.203629,1.616154,[ 9 39] ; [4 7],[10.57627119 37.42372881] ; [2.42372881 8.57627119],0
b3,1,0.203629,1.616154,[ 9 39] ; [4 7],[10.57627119 37.42372881] ; [2.42372881 8.57627119],0
p3,1,0.221134,1.496997,[27 55] ; [12 14],[29.61111111 52.38888889] ; [ 9.38888889 16.61111111],0
a5,1,0.248238,1.333195,[34 49] ; [14 12],[36.55045872 46.44954128] ; [11.44954128 14.55045872],0
b1,1,0.26745,1.229777,[39 44] ; [ 9 17],[36.55045872 46.44954128] ; [11.44954128 14.55045872],0
a8,1,0.288227,1.127885,[ 9 69] ; [ 1 23],[ 7.64705882 70.35294118] ; [ 2.35294118 21.64705882],0
p12,1,0.346772,0.885233,[ 5 78] ; [ 3 23],[ 6.09174312 76.90825688] ; [ 1.90825688 24.09174312],0
a3,1,0.380698,0.768447,[33 49] ; [13 13],[34.92592593 47.07407407] ; [11.07407407 14.92592593],0
s3,1,0.380698,0.768447,[33 49] ; [13 13],[34.92592593 47.07407407] ; [11.07407407 14.92592593],0
u1,1,0.381193,0.766851,[ 1 82] ; [ 1 25],[ 1.52293578 81.47706422] ; [ 0.47706422 25.52293578],0
s1,1,0.393698,0.727489,[ 3 79] ; [ 2 24],[ 3.7962963 78.2037037] ; [ 1.2037037 24.7962963],0
u2,1,0.417445,0.657497,[17 33] ; [6 7],[18.25396825 31.74603175] ; [4.74603175 8.25396825],0
a6,1,0.511673,0.430644,[45 38] ; [16 10],[46.44954128 36.55045872] ; [14.55045872 11.44954128],0
a2,1,0.670906,0.180544,[ 5 78] ; [ 1 25],[ 4.56880734 78.43119266] ; [ 1.43119266 24.56880734],0
n1,1,0.671735,0.179579,[11 21] ; [3 4],[11.48717949 20.51282051] ; [2.51282051 4.48717949],0
d2,1,0.673827,0.177159,[19 64] ; [ 7 19],[19.79816514 63.20183486] ; [ 6.20183486 19.79816514],0
n3,1,0.7277,0.121234,[20 11] ; [5 2],[20.39473684 10.60526316] ; [4.60526316 2.39473684],0
d3,1,0.746641,0.104376,[18 63] ; [ 5 21],[17.41121495 63.58878505] ; [ 5.58878505 20.41121495],0
d5,1,0.786049,0.073682,[34 48] ; [10 16],[33.40740741 48.59259259] ; [10.59259259 15.40740741],0
a4,1,0.788834,0.07173,[18 65] ; [ 5 21],[17.51376147 65.48623853] ; [ 5.48623853 20.51376147],0
p1,1,0.804304,0.061396,[ 8 75] ; [ 2 23],[ 7.68518519 75.31481481] ; [ 2.31481481 22.68518519],0
d1,1,0.836034,0.042836,[ 4 79] ; [ 1 25],[ 3.80733945 79.19266055] ; [ 1.19266055 24.80733945],0
