Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.00211,9.451636,[ 1 24] ; [5 6],[ 4.16666667 20.83333333] ; [1.83333333 9.16666667],0
v2,1,0.00824,6.980624,[ 3 21] ; [6 5],[ 6.17142857 17.82857143] ; [2.82857143 8.17142857],0
s2,1,0.010515,6.545455,[ 5 20] ; [7 4],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
b4,1,0.038198,4.296198,[20  5] ; [5 6],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
p7,1,0.043581,4.072727,[ 7 15] ; [7 3],[ 9.625 12.375] ; [4.375 5.625],0
s7,1,0.053309,3.734217,[ 7 17] ; [7 4],[ 9.6 14.4] ; [4.4 6.6],0
p8,1,0.057975,3.59439,[12 13] ; [9 2],[14.58333333 10.41666667] ; [6.41666667 4.58333333],0
p4,1,0.087857,2.913201,[10 14] ; [8 3],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
n5,1,0.096821,2.757147,[16  9] ; [10  1],[18.05555556  6.94444444] ; [7.94444444 3.05555556],0
p11,1,0.111741,2.529423,[11 14] ; [8 3],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
s1,1,0.156138,2.01124,[ 1 24] ; [2 9],[ 2.08333333 22.91666667] ; [ 0.91666667 10.08333333],0
r4,1,0.197999,1.657071,[ 6 19] ; [5 6],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
s5,1,0.197999,1.657071,[ 6 19] ; [5 6],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
n1,1,0.2524,1.309972,[5 8] ; [4 2],[6.15789474 6.84210526] ; [2.84210526 3.15789474],0
a7,1,0.277726,1.178182,[11 14] ; [7 4],[12.5 12.5] ; [5.5 5.5],0
n6,1,0.285029,1.142955,[16  9] ; [9 2],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
a4,1,0.306136,1.047273,[ 7 18] ; [5 6],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
u2,1,0.307741,1.040344,[4 5] ; [3 1],[4.84615385 4.15384615] ; [2.15384615 1.84615385],0
u3,1,0.307741,1.040344,[4 5] ; [3 1],[4.84615385 4.15384615] ; [2.15384615 1.84615385],0
v3,1,0.329111,0.952393,[ 5 19] ; [4 7],[ 6.17142857 17.82857143] ; [2.82857143 8.17142857],0
a5,1,0.342953,0.899362,[14 11] ; [8 3],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
