Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,82.96044,[106  35] ; [14 81],[71.69491525 69.30508475] ; [48.30508475 46.69491525],1
d5,1,0.0,69.313053,[137   4] ; [49 45],[111.6  29.4] ; [74.4 19.6],1
d3,1,0.0,57.429092,[121  20] ; [36 58],[94.2 46.8] ; [62.8 31.2],1
d4,1,0.0,56.712728,[138   3] ; [57 38],[116.50423729  24.49576271] ; [78.49576271 16.50423729],1
a4,1,0.0,35.130414,[82 60] ; [18 77],[59.91561181 82.08438819] ; [40.08438819 54.91561181],1
u1,1,0.0,34.156708,[45 97] ; [ 1 94],[ 27.56118143 114.43881857] ; [18.43881857 76.56118143],1
a5,1,0.0,25.935529,[116  26] ; [48 47],[98.26160338 43.73839662] ; [65.73839662 29.26160338],1
a2,1,1e-06,24.443928,[48 94] ; [ 6 89],[ 32.35443038 109.64556962] ; [21.64556962 73.35443038],1
n4,1,0.000333,12.874161,[121  21] ; [62 33],[109.64556962  32.35443038] ; [73.35443038 21.64556962],1
a7,1,0.002179,9.392227,[113  29] ; [57 36],[102.72340426  39.27659574] ; [67.27659574 25.72340426],0
v2,1,0.006758,7.336269,[84 51] ; [39 50],[74.12946429 60.87053571] ; [48.87053571 40.12946429],0
r1,1,0.007128,7.240465,[123  19] ; [69 26],[115.03797468  26.96202532] ; [76.96202532 18.03797468],0
p11,1,0.012516,6.236272,[117  25] ; [65 30],[109.0464135  32.9535865] ; [72.9535865 22.0464135],0
v4,1,0.012773,6.200344,[138   4] ; [84 10],[133.57627119   8.42372881] ; [88.42372881  5.57627119],0
a3,1,0.013469,6.106481,[108  34] ; [58 37],[99.45991561 42.54008439] ; [66.54008439 28.45991561],0
p4,1,0.024167,5.082605,[94 48] ; [49 46],[85.67932489 56.32067511] ; [57.32067511 37.67932489],0
u2,1,0.033692,4.510264,[25  9] ; [17 18],[20.69565217 13.30434783] ; [21.30434783 13.69565217],0
s8,1,0.034772,4.456313,[87 55] ; [45 50],[79.08860759 62.91139241] ; [52.91139241 42.08860759],0
n6,1,0.03581,4.406121,[121  21] ; [69 24],[114.80851064  27.19148936] ; [75.19148936 17.80851064],0
p12,1,0.036734,4.362717,[ 15 127] ; [ 3 91],[ 10.83050847 131.16949153] ; [ 7.16949153 86.83050847],0
n2,1,0.038141,4.298705,[19 14] ; [17  3],[22.41509434 10.58490566] ; [13.58490566  6.41509434],0
r3,1,0.046429,3.965951,[139   3] ; [87  7],[135.98305085   6.01694915] ; [90.01694915  3.98305085],0
s6,1,0.060156,3.533071,[116  24] ; [69 26],[110.21276596  29.78723404] ; [74.78723404 20.21276596],0
p9,1,0.065296,3.397489,[120  21] ; [71 23],[114.6  26.4] ; [76.4 17.6],0
r4,1,0.076766,3.132078,[129  13] ; [79 16],[124.62447257  17.37552743] ; [83.37552743 11.62447257],0
a6,1,0.086337,2.941387,[97 44] ; [55 40],[90.81355932 50.18644068] ; [61.18644068 33.81355932],0
n5,1,0.09987,2.707621,[113  29] ; [66 28],[107.70338983  34.29661017] ; [71.29661017 22.70338983],0
s7,1,0.100598,2.696034,[88 47] ; [50 42],[82.07048458 52.92951542] ; [55.92951542 36.07048458],0
p3,1,0.117641,2.448454,[71 70] ; [38 57],[65.12288136 75.87711864] ; [43.87711864 51.12288136],0
r2,1,0.169311,1.889032,[134   7] ; [85  9],[131.4   9.6] ; [87.6  6.4],0
p2,1,0.216995,1.524136,[118  24] ; [72 22],[114.3220339  27.6779661] ; [75.6779661 18.3220339],0
p7,1,0.218884,1.511674,[82 57] ; [61 30],[86.42173913 52.57826087] ; [56.57826087 34.42173913],0
p8,1,0.244506,1.354423,[69 73] ; [38 55],[64.65531915 77.34468085] ; [42.34468085 50.65531915],0
p5,1,0.265948,1.237526,[  9 130] ; [ 3 91],[  7.15879828 131.84120172] ; [ 4.84120172 89.15879828],0
b2,1,0.304883,1.052714,[33 52] ; [18 41],[30.10416667 54.89583333] ; [20.89583333 38.10416667],0
b3,1,0.304883,1.052714,[33 52] ; [18 41],[30.10416667 54.89583333] ; [20.89583333 38.10416667],0
p6,1,0.337196,0.921063,[51 90] ; [28 65],[47.6025641 93.3974359] ; [31.3974359 61.6025641],0
a1,1,0.36484,0.821165,[ 10 132] ; [ 4 91],[  8.38818565 133.61181435] ; [ 5.61181435 89.38818565],0
n1,1,0.388997,0.742075,[10 23] ; [ 8 11],[11.42307692 21.57692308] ; [ 6.57692308 12.42307692],0
v3,1,0.397965,0.714466,[53 76] ; [33 60],[49.97297297 79.02702703] ; [36.02702703 56.97297297],0
b1,1,0.437249,0.603492,[60 82] ; [45 50],[62.91139241 79.08860759] ; [42.08860759 52.91139241],0
s3,1,0.486547,0.484152,[120  22] ; [77 18],[118.03375527  23.96624473] ; [78.96624473 16.03375527],0
n3,1,0.521801,0.410332,[22 11] ; [15  5],[23.03773585  9.96226415] ; [13.96226415  6.03773585],0
s4,1,0.57454,0.315145,[ 23 118] ; [18 76],[ 24.6 116.4] ; [16.4 77.6],0
b5,1,0.609574,0.260796,[85 57] ; [60 35],[86.87763713 55.12236287] ; [58.12236287 36.87763713],0
b4,1,0.610039,0.260117,[81 61] ; [51 44],[79.08860759 62.91139241] ; [52.91139241 42.08860759],0
s1,1,0.626977,0.236182,[  7 134] ; [ 6 87],[  7.83333333 133.16666667] ; [ 5.16666667 87.83333333],0
u3,1,0.686734,0.162643,[22 12] ; [21 14],[21.1884058 12.8115942] ; [21.8115942 13.1884058],0
p1,1,0.691649,0.157306,[ 11 131] ; [ 6 88],[ 10.22881356 131.77118644] ; [ 6.77118644 87.22881356],0
v1,1,0.710135,0.138142,[66 68] ; [43 49],[64.62831858 69.37168142] ; [44.37168142 47.62831858],0
p10,1,0.735053,0.114522,[115  26] ; [75 19],[114.  27.] ; [76. 18.],0
a8,1,0.83453,0.043637,[ 23 108] ; [15 76],[ 22.42342342 108.57657658] ; [15.57657658 75.42342342],0
