Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.783761,[79 17] ; [ 1 16],[67.96460177 28.03539823] ; [12.03539823  4.96460177],1
r1,1,3.4e-05,17.203385,[67 28] ; [ 3 14],[59.375 35.625] ; [10.625  6.375],1
r3,1,0.000234,13.532266,[88  8] ; [10  7],[83.25663717 12.74336283] ; [14.74336283  2.25663717],1
s3,1,0.002425,9.196106,[43 53] ; [ 1 16],[37.38053097 58.61946903] ; [ 6.61946903 10.38053097],0
b1,1,0.003255,8.658887,[27 69] ; [11  6],[32.28318584 63.71681416] ; [ 5.71681416 11.28318584],0
u3,1,0.003294,8.636965,[31 11] ; [2 7],[27.17647059 14.82352941] ; [5.82352941 3.17647059],0
s2,1,0.005316,7.768724,[39 56] ; [ 1 16],[33.92857143 61.07142857] ; [ 6.07142857 10.92857143],0
d5,1,0.015098,5.904948,[77 19] ; [9 8],[73.0619469 22.9380531] ; [12.9380531  4.0619469],0
p9,1,0.020819,5.341864,[67 25] ; [7 9],[63.03703704 28.96296296] ; [10.96296296  5.03703704],0
s6,1,0.026993,4.891245,[50 45] ; [ 4 13],[45.80357143 49.19642857] ; [8.19642857 8.80357143],0
v4,1,0.033373,4.526519,[86 10] ; [12  5],[83.25663717 12.74336283] ; [14.74336283  2.25663717],0
v2,1,0.064668,3.41343,[43 47] ; [ 4 13],[39.53271028 50.46728972] ; [7.46728972 9.53271028],0
n1,1,0.118902,2.431725,[15 31] ; [ 1 10],[12.9122807 33.0877193] ; [3.0877193 7.9122807],0
p10,1,0.122123,2.389886,[57 36] ; [ 7 10],[54.10909091 38.89090909] ; [9.89090909 7.10909091],0
s5,1,0.158765,1.985953,[26 67] ; [ 2 15],[23.67272727 69.32727273] ; [ 4.32727273 12.67272727],0
p3,1,0.190403,1.714493,[19 77] ; [ 1 15],[17.14285714 78.85714286] ; [ 2.85714286 13.14285714],0
n2,1,0.192685,1.69697,[30 15] ; [5 6],[28.125 16.875] ; [6.875 4.125],0
v3,1,0.250356,1.321315,[22 68] ; [ 2 15],[20.18691589 69.81308411] ; [ 3.81308411 13.18691589],0
a4,1,0.255571,1.292589,[30 66] ; [ 3 14],[28.03539823 67.96460177] ; [ 4.96460177 12.03539823],0
a7,1,0.279498,1.16953,[69 27] ; [10  7],[67.11504425 28.88495575] ; [11.88495575  5.11504425],0
p1,1,0.301314,1.068371,[ 5 91] ; [ 2 15],[ 5.94690265 90.05309735] ; [ 1.05309735 15.94690265],0
p11,1,0.323002,0.976752,[52 44] ; [ 7 10],[50.12389381 45.87610619] ; [8.87610619 8.12389381],0
n5,1,0.323602,0.974334,[28 68] ; [ 7 10],[29.73451327 66.26548673] ; [ 5.26548673 11.73451327],0
s4,1,0.33994,0.910659,[21 75] ; [ 2 15],[19.53982301 76.46017699] ; [ 3.46017699 13.53982301],0
a8,1,0.407577,0.685857,[ 2 87] ; [ 1 16],[ 2.51886792 86.48113208] ; [ 0.48113208 16.51886792],0
p2,1,0.43365,0.613029,[55 41] ; [8 9],[53.52212389 42.47787611] ; [9.47787611 7.52212389],0
d1,1,0.453346,0.562273,[49 47] ; [ 7 10],[47.57522124 48.42477876] ; [8.42477876 8.57522124],0
v1,1,0.454493,0.559422,[37 58] ; [ 5 12],[35.625 59.375] ; [ 6.375 10.625],0
a6,1,0.456275,0.555016,[60 36] ; [9 8],[58.61946903 37.38053097] ; [10.38053097  6.61946903],0
a3,1,0.482727,0.492696,[54 42] ; [8 9],[52.67256637 43.32743363] ; [9.32743363 7.67256637],0
d4,1,0.496178,0.463101,[75 21] ; [12  5],[73.91150442 22.08849558] ; [13.08849558  3.91150442],0
n6,1,0.508484,0.437186,[59 37] ; [9 8],[57.7699115 38.2300885] ; [10.2300885  6.7699115],0
n3,1,0.547066,0.3626,[25 20] ; [5 6],[24.10714286 20.89285714] ; [5.89285714 5.10714286],0
a5,1,0.553816,0.350526,[47 49] ; [ 7 10],[45.87610619 50.12389381] ; [8.12389381 8.87610619],0
b5,1,0.563089,0.334384,[58 38] ; [9 8],[56.92035398 39.07964602] ; [10.07964602  6.92035398],0
s8,1,0.568771,0.324743,[23 73] ; [ 3 14],[22.08849558 73.91150442] ; [ 3.91150442 13.08849558],0
p5,1,0.577196,0.31079,[ 3 92] ; [ 1 16],[ 3.39285714 91.60714286] ; [ 0.60714286 16.39285714],0
p8,1,0.615278,0.252561,[22 73] ; [ 3 14],[21.20535714 73.79464286] ; [ 3.79464286 13.20535714],0
d2,1,0.631215,0.230417,[34 62] ; [ 5 12],[33.13274336 62.86725664] ; [ 5.86725664 11.13274336],0
