Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000933,10.956386,[21 19] ; [30  4],[27.56756757 12.43243243] ; [23.43243243 10.56756757],1
r4,1,0.013178,6.14506,[18 22] ; [25  9],[23.24324324 16.75675676] ; [19.75675676 14.24324324],0
s5,1,0.023443,5.135408,[ 5 34] ; [12 22],[ 9.08219178 29.91780822] ; [ 7.91780822 26.08219178],0
v4,1,0.027786,4.841313,[24 15] ; [28  5],[28.16666667 10.83333333] ; [23.83333333  9.16666667],0
u3,1,0.03678,4.360557,[ 5 15] ; [12  9],[ 8.29268293 11.70731707] ; [ 8.70731707 12.29268293],0
p2,1,0.071701,3.243633,[14 26] ; [19 15],[17.83783784 22.16216216] ; [15.16216216 18.83783784],0
n6,1,0.081264,3.039448,[19 21] ; [23 11],[22.7027027 17.2972973] ; [19.2972973 14.7027027],0
r1,1,0.112182,2.523205,[21 19] ; [24 10],[24.32432432 15.67567568] ; [20.67567568 13.32432432],0
p3,1,0.112691,2.516068,[15 25] ; [ 7 27],[11.89189189 28.10810811] ; [10.10810811 23.89189189],0
u2,1,0.113394,2.506266,[ 7 13] ; [12  8],[ 9.5 10.5] ; [ 9.5 10.5],0
n3,1,0.12663,2.333333,[ 6 10] ; [8 4],[8. 8.] ; [6. 6.],0
r2,1,0.146751,2.105705,[27 11] ; [29  5],[29.55555556  8.44444444] ; [26.44444444  7.55555556],0
b1,1,0.182948,1.77351,[25 15] ; [16 18],[22.16216216 17.83783784] ; [18.83783784 15.16216216],0
d2,1,0.214994,1.537474,[15 24] ; [18 16],[17.63013699 21.36986301] ; [15.36986301 18.63013699],0
d4,1,0.214994,1.537474,[24 15] ; [16 18],[21.36986301 17.63013699] ; [18.63013699 15.36986301],0
v1,1,0.220221,1.502934,[10 30] ; [13 21],[12.43243243 27.56756757] ; [10.56756757 23.43243243],0
b3,1,0.242936,1.363478,[ 8 17] ; [ 4 19],[ 6.25 18.75] ; [ 5.75 17.25],0
b2,1,0.242936,1.363478,[ 8 17] ; [ 4 19],[ 6.25 18.75] ; [ 5.75 17.25],0
v3,1,0.260102,1.268216,[12 25] ; [ 7 27],[ 9.90140845 27.09859155] ; [ 9.09859155 24.90140845],0
s7,1,0.271552,1.208889,[ 7 27] ; [11 23],[ 9. 25.] ; [ 9. 25.],0
a3,1,0.310271,1.02952,[20 20] ; [13 21],[17.83783784 22.16216216] ; [15.16216216 18.83783784],0
p7,1,0.424996,0.63646,[17 22] ; [18 16],[18.69863014 20.30136986] ; [16.30136986 17.69863014],0
a2,1,0.462208,0.540541,[ 1 39] ; [ 2 32],[ 1.62162162 38.37837838] ; [ 1.37837838 32.62162162],0
s6,1,0.488681,0.479429,[13 26] ; [14 20],[14.42465753 24.57534247] ; [12.57534247 21.42465753],0
a5,1,0.495792,0.463932,[18 22] ; [18 16],[19.45945946 20.54054054] ; [16.54054054 17.45945946],0
p1,1,0.51373,0.426462,[ 2 38] ; [ 3 31],[ 2.7027027 37.2972973] ; [ 2.2972973 31.7027027],0
p6,1,0.521827,0.410281,[ 6 33] ; [ 7 26],[ 7.04166667 31.95833333] ; [ 5.95833333 27.04166667],0
s2,1,0.540418,0.374766,[13 27] ; [13 20],[14.24657534 25.75342466] ; [11.75342466 21.24657534],0
n2,1,0.542802,0.37037,[10  8] ; [8 4],[10.8  7.2] ; [7.2 4.8],0
s8,1,0.556092,0.346516,[ 7 32] ; [ 8 26],[ 8.01369863 30.98630137] ; [ 6.98630137 27.01369863],0
n4,1,0.563377,0.33389,[25 15] ; [19 15],[23.78378378 16.21621622] ; [20.21621622 13.78378378],0
a6,1,0.585087,0.298082,[14 26] ; [14 20],[15.13513514 24.86486486] ; [12.86486486 21.13513514],0
n5,1,0.613495,0.255117,[20 20] ; [19 15],[21.08108108 18.91891892] ; [17.91891892 16.08108108],0
n1,1,0.627726,0.235157,[ 5 13] ; [4 7],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
s1,1,0.642596,0.215363,[ 5 35] ; [ 3 30],[ 4.38356164 35.61643836] ; [ 3.61643836 29.38356164],0
p5,1,0.654498,0.200276,[ 2 38] ; [ 1 33],[ 1.62162162 38.37837838] ; [ 1.37837838 32.62162162],0
u1,1,0.654498,0.200276,[ 2 38] ; [ 1 33],[ 1.62162162 38.37837838] ; [ 1.37837838 32.62162162],0
p10,1,0.688464,0.160754,[ 7 33] ; [ 7 26],[ 7.67123288 32.32876712] ; [ 6.32876712 26.67123288],0
p8,1,0.696791,0.151832,[11 29] ; [ 8 26],[10.27027027 29.72972973] ; [ 8.72972973 25.27027027],0
b4,1,0.740747,0.109471,[22 18] ; [20 14],[22.7027027 17.2972973] ; [19.2972973 14.7027027],0
d5,1,0.740747,0.109471,[22 18] ; [20 14],[22.7027027 17.2972973] ; [19.2972973 14.7027027],0
b5,1,0.746803,0.104237,[15 25] ; [14 20],[15.67567568 24.32432432] ; [13.32432432 20.67567568],0
s3,1,0.766412,0.088251,[17 22] ; [16 18],[17.63013699 21.36986301] ; [15.36986301 18.63013699],0
v2,1,0.783488,0.075502,[13 26] ; [10 23],[12.45833333 26.54166667] ; [10.54166667 22.45833333],0
a4,1,0.816147,0.054058,[12 27] ; [11 22],[12.45833333 26.54166667] ; [10.54166667 22.45833333],0
d1,1,0.827472,0.0475,[12 28] ; [11 23],[12.43243243 27.56756757] ; [10.56756757 23.43243243],0
s4,1,0.844313,0.038565,[ 8 32] ; [ 6 27],[ 7.67123288 32.32876712] ; [ 6.32876712 26.67123288],0
a8,1,0.859352,0.0314,[ 2 36] ; [ 2 30],[ 2.17142857 35.82857143] ; [ 1.82857143 30.17142857],0
p4,1,0.899664,0.015898,[12 27] ; [10 24],[11.75342466 27.24657534] ; [10.24657534 23.75342466],0
p12,1,0.907152,0.013603,[ 1 39] ; [ 1 33],[ 1.08108108 38.91891892] ; [ 0.91891892 33.08108108],0
d3,1,0.978929,0.000698,[14 26] ; [12 22],[14.05405405 25.94594595] ; [11.94594595 22.05405405],0
