Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,61.155852,[97  5] ; [12 24],[80.56521739 21.43478261] ; [28.43478261  7.56521739],1
p2,1,0.000142,14.481529,[84 17] ; [19 18],[75.38405797 25.61594203] ; [27.61594203  9.38405797],1
p11,1,0.000321,12.945327,[75 27] ; [15 22],[66.04316547 35.95683453] ; [23.95683453 13.04316547],1
p7,1,0.000964,10.89585,[64 36] ; [12 25],[55.47445255 44.52554745] ; [20.52554745 16.47445255],1
v4,1,0.001368,10.247986,[98  3] ; [30  7],[93.68115942  7.31884058] ; [34.31884058  2.68115942],0
r4,1,0.002908,8.864049,[94  8] ; [27 10],[88.79136691 13.20863309] ; [32.20863309  4.79136691],0
s8,1,0.004975,7.8886,[55 47] ; [10 27],[47.69784173 54.30215827] ; [17.30215827 19.69784173],0
r3,1,0.005947,7.566341,[101   1] ; [33  4],[98.33093525  3.66906475] ; [35.66906475  1.33093525],0
b1,1,0.016718,5.725784,[30 72] ; [19 18],[35.95683453 66.04316547] ; [13.04316547 23.95683453],0
r1,1,0.020281,5.387558,[82 19] ; [23 14],[76.84782609 24.15217391] ; [28.15217391  8.84782609],0
p6,1,0.033035,4.543948,[35 65] ; [ 6 31],[29.9270073 70.0729927] ; [11.0729927 25.9270073],0
u2,1,0.034258,4.481793,[27  8] ; [7 8],[23.8 11.2] ; [10.2  4.8],0
n6,1,0.038453,4.284881,[71 30] ; [19 18],[65.86956522 35.13043478] ; [24.13043478 12.86956522],0
s7,1,0.068331,3.32267,[51 49] ; [12 24],[46.32352941 53.67647059] ; [16.67647059 19.32352941],0
a5,1,0.071463,3.249097,[79 23] ; [23 14],[74.84892086 27.15107914] ; [27.15107914  9.84892086],0
s3,1,0.080883,3.04707,[70 30] ; [20 17],[65.69343066 34.30656934] ; [24.30656934 12.69343066],0
b4,1,0.111956,2.526386,[70 32] ; [20 17],[66.04316547 35.95683453] ; [23.95683453 13.04316547],0
s2,1,0.124083,2.365011,[67 35] ; [19 18],[63.10791367 38.89208633] ; [22.89208633 14.10791367],0
v1,1,0.186978,1.74127,[38 60] ; [19 18],[41.37777778 56.62222222] ; [15.62222222 21.37777778],0
r2,1,0.23116,1.433711,[93  7] ; [32  5],[91.24087591  8.75912409] ; [33.75912409  3.24087591],0
a7,1,0.235428,1.407762,[79 23] ; [25 12],[76.31654676 25.68345324] ; [27.68345324  9.31654676],0
n4,1,0.259722,1.270236,[41 61] ; [11 26],[38.15827338 63.84172662] ; [13.84172662 23.15827338],0
n1,1,0.280514,1.164599,[ 8 24] ; [5 7],[ 9.45454545 22.54545455] ; [3.54545455 8.45454545],0
p12,1,0.351991,0.866265,[ 7 95] ; [ 1 36],[ 5.8705036 96.1294964] ; [ 2.1294964 34.8705036],0
p8,1,0.362149,0.830428,[47 54] ; [14 23],[44.64492754 56.35507246] ; [16.35507246 20.64492754],0
a6,1,0.369574,0.805095,[69 33] ; [22 15],[66.77697842 35.22302158] ; [24.22302158 12.77697842],0
d1,1,0.372876,0.794058,[61 41] ; [19 18],[58.70503597 43.29496403] ; [21.29496403 15.70503597],0
a3,1,0.392006,0.732711,[66 36] ; [21 16],[63.84172662 38.15827338] ; [23.15827338 13.84172662],0
n3,1,0.43437,0.611111,[25  7] ; [8 4],[24.  8.] ; [9. 3.],0
a8,1,0.442921,0.588704,[ 5 89] ; [ 3 30],[ 5.92125984 88.07874016] ; [ 2.07874016 30.92125984],0
