Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,46.311434,[129  43] ; [33 67],[102.44117647  69.55882353] ; [59.55882353 40.44117647],1
a6,1,2e-06,22.940998,[128  45] ; [45 55],[109.63003663  63.36996337] ; [63.36996337 36.63003663],1
d5,1,1e-05,19.441387,[140  33] ; [56 44],[124.20512821  48.79487179] ; [71.79487179 28.20512821],1
r3,1,0.000201,13.823999,[156  17] ; [73 27],[145.11721612  27.88278388] ; [83.88278388 16.11721612],1
r1,1,0.000334,12.867009,[127  46] ; [52 48],[113.43223443  59.56776557] ; [65.56776557 34.43223443],1
a2,1,0.000427,12.409645,[ 36 137] ; [ 5 95],[ 25.98168498 147.01831502] ; [15.01831502 84.98168498],1
d4,1,0.000633,11.675295,[138  35] ; [60 39],[125.93382353  47.06617647] ; [72.06617647 26.93382353],1
r4,1,0.000965,10.893371,[143  30] ; [65 35],[131.80952381  41.19047619] ; [76.19047619 23.80952381],1
d1,1,0.002958,8.833176,[91 82] ; [34 66],[79.21245421 93.78754579] ; [45.78754579 54.21245421],0
v4,1,0.004442,8.093789,[155  18] ; [76 23],[146.92279412  26.07720588] ; [84.07720588 14.92279412],0
a3,1,0.007239,7.212627,[116  56] ; [51 49],[105.60294118  66.39705882] ; [61.39705882 38.60294118],0
a5,1,0.00777,7.08576,[118  55] ; [52 48],[107.72893773  65.27106227] ; [62.27106227 37.72893773],0
v2,1,0.008142,7.001978,[69 97] ; [24 71],[ 59.14942529 106.85057471] ; [33.85057471 61.14942529],0
b1,1,0.010855,6.488853,[ 61 112] ; [51 49],[ 70.97435897 102.02564103] ; [41.02564103 58.97435897],0
p10,1,0.012588,6.226123,[114  54] ; [52 47],[104.4494382  63.5505618] ; [61.5505618 37.4494382],0
u1,1,0.019567,5.450138,[ 19 154] ; [ 3 97],[ 13.94139194 159.05860806] ; [ 8.05860806 91.94139194],0
