Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,32.108074,[243  37] ; [22 21],[229.72136223  50.27863777] ; [35.27863777  7.72136223],1
n5,1,0.0,31.099611,[226  53] ; [18 25],[211.41614907  67.58385093] ; [32.58385093 10.41614907],1
p11,1,3.6e-05,17.092222,[237  43] ; [25 18],[227.12074303  52.87925697] ; [34.87925697  8.12074303],1
p10,1,5.2e-05,16.37484,[243  35] ; [25 15],[234.28930818  43.71069182] ; [33.71069182  6.28930818],1
p9,1,0.000606,11.756715,[247  28] ; [29 12],[240.18987342  34.81012658] ; [35.81012658  5.18987342],1
r4,1,0.001092,10.66513,[259  21] ; [33 10],[253.12693498  26.87306502] ; [38.87306502  4.12693498],0
v4,1,0.003584,8.483647,[269  10] ; [37  6],[265.13664596  13.86335404] ; [40.86335404  2.13664596],0
s8,1,0.004323,8.142713,[148 128] ; [13 30],[139.29780564 136.70219436] ; [21.70219436 21.29780564],0
u1,1,0.009585,6.710374,[ 86 194] ; [ 5 38],[ 78.88544892 201.11455108] ; [12.11455108 30.88544892],0
p8,1,0.011171,6.437883,[160 112] ; [15 25],[152.56410256 119.43589744] ; [22.43589744 17.56410256],0
u2,1,0.013883,6.052989,[22 22] ; [10  1],[25.6 18.4] ; [6.4 4.6],0
s7,1,0.016735,5.723951,[154 113] ; [15 25],[146.98045603 120.01954397] ; [22.01954397 17.98045603],0
a8,1,0.021919,5.252168,[ 42 201] ; [ 1 36],[ 37.31785714 205.68214286] ; [ 5.68214286 31.31785714],0
a4,1,0.023316,5.14477,[168 111] ; [18 25],[161.16149068 117.83850932] ; [24.83850932 18.16149068],0
a5,1,0.027584,4.853853,[244  36] ; [32 11],[239.25696594  40.74303406] ; [36.74303406  6.25696594],0
a2,1,0.027834,4.83829,[107 173] ; [ 9 34],[100.55727554 179.44272446] ; [15.44272446 27.55727554],0
a6,1,0.050344,3.829956,[214  65] ; [27 16],[208.81677019  70.18322981] ; [32.18322981 10.81677019],0
p4,1,0.058337,3.584045,[190  87] ; [22 19],[184.66666667  92.33333333] ; [27.33333333 13.66666667],0
d2,1,0.059486,3.551663,[212  66] ; [27 16],[206.98442368  71.01557632] ; [32.01557632 10.98442368],0
p7,1,0.065073,3.403132,[185  86] ; [22 19],[179.79807692  91.20192308] ; [27.20192308 13.79807692],0
p3,1,0.081433,3.03606,[160 120] ; [17 23],[154.875 125.125] ; [22.125 17.875],0
p2,1,0.081934,3.026106,[241  39] ; [31 10],[237.25856698  42.74143302] ; [34.74143302  6.25856698],0
v1,1,0.084754,2.971293,[187  87] ; [23 19],[182.08860759  91.91139241] ; [27.91139241 14.08860759],0
v3,1,0.085114,2.964443,[165 107] ; [18 21],[160.05144695 111.94855305] ; [22.94855305 16.05144695],0
s5,1,0.099302,2.716715,[105 162] ; [10 29],[100.34313725 166.65686275] ; [14.65686275 24.34313725],0
a3,1,0.111559,2.531991,[235  44] ; [32 11],[231.3447205  47.6552795] ; [35.6552795  7.3447205],0
s2,1,0.158652,1.987026,[160 116] ; [20 23],[155.73667712 120.26332288] ; [24.26332288 18.73667712],0
p6,1,0.171022,1.873959,[111 163] ; [11 27],[107.14102564 166.85897436] ; [14.85897436 23.14102564],0
p12,1,0.196293,1.669745,[ 33 246] ; [ 2 38],[ 30.61128527 248.38871473] ; [ 4.38871473 35.61128527],0
s1,1,0.210703,1.566592,[  5 272] ; [ 2 39],[  6.09748428 270.90251572] ; [ 0.90251572 40.09748428],0
b1,1,0.309909,1.031063,[ 95 185] ; [18 25],[ 97.95665635 182.04334365] ; [15.04334365 27.95665635],0
p1,1,0.3146,1.011264,[ 26 254] ; [ 2 41],[ 24.27244582 255.72755418] ; [ 3.72755418 39.27244582],0
r2,1,0.352779,0.863434,[265  11] ; [39  3],[263.8490566  12.1509434] ; [40.1509434  1.8490566],0
p5,1,0.373254,0.792803,[ 33 247] ; [ 3 39],[ 31.30434783 248.69565217] ; [ 4.69565217 37.30434783],0
u3,1,0.434446,0.610909,[27 18] ; [8 3],[28.125 16.875] ; [6.875 4.125],0
a7,1,0.441071,0.593496,[222  57] ; [32 11],[220.08074534  58.91925466] ; [33.91925466  9.08074534],0
r1,1,0.458635,0.549224,[239  41] ; [34  8],[237.39130435  42.60869565] ; [35.60869565  6.39130435],0
n3,1,0.48396,0.489927,[34 12] ; [9 5],[32.96666667 13.03333333] ; [10.03333333  3.96666667],0
n2,1,0.628108,0.234635,[32 13] ; [9 5],[31.27118644 13.72881356] ; [9.72881356 4.27118644],0
b4,1,0.647634,0.208896,[173 107] ; [25 18],[171.64086687 108.35913313] ; [26.35913313 16.64086687],0
b5,1,0.674905,0.175917,[173 107] ; [28 15],[174.24148607 105.75851393] ; [26.75851393 16.24148607],0
u4,1,0.67494,0.175878,[ 10 270] ; [ 1 42],[  9.53560372 270.46439628] ; [ 1.46439628 41.53560372],0
b2,1,0.69628,0.152371,[ 71 113] ; [ 9 17],[ 70.0952381 113.9047619] ; [ 9.9047619 16.0952381],0
b3,1,0.69628,0.152371,[ 71 113] ; [ 9 17],[ 70.0952381 113.9047619] ; [ 9.9047619 16.0952381],0
s6,1,0.740867,0.109366,[191  85] ; [28 14],[190.0754717  85.9245283] ; [28.9245283 13.0754717],0
r3,1,0.748749,0.102585,[269   9] ; [42  1],[269.33956386   8.66043614] ; [41.66043614  1.33956386],0
n1,1,0.78722,0.072858,[16 30] ; [4 9],[15.59322034 30.40677966] ; [4.40677966 8.59322034],0
s3,1,0.791361,0.069983,[156 118] ; [23 19],[155.20886076 118.79113924] ; [23.79113924 18.20886076],0
d3,1,0.821636,0.050824,[244  36] ; [38  5],[244.45820433  35.54179567] ; [37.54179567  5.45820433],0
s4,1,0.883805,0.021359,[ 41 236] ; [ 6 37],[ 40.684375 236.315625] ; [ 6.315625 36.684375],0
