Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.910749,[ 63 109] ; [40 15],[78.04405286 93.95594714] ; [24.95594714 30.04405286],1
v1,1,0.33431,0.93213,[80 90] ; [30 25],[83.11111111 86.88888889] ; [26.88888889 28.11111111],0
p8,1,0.338175,0.917339,[ 54 121] ; [13 41],[ 51.20087336 123.79912664] ; [15.79912664 38.20087336],0
s1,1,0.345138,0.891255,[  5 170] ; [ 3 51],[  6.11353712 168.88646288] ; [ 1.88646288 52.11353712],0
d3,1,0.36024,0.837058,[113  63] ; [39 16],[115.80952381  60.19047619] ; [36.19047619 18.80952381],0
b5,1,0.36024,0.837058,[113  63] ; [39 16],[115.80952381  60.19047619] ; [36.19047619 18.80952381],0
a2,1,0.415913,0.661834,[ 27 149] ; [11 44],[ 28.95238095 147.04761905] ; [ 9.04761905 45.95238095],0
b1,1,0.53115,0.39219,[ 56 120] ; [20 35],[ 57.9047619 118.0952381] ; [18.0952381 36.9047619],0
n6,1,0.549796,0.357682,[140  35] ; [46  9],[141.52173913  33.47826087] ; [44.47826087 10.52173913],0
r1,1,0.560052,0.339615,[134  42] ; [39 15],[132.3826087  43.6173913] ; [40.6173913 13.3826087],0
a7,1,0.641377,0.216946,[128  48] ; [41 13],[129.32173913  46.67826087] ; [39.67826087 14.32173913],0
a8,1,0.652586,0.202656,[ 17 144] ; [ 4 44],[ 16.17703349 144.82296651] ; [ 4.82296651 43.17703349],0
n4,1,0.728696,0.120312,[129  47] ; [39 16],[128.  48.] ; [40. 15.],0
v3,1,0.746127,0.104814,[ 49 119] ; [17 37],[ 49.94594595 118.05405405] ; [16.05405405 37.94594595],0
b2,1,0.823682,0.049645,[29 61] ; [11 21],[29.50819672 60.49180328] ; [10.49180328 21.50819672],0
b3,1,0.823682,0.049645,[29 61] ; [11 21],[29.50819672 60.49180328] ; [10.49180328 21.50819672],0
n5,1,0.86606,0.028448,[123  52] ; [38 17],[122.5  52.5] ; [38.5 16.5],0
r4,1,0.906208,0.013882,[146  30] ; [46  9],[146.28571429  29.71428571] ; [45.71428571  9.28571429],0
v4,1,0.915843,0.011166,[163  12] ; [51  4],[162.82608696  12.17391304] ; [51.17391304  3.82608696],0
a5,1,0.97502,0.00098,[118  58] ; [37 18],[118.0952381  57.9047619] ; [36.9047619 18.0952381],0
v2,1,0.998882,2e-06,[82 85] ; [27 28],[81.9954955 85.0045045] ; [27.0045045 27.9954955],0
