Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,26.927196,[100  53] ; [ 6 29],[86.26595745 66.73404255] ; [19.73404255 15.26595745],1
d1,1,0.0,26.113806,[114  40] ; [10 25],[101.03703704  52.96296296] ; [22.96296296 12.03703704],1
a4,1,2.9e-05,17.455594,[91 63] ; [ 7 28],[79.85185185 74.14814815] ; [18.14814815 16.85185185],1
n6,1,8.1e-05,15.538235,[140   9] ; [25 10],[133.61413043  15.38586957] ; [31.38586957  3.61413043],1
a3,1,0.000148,14.39281,[136  17] ; [22 13],[128.58510638  24.41489362] ; [29.41489362  5.58510638],1
n4,1,0.001107,10.639414,[134  18] ; [23 12],[127.61497326  24.38502674] ; [29.38502674  5.61497326],0
p9,1,0.00286,8.894983,[145   8] ; [27  7],[140.72727273  12.27272727] ; [31.27272727  2.72727273],0
v2,1,0.002864,8.89211,[104  48] ; [14 20],[96.43010753 55.56989247] ; [21.56989247 12.43010753],0
s8,1,0.003597,8.476891,[119  33] ; [19 16],[112.17112299  39.82887701] ; [25.82887701  9.17112299],0
d4,1,0.005405,7.738793,[136  16] ; [25 10],[130.86631016  21.13368984] ; [30.13368984  4.86631016],0
r1,1,0.008326,6.961931,[135  17] ; [25 10],[130.05347594  21.94652406] ; [29.94652406  5.05347594],0
p3,1,0.008903,6.842243,[98 55] ; [14 21],[91.14893617 61.85106383] ; [20.85106383 14.14893617],0
u1,1,0.009446,6.736475,[ 46 108] ; [ 3 32],[ 39.92592593 114.07407407] ; [ 9.07407407 25.92592593],0
a6,1,0.009523,6.72204,[101  51] ; [15 20],[94.28877005 57.71122995] ; [21.71122995 13.28877005],0
p11,1,0.010353,6.573199,[127  27] ; [22 13],[121.40740741  32.59259259] ; [27.59259259  7.40740741],0
n5,1,0.018653,5.53373,[129  22] ; [24 11],[124.20967742  26.79032258] ; [28.79032258  6.20967742],0
b3,1,0.021577,5.279589,[52 53] ; [ 5 17],[47.12598425 57.87401575] ; [ 9.87401575 12.12598425],0
b2,1,0.021577,5.279589,[52 53] ; [ 5 17],[47.12598425 57.87401575] ; [ 9.87401575 12.12598425],0
r4,1,0.032914,4.55027,[147   7] ; [30  5],[144.22222222   9.77777778] ; [32.77777778  2.22222222],0
p7,1,0.045267,4.008664,[119  30] ; [21 12],[114.61538462  34.38461538] ; [25.38461538  7.61538462],0
r2,1,0.045836,3.987626,[149   3] ; [32  3],[147.12299465   4.87700535] ; [33.87700535  1.12299465],0
d3,1,0.057615,3.604744,[116  37] ; [21 14],[111.49468085  41.50531915] ; [25.50531915  9.49468085],0
s4,1,0.064362,3.421244,[ 41 111] ; [15 20],[ 45.51871658 106.48128342] ; [10.48128342 24.51871658],0
v1,1,0.076493,3.137873,[99 54] ; [17 18],[94.40425532 58.59574468] ; [21.59574468 13.40425532],0
d5,1,0.116016,2.470298,[133  19] ; [27  8],[130.05347594  21.94652406] ; [29.94652406  5.05347594],0
p4,1,0.127294,2.325197,[111  41] ; [21 14],[107.29411765  44.70588235] ; [24.70588235 10.29411765],0
v3,1,0.129091,2.303406,[80 72] ; [13 21],[76. 76.] ; [17. 17.],0
p12,1,0.146098,2.112525,[ 23 131] ; [ 2 33],[ 20.37037037 133.62962963] ; [ 4.62962963 30.37037037],0
n3,1,0.18055,1.793094,[26  8] ; [8 6],[24.08333333  9.91666667] ; [9.91666667 4.08333333],0
a7,1,0.185726,1.751198,[110  44] ; [21 14],[106.74074074  47.25925926] ; [24.25925926 10.74074074],0
p10,1,0.213707,1.546136,[138  15] ; [29  6],[135.90957447  17.09042553] ; [31.09042553  3.90957447],0
s1,1,0.234981,1.410455,[  6 145] ; [ 3 31],[  7.34594595 143.65405405] ; [ 1.65405405 32.34594595],0
b4,1,0.268847,1.222622,[90 64] ; [24 11],[92.88888889 61.11111111] ; [21.11111111 13.88888889],0
